IDENT,PROBLEM,ACTION
104911,#3 AFT BAFFLE SCREW IS LOOSE.,TIGHTENED LOOSE SCREW.
104912,L/H ENGINE BAFFLE ACCESS HOLE ELONGATED.,INSTALLED DOUBLER PATCH IAW  SE SRM.
104913,#2 & 4 ROCKER COVER LEAKING.,REMOVED & REPLACED GASKETS.
104914,PROP COULD USE A DRESSING; ROUGH ON EDGES.  CHT #4 GREATER T,"DRESSED PROP.  RAN A/C, COULD NOT DUPLICATE CHT DISCREP"
104915,#2 INTAKE GASKET LEAKING.,REMOVED & REPLACED GASKET.
104916,#2 INTAKE LEAKING.,REPLACED GASKET.
104917,"#2, 4 ROCKER COVER GASKETS LEAKING.",REPLACED #2 GASKET.
104918,"#2, 4 ROCKER COVER GASKETS LEAKING.",REPLACED #4 GASKET.
104919,"#2, 3 INTAKE GASKETS LEAKING.",REMOVED & REPLACED GASKETS.
104920,R/H #3 INTAKE GASKET LEAKING.,REMOVED & REPLACED GASKET.
104921,#1 INTAKE IS LEAKING.,REMOVED & REPLACED GASKET.
104922,PROP OVERSPEED 2720 FOR 1 SECOND.,"REMOVED FDM CARD, RESEARCHED DATA, FOUND OVERSPEED TO B"
104923,#3 CYL CHT >200*F WARMER THAN OTHER CYLINDERS.,"RAN A/C, COULD NOT DUPLICATE DISCREP. ALL CHT TEMPS IN"
104924,#1 INTAKE TUBE GASKET LEAKING.,INSTALLED NEW GASKET.
104925,#3 ENGINE BAFFLE MOUNTING SCREW LOOSE.,TIGHTENED SCREW.
104926,R/H BAFFLE PLUG IS MISSING.,INSTALLED BAFFLE PLUG
104927,R/H BAFFLE PLUG NEEDS PATCH.,INSTALLED BAFFLE PATCH W/ RIVETS.
104928,FWD ENG BLACK SEAL WORN AT ENG INDUCTION.,APPLIED SILICONE.
104929,#3 & 4 INTAKE GASKETS ARE LEAKING.,REPLACED GASKETS.
104930,SIDE BAFFLE PLUG HOLES ARE WORN OUT.,INSTALLED RIVETED PATCHES AROUND HOLES.
104931,#3 INTAKE GASKET LEAKING.,REMOVED & REPLACED GASKET.
104932,#3 AFT BAFFLE BRACKET IS CRACKED.,REMOVED & REPLACED BAFFLE BRACKET.
104933,L/H ENG #4 INTAKE LEAKING.,REMOVED & REPLACED GASKET.
104934,BAFFLE SCREW MISSING ON #2 CYL BAFFLE SECTION.,INSTALLED SCREW.
104935,AT LEAST 3 INSTANCES THROUGHOUT FLIGHT; THE ENGINE VIBRATED,"RAN A/C, COULD NOT DUPLICATE. REMVED COWL & CK'ED COMPR"
104936,AT LEAST 3 INSTANCES THROUGHOUT FLIGHT; THE ENGINE VIBRATED,"RAN ENGINE AGAIN, OPS CK GOOD. MX FLIGHT TO BE PERFORME"
104937,ENGINE STARTED FINE & RAN AT 1000 RPM. WENT TO LEAN ENGINE &,PERFORMED SEASONAL ADJUSTMENT OF IDLE SPEED & MIXTURE.
104938,#3 INTAKE LEAKING.,REMOVED & REPLACED GASKET.
104939,#2 & 3 ROCKER COVER GASKETS NEED TO BE REPLACED.,REMOVED & REPLACED GASKETS.
104940,#3 INTAKE LEAKING ON R/H ENGINE.,REMOVED & REPLACED GASKET.
104941,"#2, 3 & 4 INTAKES LEAKING ON L/H ENGINE.",REMOVED & REPLACED GASKETS.
104942,#2 ROCKER COVER LEAKING.,REMOVED & REPLACED GASKET.
104943,#3 INTAKE LEAKING ON R/H ENGINE.,REMOVED & REPLACED GASKET.
104944,INTAKE 2 & 3 LEAKING ON L/H ENGINE.,REMOVED & REPLACED GASKETS.
104945,R/H REAR ENGINE BAFFLE SCREW MISSING.,INSTALLED NEW SCREW.
104946,#3 CYL ROCKER COVER EGT STAND OFF BROKEN.,REMOVED & REPLACED STAND OFF.
104947,R/H ENG #3 INTAKE GASKET LEAKING.,REMOVED & REPLACED GASKET.
104948,#3 UPPER BAFFLE SEAL MISSING ON R/H ENGINE.,REPLACED BAFFLE SEAL.
104949,LOOSE SCREW ON FWD OIL COOLER SHROUD.,TIGHTENED SCREW.
104950,"#2, 4 INTERCYLINDER BAFFLE CRACKED.",STOP DRILLED CRACK.
104951,L/H BAFFLE PLUG DAMAGED.,REPLACED BAFFLE PLUG.
104952,#4 INTAKE OIL LEAK.,INSPECTED & FOUND OIL LEAK TO BE RESIDUAL. CLEANED AREA
104953,#3 INTAKE LEAKING.,REMOVED & REPLACED INTAKE GASKET.
104954,"#1, 2, 3 ROCKER COVERS LEAKING.",REMOVED & REPLACED GASKETS.
104955,THROTTLE LOOSE AT DASH.,TIGHTENED BACKING NUT.
104956,GROUNDING AREA FOR NEW ENG NEEDS PAINT REMOVED.,"CLEANED PAINT AWAY, BOTH SIDES OF AREA."
104957,FWD L/H ENG BAFFLE NEEDS SMALL PATCH OVER LARGE CRACK & STOP,INSTALLED PATCH OVER AREA - LIKE MATERIAL SRM CH 51-71-
104958,ENGINE CHIP DETECTORS ARE REMOVED & WAITING FOR O-RINGS.,RECEIVED O-RINGS. REINSTALLED CHIP PLUGS & SAFETIED.
104959,DURING AUTO RECOVERY ENGINE RPM GOT TO 3500.,CHANGED OIL & FILTER.
104960,#3 ROCKER COVER GASKET LEAKS.,REMOVED & REPLACED #3 ROCKER COVER GASKET. LEAK CK GOOD
104961,DURING AUTO RECOVERY ENGINE RPM GOT TO 3500.,REVIEWED  - DETERMINED TO BE 8% OVERSPEED. BEGAN
104962,DURING AUTO RECOVERY ENGINE RPM GOT TO 3500.,REMOVED EXHAUST & PERFORMED  TO CYL #1 & COMPLET
104963,DURING AUTO RECOVERY ENGINE RPM GOT TO 3500.,"REMOVED ROCKER COVERS, #2 & 4 SIDE BAFFLES. PERFORMED S"
104964,DURING AUTO RECOVERY ENGINE RPM GOT TO 3500.,"INSTALLED L/H & R/H SIDE BAFFLES, ROCKER COVERS, CLAMPS"
104965,#2 INTAKE LEAKING.,REPLACED GASKET.
104966,R/H REAR ENGINE BAFFLE MOUNT LOOSE.,RESECURED ENGINE BAFFLE MOUNT.
104967,#2 INTAKE GASKET LEAKING.,REMOVED & REPLACED GASKET.
104968,#1 ROCKER COVER GASKET LEAKING.,REMOVED & REPLACED GASKET.
104969,SNIFFLER VALVES NEED TO BE CLEANED.,CLEANED VALVES.
104970,FWD ENG BLACK SEAL NEEDS RTV WHERE INTAKE HITS IT.,INSTALLED RTV IN WORN AREAS.
104971,PAINT WAS NOT REMVOED AROUND ENG GROUNDING POINT.,REMOVED PAINT & INSTALLED GRD WIRE.
104972,BAFFLE SCREW BY OIL DIPSTICK MISSING.,"REMOVED DIPSTICK TUBE, INSTALLED NEW SCREW, INSTALLED T"
104973,BOTH BAFFLE PLUGS WORN (ENG).,REMOVED & REPLACED BOTH BAFFLE PLUGS.
104974,R/H BAFFLE TIE BROKEN.,INSTALLED NEW BAFFLE TIE.
104975,#2 & 4 INTAKE GASKETS ARE LEAKING.,REPLACED GASKETS.
104976,L/H ENG CENTER CASE BOLT LEAKING OIL.,LEAK CK GOOD.
104977,R/H ENG #3 CYL HAS LOW COMPRESSION (16/80).,OPS & LEAK CK GOOD.
104978,L/H ENG CENTER CASE BOLT LEAKING OIL.,"REMOVED BOLT, CLEANED CASE, INSTALLED, TORQUED & SEALED"
104979,R/H ENG #3 CYL HAS LOW COMPRESSION (16/80).,REMOVED & REPLACED CYL & PISTON W/ NEW IAW LYCOMING DIR
104980,RPM WENT TO RED.,"REMOVED FDM CARD, FOUND TO BE LESS THAN 5%. NO DEFECTS"
104981,"THROTTLE IDLE, ENGINE SHUT DOWN.","PERFORMED GROUND RUN, COULD NOT DUPLICATE. OPS GOOD."
104982,#3 INTAKE TUBE GASKET LEAKING.,INSTALLED NEW INTAKE GASKET.
104983,HARDWARE MISSING @ #3 BAFFLE.,INSTALLED NEW HARDWARE.
104984,#4 INTAKE GASKET LEAKS.,REMOVED & REPLACED GASKET.
104985,#2 & 4 INTAKE GASKETS LEAKING.,REPLACED GASKETS.
104986,#2 INTAKE IS LEAKING.,INSTALLED NEW GASKET.
104987,"INTAKES 2, 3 & 4 LEAKING ON L/H ENGINE.",REMOVED & REPLACED GASKETS.
104988,#4 & 3 INTAKE LEAKING ON R/H ENGINE.,REMOVED & REPLACED INTAKE GASKETS.
104989,CRACK ON BOTTOM O/B CORNER OF AFT BAFFLE @ L/H OIL COOLER.,STOP DRILLED CRACK.
104990,BRACKET BROKEN FOR #4 BAFFLE.,FABRICATED NEW BRACKET FOR #4 BAFFLE.
104991,CLIP FOR OIL BAFFLE COOLER BRACKET WORN.,FABRICATED CLIP & INSTALLED.
104992,#1 INTAKE GASKET LEAKING.,INSTALLED NEW GASKET.
104993,#4 INTAKE LEAKING ON L/H ENGINE.,REPLACED INTAKE GASKET.
104994,#1 & 3 INTAKES LEAKING ON R/H ENGINE.,REPLACED INTAKE GASKETS.
104995,#1 ROCKER COVER LEAKING ON R/H ENGINE.,REMOVED & REPLACED ROCKER COVER GASKET.
104996,ENG BAFFLE PLUGS ARE WORN.,REMOVED & REPLACED BOTH BAFFLE PLUGS.
104997,#2 INTAKE GASKET LEAKING.,REMOVED & REPLACED GASKET.
104998,"#1, 4 INTAKE GASKETS ARE LEAKING.",REMOVED & REPLACED GASKETS.
104999,#1 & 2 INTAKES LEAKING.,REMOVED & REPLACED GASKETS.
105000,ENGINE TO BAFFLE ATTACH FITTING MISSING SCREW.,REPLACED SCREW.
105001,#2 INTAKE LEAKING.,INSTALLED NEW GASKET.
105002,BAFFLE SCREW MISSING ABOVE #2 CYLINDER.,INSTALLED SCREW.
105003,#3 INTAKE GASKET LEAKS.,REMOVED & REPLACED GASKET.
105004,#1 & 3 ROCKER COVER GASKETS LEAK.,REMOVED & REPLACED GASKETS.
105005,"SCREW FOR R/H AFT BAFFLE, BEHIND OIL DIPSTICK, LOOSE.",TIGHTENED SCREW.
105006,"GROUNDING WIRE TO ENG, PAINT NOT REMOVED AND BOLT LOOSE.",REMOVED PAINT & SECURED BOLT.
105007,"BLACK BAFFLE SEAL, FWD ENG, HAS SMALL WORN SPOT ON L/H SIDE.",INSTALLED RTV TO WORN AREA.
105008,ENGINE BAFFLE PLUGS WORN.,REMOVED & REPLACED PLUGS.
105009,"#1, 3 ROCKER COVER GASKETS LEAKING.",REMOVED & REPLACED GASKETS.
105010,R/H REAR BAFFLE MOUNTING SCREW IS MISSING.,INSTALLED NEW SCREW.
105011,#2 INTAKE LEAKS.,REMOVED & REPLACED GASKET.
105012,BOTH ENG BAFFLE PLUGS WORN.,REPLACED W/ NEW.
105013,SCREW BEHIND ENG OIL DIPSTICK LOOSE.,TIGHTENED SCREW.
105014,BLACK FWD SEAL HAS WORN SPOTS.,INSTALLED RTV TO WORN AREAS.
105015,L/H ENG CYL #4 INTAKE GASKET IS LEAKING.,REMOVED & REPLACED W/ NEW GASKET.
105016,1 BAFFLE PLUG IS DAMAGED.,REMOVED & REPLACED BAFFLE PLUG.
105017,RPM 2700 FOR 2 SEC.,"READ FDM CARD DATA, FOUND TO BE LESS THAN 5%. NO DEFECT"
105018,PROP OVERSPEED 2750 FOR 5 SECS.,"INSPECTED DATA ON CARD. RPM FOUND TO 2703.4, NO ACTION"
105019,UNUSUAL ATTITUDE POWER WAS ADDED & ENGINE REACHED APPROX 280,CONTINUED  & STARTED .
105020,UNUSUAL ATTITUDE POWER WAS ADDED & ENGINE REACHED APPROX 280,COMPLETED  & . RAN ENGINE. OPS & LEAK CK
105021,UNUSUAL ATTITUDE POWER WAS ADDED & ENGINE REACHED APPROX 280,"REVIEWED LYCOMING , DETERMINED OVERSPEED TO FALL"
105022,BAFFLE SCREW MISSING ON #3 CYL.,INSTALLED NEW SCREW.
105023,RIVET HEAD SHEARED ON ALT AIR DOOR.,"REMOVED RIVET, INSTALLED NEW RIVET IAW , CH"
105024,R/H ENG #2 INTAKE IS LEAKING.,REPLACED GASKET.
105025,#2 & 4 INTAKES LEAKING ON LEFT ENGINE.,REPLACED GASKETS.
105026,#3 BAFFLE SCREW MISSING.,REPLACED SCREW.
105027,"FWD SNIFFLER VALVE IS LEAKING OIL/FUEL. THERE IS A 6"" PUDDLE","INSPECTED SNIFFLER VALVES, NO DEFECTS NOTED. REMOVED SN"
105028,#4 INTAKE IS LEAKING.,REMOVED & REPLACED GASKET.
105029,#1 FWD BAFFLE SEAL LOOSE.,RESECURED SEAL.
105030,R/H #2 & 4 ROCKER COVER GASKETS LEAKING.,REMOVED & REPLACED W/ NEW GASKETS.
105031,#4 INTAKE LEAKING.,REMOVED & REPLACED INTAKE GASKET.
105032,"L/H ENG, #4 INTAKE GASKET LEAKING.",REPLACED GASKET.
105033,1 BAFFLE PLUG IS DAMAGED.,REPLACED PLUG.
105034,#4 ROCKER COVER GASKET IS LEAKING.,REPLACED GASKET.
105035,BAFFLE SCREWS LOOSE ON #3 CYL BAFFLE.,LEAK CK GOOD.
105036,"3, 4 INTAKE GASKETS LEAKING.",REMOVED & REPLACED GASKETS.
105037,BAFFLE SEAL RIVET PULLED THROUGH ON #3 CYL.,REPLACED W/ BIGGER RIVET.
105038,"#2, 4 ROCKER COVER GASKETS LEAKING.",REMOVED & REPLACED W/ NEW GASKETS.
105039,BAFFLE SCREWS LOOSE ON #3 CYL BAFFLE.,PARTIALLY REMOVED #3 CYL BAFFLING SECURED SCREWS & OIL
105040,L/H ENG #3 INTAKE GASKET LEAKS.,REMOVED & REPLACED INTAKE GASKET.
105041,R/H ENG #2 CYL BAFFLE SEAL LOOSE.,TIGHTENED RIVETS ON SEAL.
105042,"R/H ENG #2, 3 INTAKE LEAKING.",REMOVED & REPLACED GASKETS.
105043,#2 INTAKE LEAKING ON L/H ENGINE.,REPLACED #2 INTAKE GASKET.
105044,FWD BAFFLE SEAL LOOSE @ #1 CYL.,RESECURED BAFFLE MATERIAL.
105045,#4 INTAKE GASKET LEAKING.,REMOVED & REPLACED GASKET.
105046,ROCKER COVER SCREW MISSING ON #2 CYL.,INSTALLED NEW SCREW ON ROCKER COVER.
105047,OIL LEAK DISCOVERED ON #2 CYL.,INSTALLED NEW #2 ROCKER BOX COVER GASKET. RESAFETIED BO
105048,#2 & 4 INTAKES LEAKING.,REMOVED & REPLACED GASKETS.
105049,OIL LEAK ON RIGHT FWD CYL INTAKE TUBE.,REPLACED LEAKING ROCKER COVER GASKET.
105050,"HIGH CYLINDER HEAD TEMPS, OVER 400*.",CLEANED DEBRIS FROM COOLER SYSTEM. INSPECTED CYLINDERS
105051,#4 CYL ROCKER COVER GASKET LEAKING.,REPLACED GASKET.
105052,OIL COMING OUT OF TOP L/H COWLING.,"RAN UP A/C, LEAK CK GOOD."
105053,OIL COMING OUT OF TOP L/H COWLING.,REMOVED COWLING. CLEANED ENGINE.
105054,OIL COMING OUT OF TOP L/H COWLING.,"PERFORMED GROUND RUN, VERIFIED OIL LEAKAGE @ LIFTING EY"
105055,R/H ENGINE OVER TEMP 503*.,PERFORMED GROUND RUN; ALL SYSTEMS CK GOOD. CK'ED COMPRE
105056,"#2, 3, 4 INTAKE GASKETS ON R/H ENGINE, LEAKING.",REMOVED & REPLACED GASKETS.
105057,INTAKE GASKET LEAKING ON L/H ENG #4 CYLINDER.,REMOVED & REPLACED W/ NEW GASKET.
105058,L/H ENGINE #2 CYL COMPRESSION LOW.,"RAN A/C, LEAK CK GOOD."
105059,R/H ENGINE #4 CYL AFT BAFFLE HAS SCREW MISSING.,REPLACED SCREW.
105060,L/H ENGINE #2 CYL COMPRESSION LOW.,"REMOVED FWD EXHAUST ASSY, #2 CYL & BAFFLES, R/H SIDE IN"
105061,"FWD BAFFLE, BY #2 CYL, CRACKED.",STOP DRILLED CRACK.
105062,#2 & 4 INTAKES LEAKING.,REMOVED & REPLACED GASKETS.
105063,#4 CYL INTAKE LEAK.,REMOVED & REPLACED GASKET.
105064,PROP STRIKE REQUIRING REPLACEMENT OF PROP,REMOVED COWL. REMOVED ACCESSORY HOUSING. REMOVED CRANKS
105065,PROP STRIKE REQUIRING REPLACEMENT OF PROP,"ASSEMBLED ACCESSORY CASE, INSTALLED FUEL PUMP, VAC PUMP"
105066,INTAKES 2 & 4 LEAKING.,REMOVED & REPLACED INTAKE GASKETS.
105067,"PROP OVERSPEED IN DOWN DRAFT = 2730 RPM, 2-3 SECS.",PULLED & ANALYZED SD CARD TO FIND TOP OVERSPEED OF 2722
105068,#4 CYLINDER BAFFLE SECTION DAMAGED.,REMOVED & REPLACED BAFFLE.
105069,ENG GROUNDING BOLT LOOSE.,TIGHTENED BOLT.
105070,R/H ENG #3 INTAKE GASKET LEAKING.,REMOVED & REPLACED INTAKE GASKET.
105071,ALL HOSE CLAMPS ON ROCKER DRAINS LOOSE.,TIGHTENED ALL HOSE CLAMPS.
105072,"2, 3 & 4 INTAKES LEAKING.",REMOVED & REPLACED GASKETS.
105073,#1 CYLINDER BAFFLE SEAL NEEDS TO BE SECURED.,RESECURED SEAL W/ POP RIVETS.
105074,"L/H ENG, #3 ROCKER COVER GASKET LEAKS.",REMOVED & REPLACED GASKET.
105075,L/H ENG BAFFLE SEAL LOOSE BY #4 CYL.,RIVETED BAFFLE SEAL TO BAFFLE.
105076,STANDOFF ON CYL #3 BROKEN.,REMOVED & REPLACED STANDOFF.
105077,2 & 4 INTAKE GASKETS LEAKING.,REMOVED & REPLACED GASKETS.
105078,BOTH ENG BAFFLE PLUGS ARE WORN.,INSTALLED 2 NEW PLUGS.
105079,BLACK FWD SEAL ON ENG WORN IN SPOTS & LOOSE ON L/H SIDE.,APPLIED RTV TO WORN AREAS & SECURED LOOSE SECTION.
105080,"DURING FLIGHT, L/H ENGINE WAS RUNNING ROUGH. COULD NOT GET V",MAG TIMING CK'ED GOOD. BORE SCOPED CYL #4; NO DEFECTS N
105081,"DURING FLIGHT, L/H ENGINE WAS RUNNING ROUGH. COULD NOT GET V","PERFORMED GROUND RUN, NO DEFECTS NOTED. PULLED ENGINE D"
105082,"DURING RUN UP, BROUGHT THROTTLE TO IDLE; ENGINE SHUT DOWN.",RAN A/C & FOUND LOW IDLE SPEED. ADJUSTED IDLE SPEED. OP
105083,BAFFLE PLUGS WORN.,REMOVED & REPLACED BAFFLE PLUGS.
105084,L/H ENG #2 & 4 INTAKE GASKETS LEAK.,REPLACED BOTH INTAKE GASKETS.
105085,#4 INTAKE GASKET LEAKING.,REMOVED & REPLACED GASKET.
105086,BAFFLE SEAL IS LOOSE ON FWD BOTTOM R/H SIDE.,SECURED BAFFLE SEAL.
105087,#3 INTAKE LEAKING.,REMOVED & REPLACED GASKET.
105088,ENGINE WAS SPUTTERING LIKE IT WAS GOING TO CUT OUT AT 1000 R,RAN UP ENGINE. COULD NOT DUPLICATE DISCREP. ENGINE RUNS
105089,STUCK VALVE ON #3 CYL. DAMAGE TO PUSH ROD & HOUSING.,REASSSEMBLED CYL.
105090,STUCK VALVE ON #3 CYL. DAMAGE TO PUSH ROD & HOUSING.,LEAK & OPS CK GOOD.
105091,STUCK VALVE ON #3 CYL. DAMAGE TO PUSH ROD & HOUSING.,"REMOVED CYL ASSY, INSTALLED NEW CYL ASSY USING SERVICEA"
105092,#3 & 2 INTAKE GASKETS LEAKING.,REMOVED & REPLACED GASKETS.
105093,SNIFFLER VALVES DIRTY.,CLEANED SNIFFLER VALVES.
105094,#4 CYL INTAKE GASKET LEAKS.,REPLACED GASKET.
105095,#2 & 4 UPPER LEADS NEED TO BE SECURED AT BATT COOLING.,USED TIE WRAP STAND OFF & SECURED.
105096,#2 INTAKE GASKET LEAKING.,REPLACED GASKET.
105097,R/H ENG #2 INTAKE GASKET LEAKING.,INSTALLED NEW INTAKE GASKET.
105098,#3 BAFFLE NEEDS TO BE PATCHED. BUTTON PLUG HOLE HAS WORN TOO,INSTALLED RIVETED PATCH & REPLACED BOTH BAFFLE PLUGS.
105099,#2 INTAKE LEAKING ON R/H ENGINE.,REMOVED & REPLACED GASKET.
105100,#3 & 4 INTAKES LEAKING ON L/H ENGINE.,REMOVED & REPLACED GASKETS.
105101,#4 INTAKE GASKET LEAKING.,REMOVED & REPLACED GASKET.
105102,OVERSPED PROP TO 2720 RPM FOR APPROX 1 SECOND.,REMOVED DATA CARD FROM A/C & DOWNLOADED DATA. C/W LYCOM
105103,R/H ENG #3 INTAKE GASKET LEAKS.,REMOVED & REPLACED GASKET.
105104,#2 FRONT BAFFLE IS CRACKED.,STOP DRILLED CRACK.
105105,R/H ENGINE BAFFLE ACCESS HOLE ELONGATED.,INSTALLED A RIVETED PATCH.
105106,#1 CYLINDER BAFFLE UNSECURE.,SECURED W/ RIVETS IN 4 PLACES.
105107,#4 INTAKE GASKET LEAKS.,REMOVED & REPLACED GASKET.
105108,#4 INTAKE LEAKING.,REPLACED GASKET.
105109,#4 INTAKE GASKET LEAKING.,REPLACED GASKET.
105110,ROUGH RUNNING ENGINE ON START UP.,"FOUND #2 EXHAUST GUIDE TIGHT, W/ CARBON. REAMED ALL EXH"
105111,#2 & 3 INTAKE GASKETS LEAKING.,REMOVED & REPLACED INTAKE GASKETS.
105112,IMPELLER IS DIRTY.,CLEANED IMPELLER.
105113,PROP WAS OVERSPED TO 2720 FOR 6 SECONDS.,"REMOVED DATA CARD & REVIEWED INFORMATION, FOUND OVERSPE"
105114,"R/H BAFFLE SEAL, BY #2 CYL, TORN.",REMOVED TORN BAFFLE SEAL.
105115,R/H #2 ROCKER COVER GASKET LEAKS.,REMOVED & REPLACED GASKET.
105116,"R/H BAFFLE SEAL, BY #2 CYL, TORN.",MADE NEW SEALS & INSTALLED.
105117,R/H #3 INTAKE GASKET LEAKING.,REMOVED & REPLACED W/ NEW GASKET.
105118,L/H ENG O/B BAFFLE TIE ROD BROKEN.,INSTALLED NEW BAFFLE TIE ROD.
105119,"R/H #1, 3 OIL RETURN LINES LOOSE.",REPOSITIONED & TIGHTENED #1 & 3 OIL RETURN LINE CLAMPS.
105120,#1 INTAKE LEAKING.,REMOVED & REPLACED GASKET. LEAK CK GOOD.
105121,FWD R/H BAFFLE NEEDS TO BE SEALED.,SEALED BAFFLE.
105122,#4 INTAKE GASKET LEAKING.,REMOVED & REPLACED GASKET.
105123,UPON ENGINE START UP; WHEN INCREASING THROTTLE TO 1200 TO LE,"RAN A/C, PERFORMED FOULED PLUG PROCEDURE. OPS GOOD. RAN"
105124,"FWD BAFFLING, AFT OF ALTERNATOR, IS CRACKED.",STOP DRILLED CRACK.
105125,R/H BAFFLE SPRING PULLED THROUGH AFT BAFFLING.,DRILLED NEW HOLE & INSTALLED NEW SPRING.
105126,#4 INTAKE GASKET LEAKS.,REMOVED & REPLACED GASKET.
105127,#2 & 4 INTAKES LEAKING.,REMOVED & REPLACED GASKETS.
105128,BAFFLE PLUGS WORN.,REMOVED & REPLACED BAFFLE PLUGS.
105129,#4 INTAKE GASKET LEAKING.,REMOVED & REPLACED GASKET.
105130,#3 INTAKE IS LEAKING.,REMOVED & REPLACED GASKET.
105131,L/H BAFFLE CRACKED BY #3 CYL.,STOP DRILLED CRACK.
105132,L/H #3 INTAKE GASKET LEAKING.,REMOVED & REPLACED GASKET.
105133,"L/H ENGINE RUNS @ 2700, R/H ONLY 2600.",ADJUSTED FINE ADJUSTMENT SCREW ON GOVERNOR 4 TURNS COUN
105134,#1 INTAKE LEAKING.,REMOVED & REPLACED GASKET.
105135,#1 & 4 ROCKER COVERS LEAKING.,REMOVED & REPLACED GASKETS.
105136,ENGINE BAFFLE SEAL LOOSE BY #1 CYLINDER.,RESECURED BAFFLE SEAL.
105137,"ON CLIMB OUT, HAD AN AUDIBLE RPM DROP & LOSS OF 400 RPM. ENG",PERFORMED GROUND RUN; UNABLE TO DUPLICATE. PERFORMED CO
105138,ENGINE RAN VERY ROUGH A FEW DIFFERENT TIMES IN PATTERN. RPM,"RAN A/C, PERFORMED MAG CK SEVERAL TIMES - NO DEFECTS. R"
105139,OIL BREATHER LEAKING.,"REMOVED COWLING & CLEANED ENGINE. RAN A/C, FOUND ACCESS"
105140,OIL BREATHER LEAKING.,"REMOVED OIL SUMP, REPLACED GASKET, REINSTALLED OIL SUMP"
105141,CYL #4 INTAKE GASKET LEAKING.,REMOVED & REPLACED GASKET.
105142,PROP OVERSPEED TO 2630.,INSPECTED DATA FROM FDM CARD. FOUND TO BE 2667.8; WHICH
105143,#3 AFT BAFFLE IS CRACKED.,STOP DRILLED CRACK.
105144,R/H FWD ENGINE BAFFLE CRACKED.,STOP DRILLED CRACK.
105145,R/H BAFFLE BY #1 CYL CRACKED.,STOP DRILLED CRACK.
105146,"R/H #1, 2 INTAKE GASKETS LEAKING.",REMOVED & REPLACED INTAKE GASKETS.
105147,L/H ENG #2 CYLINDER COMPRESSION LOW.,OPS & LEAK CK GOOD.
105148,L/H ENG #2 CYLINDER COMPRESSION LOW.,REMOVED HARDWARE & ATTACHING COMPONENTS TO #2 CYL. REMO
105149,OIL COOLER WEATHER STRIPPING LOOSE.,REATTACHED WEATHER STRIPPING.
105150,BAFFLING CRACKED ON #1 CYLINDER.,STOP DRILLED CRACK.
105151,#2 INTAKE TUBE GASKET LEAKING.,INSTALLED NEW INTAKE GASKET.
105152,#3 ROCKER BOX COVER GASKET LEAKING.,REPLACED #3 ROCKER BOX GASKET.
105153,R/H REAR ENGINE BAFFLE MOUNT RIVETS BROKEN.,REMOVED CYL #3 AFT BAFFLE. REPLACED DAMAGED FASTENERS &
105154,#2 INTAKE IS LEAKING.,REMOVED & REPLACED INTAKE GASKET.
105155,ROCKER COVER SCREW IS MISSING.,REPLACED MISSING SCREW.
105156,#2 CYL INTAKE LEAKING.,REMOVED & REPLACED GASKET.
105157,L/H #4 ROCKER COVER GASKET LEAKS.,REMOVED & REPLACED GASKET.
105158,"AFTER ENGINE START, ENGINE WAS RUNNING ROUGH BELOW 1000 RPM.","RAN A/C, NO DEFECTS NOTED. PERFORMED  PHASE 4 INSP."
105159,#4 INTAKE LEAKING.,REMOVED & REPLACED GASKET.
105160,L/H O/B BAFFLE TIE ROD BROKEN.,REPLACED TIE ROD.
105161,FRONT LOWER BAFFLE HAS HOLE IN IT FROM MUFFLER SHROUD.,FABRICATED BAFFLE OF LIKE MATERIAL & INSTALLED.
105162,L/H FWD BAFFLE CRACKED.,REPAIRED BAFFLE W/ DOUBLER.
105163,L/H FWD BAFFLE CRACKED.,REINSTALLED REPAIRED BAFFLE.
105164,L/H FWD BAFFLE CRACKED.,REMOVED BAFFLE (EXTRA TIME NEEDED FOR PAPERWORK ERRORS)
105165,FWD BAFFLE SEAL MISSING FROM MUFFLER INTAKE ON BAFFLE.,INSTALLED NEW BAFFLE SEAL.
105166,R/H REAR BAFFLE HAS SHEARED RIVET.,"REMOVED BAFFLE, DRILLED OUT RIVETS & REINSTALLED W/ SCR"
105167,"#1, 3 & 4 ROCKER COVERS ARE LEAKING.",REMOVED & REPLACED GASKETS.
105168,R/H ENG AFT BAFFLE CRACKED NEAR OIL COOLER.,STOP DRILLED CRACK.
105169,"R/H ENG, R/H BAFFLE TIE ROD REQUIRES ADJUSTMENT.",ADJUSTED TIE ROD.
105170,R/H ENG #3 INTAKE GASKET LEAKING.,REMOVED & REPLACED INTAKE GASKET.
105171,#1 CYLINDER WIRE STANDOFF IS BROKEN.,REMOVED & REPLACED STANDOFF.
105172,#3 CYL INTAKE GASKET LEAKING.,REMOVED & REPLACED GASKET.
105173,#3 CYL PUSH ROD (EXHAUST) HOUSING GASKET LEAKING.,LEAK CK GOOD.
105174,ENGINE RPM WOULD NOT STABILIZE. CONSTENTLY VARYING & STUDDER,COULD NOT DUPLICATE DISCREP.
105175,#3 CYL PUSH ROD (EXHAUST) HOUSING GASKET LEAKING.,"INSTALLED NEW SEALS ON PUSH ROD TUBE, REASSEMBLED."
