c5_id,c119_input,entities,labels
20011003031879A,"(-23) ON OCTOBER 3, 2001, ABOUT 1300L, N388BA, A LET-L33 SOLO GLIDER WAS SPINNING DOWN FROM 4000' WHEN A SMALL BATT",1300L,DATE
20011003031879A,"(-23) ON OCTOBER 3, 2001, ABOUT 1300L, N388BA, A LET-L33 SOLO GLIDER WAS SPINNING DOWN FROM 4000' WHEN A SMALL BATT",N388BA,ORG
20011003031879A,"(-23) ON OCTOBER 3, 2001, ABOUT 1300L, N388BA, A LET-L33 SOLO GLIDER WAS SPINNING DOWN FROM 4000' WHEN A SMALL BATT",4000,CARDINAL
20011019029729I,"(-23) PILOT STATEMENT: ON FRIDAY, OCTOBER 19, 2001, AT 6:45 AM, AT LOVE AIRFIELD IN PRESCOTT, ARIZONA, THE PLANE A ",FRIDAY,DATE
20011019029729I,"(-23) PILOT STATEMENT: ON FRIDAY, OCTOBER 19, 2001, AT 6:45 AM, AT LOVE AIRFIELD IN PRESCOTT, ARIZONA, THE PLANE A ","OCTOBER 19, 2001",DATE
20011019029729I,"(-23) PILOT STATEMENT: ON FRIDAY, OCTOBER 19, 2001, AT 6:45 AM, AT LOVE AIRFIELD IN PRESCOTT, ARIZONA, THE PLANE A ",6:45 AM,TIME
20011019029729I,"(-23) PILOT STATEMENT: ON FRIDAY, OCTOBER 19, 2001, AT 6:45 AM, AT LOVE AIRFIELD IN PRESCOTT, ARIZONA, THE PLANE A ",PRESCOTT,PERSON
20011019029729I,"(-23) PILOT STATEMENT: ON FRIDAY, OCTOBER 19, 2001, AT 6:45 AM, AT LOVE AIRFIELD IN PRESCOTT, ARIZONA, THE PLANE A ",ARIZONA,ORG
20010922033359I,(-23) SEE ATTACHED INFORMATION REGARDING PHONE INTERVIEW WITH MR. WOOD.                                            ,WOOD,ORG
20010910029739I,"(-23) DURING TAXI OUT, CFI NOTICED NOSE LANDING GEAR GREEN LIGHT WAS OUT. SHE ATTEMPTED TO SWAP LIGHTS TO VERIFY TH",CFI NOTICED NOSE LANDING GEAR GREEN LIGHT WAS OUT,ORG
20011015027579A,(-23) PILOT HAD RECEIVED AN IFR CLEARANCE AND WAS CLEARED FOR TAXI BY TYS GROUND CONTROL. PILOT REALIZED A WHEEL CH,PILOT REALIZED,ORG
20010822023659I,"(-23) ON A FLIGHT FROM GARDEN VALLEY AIRPORT TO BOISE, IDAHO, THE ENGINE QUIT SUDDENLY. THE PILOT MADE AN ENGINE OU",BOISE,ORG
20010822023659I,"(-23) ON A FLIGHT FROM GARDEN VALLEY AIRPORT TO BOISE, IDAHO, THE ENGINE QUIT SUDDENLY. THE PILOT MADE AN ENGINE OU",IDAHO,ORG
20011013029489I,"(-23) ON OCTOBER 13, 2001, A CESSNA CE-172, N2529L, MADE AN EMERGENCY LANDING ON A FROZEN LAKE NEAR THE VILLAGE OF ","OCTOBER 13, 2001",DATE
20011013029489I,"(-23) ON OCTOBER 13, 2001, A CESSNA CE-172, N2529L, MADE AN EMERGENCY LANDING ON A FROZEN LAKE NEAR THE VILLAGE OF ",CESSNA,ORG
20011013029489I,"(-23) ON OCTOBER 13, 2001, A CESSNA CE-172, N2529L, MADE AN EMERGENCY LANDING ON A FROZEN LAKE NEAR THE VILLAGE OF ",LAKE,GPE
20010818039089I,"(-23) THIS INCIDENT, ^PRIVACY DATA OMITTED^ IS CLOSED. ^PRIVACY DATA OMITTED^     INSPECTOR STATEMENT: ON AUGUST 18",AUGUST 18,DATE
20010904024339I,"(23)PILOT STATED HE USED FUEL IN LEFT FUEL TANK, HE SELECTED RIGHT TANK, WHICH STILL HAD 10-15 GALLONS. AFTER ABOUT",10-15,TIME
20010823023939A,"(-23) ON AUGUST 23, 2001, AT APPROXIMATELY 1530 EDT, A CESSNA 182R, N5419E, SUSTAINED SUBSTANTIAL DAMAGE DURING LAN","AUGUST 23, 2001",DATE
20010823023939A,"(-23) ON AUGUST 23, 2001, AT APPROXIMATELY 1530 EDT, A CESSNA 182R, N5419E, SUSTAINED SUBSTANTIAL DAMAGE DURING LAN",1530 EDT,TIME
20010823023939A,"(-23) ON AUGUST 23, 2001, AT APPROXIMATELY 1530 EDT, A CESSNA 182R, N5419E, SUSTAINED SUBSTANTIAL DAMAGE DURING LAN",SUSTAINED,ORG
20011111035809I,(-23) AFTER TAKE OFF ACFT HAD POWER FAILURE. PILOT FLEW BY TOWER AND CONFIRMED ALL GEAR DOWN. ACFT LANDED AND NOSE ,ACFT,ORG
20011111035809I,(-23) AFTER TAKE OFF ACFT HAD POWER FAILURE. PILOT FLEW BY TOWER AND CONFIRMED ALL GEAR DOWN. ACFT LANDED AND NOSE ,NOSE,ORG
20020206000979I,(-23) THE PILOT IN COMMAND TAXIED AND TOOK OFF WITH THE ENGINE HEATER EXTENSION CORD PLUGGED INTO THE AIRPLANE. UPO,UPO,PERSON
20020305003489I,"(-23) AIRCRAFT DEPARTED FAIRBANKS INTERNATIONAL APPROXIMATELY 10 MINUTES AFTER TAKEOFF AND WHILE IN CLIMB, THE ENGI",10,CARDINAL
20020305003489I,"(-23) AIRCRAFT DEPARTED FAIRBANKS INTERNATIONAL APPROXIMATELY 10 MINUTES AFTER TAKEOFF AND WHILE IN CLIMB, THE ENGI",CLIMB,GPE
20020305003489I,"(-23) AIRCRAFT DEPARTED FAIRBANKS INTERNATIONAL APPROXIMATELY 10 MINUTES AFTER TAKEOFF AND WHILE IN CLIMB, THE ENGI",ENGI,ORG
20020102000049I,"(-23) ON JANUARY 2, 2002, AT APPROXIMATELY 2330 CST, A PIPER PA-28-180 MADE AN EMERGENCY LANDING RESULTING FROM SEP","JANUARY 2, 2002",DATE
20020102000049I,"(-23) ON JANUARY 2, 2002, AT APPROXIMATELY 2330 CST, A PIPER PA-28-180 MADE AN EMERGENCY LANDING RESULTING FROM SEP",SEP,ORG
20011213037619I,(-23) ON 12/13/02 AT APPROXIMATELY 21:12 N111AM SUSTAINED HYDRAULIC FAILURE THUS LANDING AT PBI. DURING THE TAXI IN,SUSTAINED,ORG
20020403006639I,(-23) PIC REPORTED THE RIGHT SIDE EMERGENCY EXIT WINDOW/DOOR DEPARTED. THE AIRPLANE HAD DEPARTED ON A TEST FLIGHT A,EXIT,GPE
20020403006639I,(-23) PIC REPORTED THE RIGHT SIDE EMERGENCY EXIT WINDOW/DOOR DEPARTED. THE AIRPLANE HAD DEPARTED ON A TEST FLIGHT A,AIRPLANE,GPE
20020503029479I,(-23) BIRDS NEST IN ENGINE COWLING THAT WAS INGESTED INTO THE INDUCTION SYSTEM CAUSING A RESTRICTION TO AIRFLOW AND,COWLING,PERSON
20020529014479I,"(-23) ON MAY 29, 2002, AT 1400 HOURS EDT, A PIPER PA-23-250, N6597Y, REGISTERED TO AIRLINE TRAINING ACADEMY, INC, E","MAY 29, 2002",DATE
20020529014479I,"(-23) ON MAY 29, 2002, AT 1400 HOURS EDT, A PIPER PA-23-250, N6597Y, REGISTERED TO AIRLINE TRAINING ACADEMY, INC, E",1400 HOURS EDT,TIME
20020527020899I,"(-23) DURING FLIGHT TRANSITIONING FROM CLIMB TO CRUISE, THE ENGINE COWLING SEPARATED FROM THE ENGINE COMPARTMENT AN",CLIMB,GPE
20020527020899I,"(-23) DURING FLIGHT TRANSITIONING FROM CLIMB TO CRUISE, THE ENGINE COWLING SEPARATED FROM THE ENGINE COMPARTMENT AN",CRUISE,ORG
20020527020899I,"(-23) DURING FLIGHT TRANSITIONING FROM CLIMB TO CRUISE, THE ENGINE COWLING SEPARATED FROM THE ENGINE COMPARTMENT AN",COWLING,PERSON
20020418009469A,"(-23) AN AMATEUR KIT BUILT AIRPLANE, A 4 PLACE KIS/PULSAR SUPER CRUISER, CRASHED 1/4 MILE EAST OF THE NORTH PERRY A",4,CARDINAL
20020418009469A,"(-23) AN AMATEUR KIT BUILT AIRPLANE, A 4 PLACE KIS/PULSAR SUPER CRUISER, CRASHED 1/4 MILE EAST OF THE NORTH PERRY A",KIS,ORG
20020418009469A,"(-23) AN AMATEUR KIT BUILT AIRPLANE, A 4 PLACE KIS/PULSAR SUPER CRUISER, CRASHED 1/4 MILE EAST OF THE NORTH PERRY A",1/4,CARDINAL
20020418009469A,"(-23) AN AMATEUR KIT BUILT AIRPLANE, A 4 PLACE KIS/PULSAR SUPER CRUISER, CRASHED 1/4 MILE EAST OF THE NORTH PERRY A",MILE EAST,PERSON
20020418009469A,"(-23) AN AMATEUR KIT BUILT AIRPLANE, A 4 PLACE KIS/PULSAR SUPER CRUISER, CRASHED 1/4 MILE EAST OF THE NORTH PERRY A",NORTH,GPE
20020324004129I,"(-23) THE PILOT DEPARTED MOWATA AIRPORT IN EUNICE, LOUISIANA AND ARRIVED IN MIDLAND, TEXAS (MAF) WITHOUT ANY KNOWN ",EUNICE,ORG
20020324004129I,"(-23) THE PILOT DEPARTED MOWATA AIRPORT IN EUNICE, LOUISIANA AND ARRIVED IN MIDLAND, TEXAS (MAF) WITHOUT ANY KNOWN ",MIDLAND,GPE
20020324004129I,"(-23) THE PILOT DEPARTED MOWATA AIRPORT IN EUNICE, LOUISIANA AND ARRIVED IN MIDLAND, TEXAS (MAF) WITHOUT ANY KNOWN ",TEXAS,GPE
20020324004129I,"(-23) THE PILOT DEPARTED MOWATA AIRPORT IN EUNICE, LOUISIANA AND ARRIVED IN MIDLAND, TEXAS (MAF) WITHOUT ANY KNOWN ",MAF,ORG
20020815036819I,"(-23) AIRCRAFT DEPARTED KN68 WITH PILOT AND THREE PARACHUTE JUMPERS ON AUGUST 15, 2002 AT 0945 HRS. AIRCRAFT CLIMBE",THREE,CARDINAL
20020815036819I,"(-23) AIRCRAFT DEPARTED KN68 WITH PILOT AND THREE PARACHUTE JUMPERS ON AUGUST 15, 2002 AT 0945 HRS. AIRCRAFT CLIMBE","AUGUST 15, 2002",DATE
20020815036819I,"(-23) AIRCRAFT DEPARTED KN68 WITH PILOT AND THREE PARACHUTE JUMPERS ON AUGUST 15, 2002 AT 0945 HRS. AIRCRAFT CLIMBE",CLIMBE,PRODUCT
20020718020329I,"(-23) THE AIRCRAFT DEPARTED FROM BUY FOR A MAINTENANCE TEST FLIGHT. ON DEPARTURE, AT APPROXIMATELY 800 FT. AGL, THE",AGL,ORG
20020708018869I,"(-23) ACCORDING TO PIC, HE ABORTED THE TAKE OFF AT 30 FT AGL DUE TO NO INDICATED AIRSPEED. DURING RESULTING LANDING",FT AGL,ORG
20020801025679A,"(.19) ON AUGUST 1, 2002, ABOUT 2030 EASTERN DAYLIGHT TIME, A GRUMMAN AMERICAN AA-5B, N81310, WAS DESTROYED WHEN IT ",.19,ORG
20020801025679A,"(.19) ON AUGUST 1, 2002, ABOUT 2030 EASTERN DAYLIGHT TIME, A GRUMMAN AMERICAN AA-5B, N81310, WAS DESTROYED WHEN IT ","AUGUST 1, 2002",DATE
20020801025679A,"(.19) ON AUGUST 1, 2002, ABOUT 2030 EASTERN DAYLIGHT TIME, A GRUMMAN AMERICAN AA-5B, N81310, WAS DESTROYED WHEN IT ",2030,CARDINAL
20020801025679A,"(.19) ON AUGUST 1, 2002, ABOUT 2030 EASTERN DAYLIGHT TIME, A GRUMMAN AMERICAN AA-5B, N81310, WAS DESTROYED WHEN IT ",TIME,ORG
20020801025679A,"(.19) ON AUGUST 1, 2002, ABOUT 2030 EASTERN DAYLIGHT TIME, A GRUMMAN AMERICAN AA-5B, N81310, WAS DESTROYED WHEN IT ",GRUMMAN AMERICAN AA-5B,ORG
20020801025679A,"(.19) ON AUGUST 1, 2002, ABOUT 2030 EASTERN DAYLIGHT TIME, A GRUMMAN AMERICAN AA-5B, N81310, WAS DESTROYED WHEN IT ",N81310,GPE
20020619014309A,"(-23) N759TY, CE-182 WAS EN ROUTE FROM HOT SPRINGS, ARKANSAS TO FAYETTEVILLE, TENNESSEE, WHEN THE AIRCRAFT ENGINE Q",N759TY,CARDINAL
20020619014309A,"(-23) N759TY, CE-182 WAS EN ROUTE FROM HOT SPRINGS, ARKANSAS TO FAYETTEVILLE, TENNESSEE, WHEN THE AIRCRAFT ENGINE Q",ARKANSAS,ORG
20020619014309A,"(-23) N759TY, CE-182 WAS EN ROUTE FROM HOT SPRINGS, ARKANSAS TO FAYETTEVILLE, TENNESSEE, WHEN THE AIRCRAFT ENGINE Q",FAYETTEVILLE,GPE
20020619014309A,"(-23) N759TY, CE-182 WAS EN ROUTE FROM HOT SPRINGS, ARKANSAS TO FAYETTEVILLE, TENNESSEE, WHEN THE AIRCRAFT ENGINE Q",TENNESSEE,PERSON
20020916037649A,"(-23) INSPECTOR STATEMENT: ON SEPTEMBER 16, 2002 AT ABOUT 9:30 A.M. LOCAL TIME IN THE VICINITY OF THE CANADAIGUA AI","SEPTEMBER 16, 2002",DATE
20020916037649A,"(-23) INSPECTOR STATEMENT: ON SEPTEMBER 16, 2002 AT ABOUT 9:30 A.M. LOCAL TIME IN THE VICINITY OF THE CANADAIGUA AI",9:30 A.M.,TIME
20021008028999I,(-23) AIRCRAFT WINGTIP STRUCK LIGHT POLE WHILE TAXIING IN AN AREA OF CONSTRUCTION. THE POLE LIGHTS WERE UNLIT AS WA,AS WA,PRODUCT
20021027029099I,"(-23) PILOT DID NOT PERFORM A THOROUGH PREFLIGHT INSPECTION, THUS OVERLOOKING A PROPELLER LOCK ATTACHMENT. HE THEN ",PROPELLER,ORG
20021117036339I,"(-23) ON NOVEMBER 17, 2002, AT 1630 LOCAL TIME A CESSNA 152, N4823L REGISTERED TO AERO WINGS INC. AND OPERATED BY J","NOVEMBER 17, 2002",DATE
20021117036339I,"(-23) ON NOVEMBER 17, 2002, AT 1630 LOCAL TIME A CESSNA 152, N4823L REGISTERED TO AERO WINGS INC. AND OPERATED BY J",1630,CARDINAL
20021117036339I,"(-23) ON NOVEMBER 17, 2002, AT 1630 LOCAL TIME A CESSNA 152, N4823L REGISTERED TO AERO WINGS INC. AND OPERATED BY J",152,CARDINAL
20021117036339I,"(-23) ON NOVEMBER 17, 2002, AT 1630 LOCAL TIME A CESSNA 152, N4823L REGISTERED TO AERO WINGS INC. AND OPERATED BY J",AERO WINGS INC.,ORG
20021002026869A,"(.19) ON OCTOBER 2, 2002, ABOUT 1540 EASTERN DAYLIGHT TIME, A BEAGLE AIRCRAFT B.206 BASSET, N72KB, WAS DESTROYED AF",.19,ORG
20021002026869A,"(.19) ON OCTOBER 2, 2002, ABOUT 1540 EASTERN DAYLIGHT TIME, A BEAGLE AIRCRAFT B.206 BASSET, N72KB, WAS DESTROYED AF","OCTOBER 2, 2002",DATE
20021002026869A,"(.19) ON OCTOBER 2, 2002, ABOUT 1540 EASTERN DAYLIGHT TIME, A BEAGLE AIRCRAFT B.206 BASSET, N72KB, WAS DESTROYED AF",ABOUT 1540,CARDINAL
20021002026869A,"(.19) ON OCTOBER 2, 2002, ABOUT 1540 EASTERN DAYLIGHT TIME, A BEAGLE AIRCRAFT B.206 BASSET, N72KB, WAS DESTROYED AF",EASTERN,ORG
20021002026869A,"(.19) ON OCTOBER 2, 2002, ABOUT 1540 EASTERN DAYLIGHT TIME, A BEAGLE AIRCRAFT B.206 BASSET, N72KB, WAS DESTROYED AF",TIME,ORG
20021002026869A,"(.19) ON OCTOBER 2, 2002, ABOUT 1540 EASTERN DAYLIGHT TIME, A BEAGLE AIRCRAFT B.206 BASSET, N72KB, WAS DESTROYED AF",A BEAGLE AIRCRAFT B.206 BASSET,ORG
20030317008009A,(-23) MS BOMBERGER LANDED AT CTJ AFTER A SECOND NO FLAP APPROACH AND RAN OFF THE END OF THE RUNWAY CAUSING THE NOSE,RAN,ORG
20030317008009A,(-23) MS BOMBERGER LANDED AT CTJ AFTER A SECOND NO FLAP APPROACH AND RAN OFF THE END OF THE RUNWAY CAUSING THE NOSE,NOSE,ORG
20030109002509A,"(.19) ON JANUARY 9, 2003, APPROXIMATELY 1500 CENTRAL STANDARD TIME, AN AEROSPATIALE AS-350-BA SINGLE-ENGINE HELICOP",.19,ORG
20030109002509A,"(.19) ON JANUARY 9, 2003, APPROXIMATELY 1500 CENTRAL STANDARD TIME, AN AEROSPATIALE AS-350-BA SINGLE-ENGINE HELICOP","JANUARY 9, 2003",DATE
20030109002509A,"(.19) ON JANUARY 9, 2003, APPROXIMATELY 1500 CENTRAL STANDARD TIME, AN AEROSPATIALE AS-350-BA SINGLE-ENGINE HELICOP",1500,CARDINAL
20030109002509A,"(.19) ON JANUARY 9, 2003, APPROXIMATELY 1500 CENTRAL STANDARD TIME, AN AEROSPATIALE AS-350-BA SINGLE-ENGINE HELICOP",CENTRAL STANDARD TIME,ORG
20030109002509A,"(.19) ON JANUARY 9, 2003, APPROXIMATELY 1500 CENTRAL STANDARD TIME, AN AEROSPATIALE AS-350-BA SINGLE-ENGINE HELICOP",AN AEROSPATIALE AS-350-BA,PERSON
20030109002509A,"(.19) ON JANUARY 9, 2003, APPROXIMATELY 1500 CENTRAL STANDARD TIME, AN AEROSPATIALE AS-350-BA SINGLE-ENGINE HELICOP",HELICOP,ORG
20030306008999I,"(-23) DURING THE TAKEOFF ROLL THE PILOT IN COMMAND NOTICED A ""VIBRATION"". THE VIBRATION CONTINUED AND AS THE AIRCRA",AS THE AIRCRA,ORG
20030201001619I,(-23) AIRCRAFT HAD BEEN GROUNDED BECAUSE THE BRAKES WERE INOPERATIVE. CFK AND STUDENT PILOT FAILED TO CHECK THE DIS,CFK,ORG
20030201001619I,(-23) AIRCRAFT HAD BEEN GROUNDED BECAUSE THE BRAKES WERE INOPERATIVE. CFK AND STUDENT PILOT FAILED TO CHECK THE DIS,DIS,ORG
20030102006879I,(-23) WHILE BEGINNING A TAKEOFF ROLL ON RUNWAY 4 THE CREW OF N961LL ABORTED THE TAKEOFF AFTER REACHING AN AIRSPEED ,ON RUNWAY 4,ORG
20030102006879I,(-23) WHILE BEGINNING A TAKEOFF ROLL ON RUNWAY 4 THE CREW OF N961LL ABORTED THE TAKEOFF AFTER REACHING AN AIRSPEED ,AIRSPEED,PERSON
20021219034299I,"(-23) ON DECEMBER 19, 2002, ABOUT 1530 MOUNTAIN STANDARD TIME, A BEECHCRAFT A36, N323D, LANDED THE AIRCRAFT WITHOUT","DECEMBER 19, 2002",DATE
20021219034299I,"(-23) ON DECEMBER 19, 2002, ABOUT 1530 MOUNTAIN STANDARD TIME, A BEECHCRAFT A36, N323D, LANDED THE AIRCRAFT WITHOUT",MOUNTAIN STANDARD TIME,ORG
20021219034299I,"(-23) ON DECEMBER 19, 2002, ABOUT 1530 MOUNTAIN STANDARD TIME, A BEECHCRAFT A36, N323D, LANDED THE AIRCRAFT WITHOUT",N323D,GPE
20021219033249I,"(-23) ON DECEMBER 19, 2002, AT APPROXIMATELY 1:03 AM, A FALCON DA-20 LANDED AT STANIFORD INTERNATIONAL AIRPORT WITH","DECEMBER 19, 2002",DATE
20021219033249I,"(-23) ON DECEMBER 19, 2002, AT APPROXIMATELY 1:03 AM, A FALCON DA-20 LANDED AT STANIFORD INTERNATIONAL AIRPORT WITH",FALCON,ORG
20021219033249I,"(-23) ON DECEMBER 19, 2002, AT APPROXIMATELY 1:03 AM, A FALCON DA-20 LANDED AT STANIFORD INTERNATIONAL AIRPORT WITH",STANIFORD INTERNATIONAL AIRPORT,ORG
20030306005039A,"(-23) BAGS FROM AFT BAGGAGE STRUCK THE TAIL ROTOR IN FLIGHT, SUBSEQUENTLY THE TAIL ROTOR FAILED THE PILOT LANDED IN",SUBSEQUENTLY,ORG
20030223010089I,"(-23) CREW WAITED FOR AIRCRAFT TO BE TAXIED TO GATE FROM HANGAR, ASSUMING THAT IT HAD BEEN INSIDE AND DEICED. ON TH",DEICED,ORG
20030223010089I,"(-23) CREW WAITED FOR AIRCRAFT TO BE TAXIED TO GATE FROM HANGAR, ASSUMING THAT IT HAD BEEN INSIDE AND DEICED. ON TH",ON TH,ORG
20030208002149I,"(-23) ON 02/08/2003 AT APPROXIMATELY 22:30, A LEAR JET OPERATED BY FS AIR, ON A MEDEVAC OPERATION, SLID OFF THE END",22:30,TIME
20030208002149I,"(-23) ON 02/08/2003 AT APPROXIMATELY 22:30, A LEAR JET OPERATED BY FS AIR, ON A MEDEVAC OPERATION, SLID OFF THE END",FS AIR,ORG
20030208002149I,"(-23) ON 02/08/2003 AT APPROXIMATELY 22:30, A LEAR JET OPERATED BY FS AIR, ON A MEDEVAC OPERATION, SLID OFF THE END",SLID,ORG
20030130003529A,"(-23) ON JANUARY 30, 2003, ABOUT 0330 ALASKA STANDARD TIME, A CESSNA 208B AIRPLANE, N1276P, SUSTAINED SUBSTANTIAL D","JANUARY 30, 2003",DATE
20030130003529A,"(-23) ON JANUARY 30, 2003, ABOUT 0330 ALASKA STANDARD TIME, A CESSNA 208B AIRPLANE, N1276P, SUSTAINED SUBSTANTIAL D",208B,CARDINAL
20030130003529A,"(-23) ON JANUARY 30, 2003, ABOUT 0330 ALASKA STANDARD TIME, A CESSNA 208B AIRPLANE, N1276P, SUSTAINED SUBSTANTIAL D",SUSTAINED,ORG
20030322004009A,"(-23) NO NTSB ACCIDENT NO, AS THIS IS AN ULTRA-LIGHT AIRCRAFT, AND THEY ELECTED NOT TO DO AN ACCIDENT REPORT. ^PRIV",AS THIS IS AN ULTRA-LIGHT AIRCRAFT,PRODUCT
20030611018109A,"(-23) ON JUNE 11, 2003 AT APPROXIMATELY 1242 EDT, A STEVEN D. AYERS EXPERIMENTAL RV-6A AIRCRAFT CRASHED DURING TAKE","JUNE 11, 2003",DATE
20030611018109A,"(-23) ON JUNE 11, 2003 AT APPROXIMATELY 1242 EDT, A STEVEN D. AYERS EXPERIMENTAL RV-6A AIRCRAFT CRASHED DURING TAKE",STEVEN D. AYERS,PERSON
20030611018109A,"(-23) ON JUNE 11, 2003 AT APPROXIMATELY 1242 EDT, A STEVEN D. AYERS EXPERIMENTAL RV-6A AIRCRAFT CRASHED DURING TAKE",RV-6A AIRCRAFT CRASHED,PERSON
20030424004209A,(-23) DURING TAXI FROM HANGER TO FUEL PUMPS AIRCRAFT WAS ON TAXIWAY WHEN A TELEPHONE MAN HOLE COVER BROKE AS AIRCRA,AS AIRCRA,PRODUCT
20030615012189A,"(-23) ON JUNE 15, 2003 AT APPROXIMATELY 1730 CENTRAL DAYLIGHT TIME, N20553 EXPERIENCED A LOSS OF POWER DURING TAKE ","JUNE 15, 2003",DATE
20030429010109I,(-23) A MEAL CART RELEASED ON LANDING AND TRAVELED NEARLY TO DOOR #2. THE CART HIT SEVERAL PASSENGERS AS IT TRAVERS,2,MONEY
20030417006539I,"(-23) ON APRIL 17, 2003, AT 19:09 CENTRAL STANDARD TIME, AN EXPERIMENTAL AMATEUR BUILT MODEL BUCKER BU133R, N103S, ","APRIL 17, 2003",DATE
20030417006539I,"(-23) ON APRIL 17, 2003, AT 19:09 CENTRAL STANDARD TIME, AN EXPERIMENTAL AMATEUR BUILT MODEL BUCKER BU133R, N103S, ",19:09,CARDINAL
20030531037899A,"(-23) ON MAY 31, 2003, APPROXIMATELY 1030 CENTRAL DAYLIGHT TIME, AN AEROTEK PITTS S-2A SINGLE-ENGINE AEROBATIC BI-P","MAY 31, 2003",DATE
20030531037899A,"(-23) ON MAY 31, 2003, APPROXIMATELY 1030 CENTRAL DAYLIGHT TIME, AN AEROTEK PITTS S-2A SINGLE-ENGINE AEROBATIC BI-P",1030,CARDINAL
20030531037899A,"(-23) ON MAY 31, 2003, APPROXIMATELY 1030 CENTRAL DAYLIGHT TIME, AN AEROTEK PITTS S-2A SINGLE-ENGINE AEROBATIC BI-P",AEROBATIC,ORG
20030607012509A,"(-23) THE AIRCRAFT DEPARTED BARTLESVILLE MUNICIPAL AIRPORT (BVO) BARTLESVILLE, OK AT 1147 AM LOCAL TIME FOR A LOCAL",BVO,ORG
20030607012509A,"(-23) THE AIRCRAFT DEPARTED BARTLESVILLE MUNICIPAL AIRPORT (BVO) BARTLESVILLE, OK AT 1147 AM LOCAL TIME FOR A LOCAL",BARTLESVILLE,ORG
20030415011469I,"(-23) AFTER GEAR MAINTENANCE AT SWEET WATER, THE EMERGENCY GEAR HANDLE NOT STOWED. PASSENGER SEAT BELT INTERFERED W",STOWED,ORG
20030415011469I,"(-23) AFTER GEAR MAINTENANCE AT SWEET WATER, THE EMERGENCY GEAR HANDLE NOT STOWED. PASSENGER SEAT BELT INTERFERED W",BELT INTERFERED,PERSON
20030605015579I,(-23) MR. CAMPBELL FLEW HIS AIRCRAFT AFTER THE VACUUM PUMP WAS REMOVED FOR REPLACEMENT. THE MECHANIC (IA) WHO REMOV,IA,GPE
20030328006589I,"(-23) CRUISE FLIGHT 4500 WESTBOUND 4 SOUTH OF INCIDENT SITE ENGINE QUIT. ESTABLISHED MAX GLIDE, FUEL SELECTOR LH, A",4500,CARDINAL
20030328006589I,"(-23) CRUISE FLIGHT 4500 WESTBOUND 4 SOUTH OF INCIDENT SITE ENGINE QUIT. ESTABLISHED MAX GLIDE, FUEL SELECTOR LH, A",ESTABLISHED MAX GLIDE,ORG
20030603012019I,"(-23) DATE: JUNE 3, 2003 LOGAN INTERNATIONAL AIRPORT BOSTON MA (BOS) 12:35 EDT ASI: DONALD E. SMALL N452FJ DORNIER ","JUNE 3, 2003",DATE
20030603012019I,"(-23) DATE: JUNE 3, 2003 LOGAN INTERNATIONAL AIRPORT BOSTON MA (BOS) 12:35 EDT ASI: DONALD E. SMALL N452FJ DORNIER ",LOGAN INTERNATIONAL AIRPORT BOSTON MA,ORG
20030603012019I,"(-23) DATE: JUNE 3, 2003 LOGAN INTERNATIONAL AIRPORT BOSTON MA (BOS) 12:35 EDT ASI: DONALD E. SMALL N452FJ DORNIER ",BOS,ORG
20030603012019I,"(-23) DATE: JUNE 3, 2003 LOGAN INTERNATIONAL AIRPORT BOSTON MA (BOS) 12:35 EDT ASI: DONALD E. SMALL N452FJ DORNIER ",12:35 EDT,TIME
20030603012019I,"(-23) DATE: JUNE 3, 2003 LOGAN INTERNATIONAL AIRPORT BOSTON MA (BOS) 12:35 EDT ASI: DONALD E. SMALL N452FJ DORNIER ",DONALD E.,PERSON
20030605015429A,"(-23) ENROUTE TO MUSCLE SHOALS ALA. (MSL) FROM REFORM ALA. (3M8) AT 3000 FEET, MR. RICHARDSON EXPERIENCED LOSS OF R",MSL,PERSON
20030605015429A,"(-23) ENROUTE TO MUSCLE SHOALS ALA. (MSL) FROM REFORM ALA. (3M8) AT 3000 FEET, MR. RICHARDSON EXPERIENCED LOSS OF R",REFORM ALA,ORG
20030605015429A,"(-23) ENROUTE TO MUSCLE SHOALS ALA. (MSL) FROM REFORM ALA. (3M8) AT 3000 FEET, MR. RICHARDSON EXPERIENCED LOSS OF R",3M8,CARDINAL
20030515010309A,"(-23) THE PILOT WROTE, ""WHILE LEVELING OFF AT 700 FT AGL I FELT A VIBRATION IN THE ROTOR SYSTEM. AFTER CONFIRMING A",700,CARDINAL
20030515010309A,"(-23) THE PILOT WROTE, ""WHILE LEVELING OFF AT 700 FT AGL I FELT A VIBRATION IN THE ROTOR SYSTEM. AFTER CONFIRMING A",FT AGL,ORG
20030725018199A,(-23) CANOPY WAS NOT SECURED PROPERLY PRIOR TO TAKE-OFF AND OPENED IN FLIGHT JUST AFTER ROTATION. PILOT LOST CONTRO,CANOPY,ORG
20030710018909A,(-23) THE PILOT FORGOT OR OVERLOOKED REMOVING THE RIGHT AILERON TO FLAP GUST LOCK DURING THE PREFLIGHT. AT ROTATION,FLAP,ORG
20030720015809A,"(-23) ON TAKEOFF, AIRCRAFT PITCHED UP TO AN EXCESSIVE NOSE HIGH ATTITUDE, THEN HIT THE GROUND HARD, SKIDDED TO A ST",AIRCRAFT PITCHED,ORG
