c5,c119,c119_output
20030720036259A,"(-23) ^PRIVACY DATA OMITTED^ PILOT STATED THAT AFTER TAKEOFF FROM RUNWAY 26 AT DAHL CREEK, ALASKA HIS AIRCRAFT ENGI",[[]]
20030723018029I,(-23) AIRCRAFT WAS BEING MARSHALLED TO PARKING POSITION A52J ON CONCOURSE 1 EAST RAMP. THE PAINTED TAXI LINES AT TH,[[]]
20030810020329A,"(-23) N4975B WHEN LANDING ON RUNWAY 22, AVON PARK, FL, AIRCRAFT RAN INTO APPROX. (1) FOOT OF STANDING WATER ON THE ",[[]]
20030714017999I,"(-23) AFTER LEVELING OFF AT A CRUISING ALTITUDE OF 5000 FT IN IMC CONDITIONS, THE PILOT STATED THAT THE ENGINE BEGA",[[]]
20030702030429A,(-23) ENGINE WAS NOT RUNNING PROPERLY DURING TAKEOFF. PILOT CONTINUED THE TAKE OFF AND THE ENGINE FAILED AT APPROXI,[[]]
20030910027319A,"(-23) ON SEPTEMBER 10, 2003 AT APPROXIMATELY 1400 LOCAL TIME, MR. BIRD WATER TAXIED THE AIRCRAFT FROM BROWN'S SEAPL",[[]]
20030706013569I,"(-23) AT ABOUT 5 PM SUNDAY JULY 6, 2003 THE PILOT DEPARTED TRIDENT BASIN NORTHBOUND WITH ONE PASSENGER. AFTER TAKEO",[[]]
20030622012009I,(-23) THE PILOT OF N17655 BE-55 DECLARED AN EMERGENCY ON TAKEOFF WHEN PASSENGER NOTICED OIL STREAKS ON THE LEFT ENG,[[]]
20030725022279I,"(-23) ON TAKE OFF THE NOSE WHEEL OF FEDEX FLIGHT 1238, AN A300 AIRBUS STRUCK A RED FLAGGED ITEM LOCATED ON THE CENT",[[]]
20030716016929I,"(-23) ON JULY 16, 2003, N1674T, A CESSNA 414, PILOTED BY BENJAMIN BELL WAS TAXIING FOR TAKE-OFF AT HANOVER COUNTY A",[[]]
20030901026139A,"(-23) ON SEPTEMBER 1, 2003, AT APPROXIMATELY 1130(LCL), A CESSNA MODEL 172-F N8578U CRASHED ON A FIELD NEAR THE FAJ",[[]]
20031003030279A,"(-23) PILOT DEPARTED DANVILLE, IL (KDNV) WITH INOPERATIVE FUEL GAUGES ENROUTE TO MORGANTOWN, WV (MGW). THE AIRCRAFT",[[]]
20031019027459A,(-23) ACCORDING TO VERBAL AND WRITTEN STATEMENTS FROM THE PILOT ROBERT WOLVERTON AND AIRPORT MANAGER ELDIN NIMMO: O,[[]]
20031215034409A,(-23) SHORTLY AFTER TAKE-OFF FROM WATSONVILLE MUNICIPAL AIRPORT (WVI) AT APPROXIMATELY 1300 PST THE AIRCRAFT ENGINE,"[[('TAKE', '/business/person/company', 'WVI')]]"
20031030027829A,(-23) RATED PILOT TOOK OFF WITH THE FLAPS EXTENDED. TAKEOFFS ARE TO BE MADE WITH THE FLAPS UP ACCORDING TO THE POH.,[[]]
20030918026799A,"(-23) ON SEPTEMBER 18, 2003, AT 1750 EASTERN DAYLIGHT TIME, A CESSNA 172M, N13375, REGISTERED TO AND OPERATED BY MR",[[]]
20031005037479A,"(-23) PILOT STATEMENT: ON OCT. 5, 2003 AT APPROXIMATELY 0715Z, MY CESSNA 182H (N1919X) RAN OUT OF FUEL AND CRASHED ",[[]]
20031109037889I,"(-23) ON 10-22-2003 AIRPORT WAS NOTAMED CLOSED TO FACILITATE BORING 10"" TEST HOLES, ON THE CENTERLINE OF RUNWAY 20,",[[]]
20031128034249A,"(-23) THE PILOT IN COMMAMD FAILED TO FOLLOW THE CHECKLIST. IN DOING SO, THE PILOT IN COMMAND ENDANGERED THE PROPERT",[[]]
20031027036569I,(-23) THE PIC OF N8454Y STATED THAT THERE WERE INADEQUATE MARKINGS AND LIGHTING ON THE AREA WHERE HE WAS TAXIING HI,[[]]
20031114036279I,"(-23) AFTER LANDING AT RENO, NEVADA ON 11/13/2003 AND BLOWING OUT THE MAIN TIRES DUE TO A WOW SWITCH RIGGING PROBLE",[[]]
20031111034609A,"(-23) ON NOVEMBER 11, 2003 ATP RATED PIC AND SIC DEPARTED PALWAUKEE AIRPORT (PWK), WHEELING, IL ON A 14 CFR 135 - O",[[]]
20031004024399A,"(-23) AMERICAN AIRLINES FLIGHT #847, B-737-823, N972AN, WHILE PARKED AT BOSTON TERMINAL B, GATE 26, WAS STRUCK BY A",[[]]
20030923024829I,(-23) MR. JASPART DID NOT KNOW WHAT THE VFR TRANSPONDER CODE WAS AND WAS SQUAKING 7600. HE WAS ALSO CONFUSED WHILE ,[[]]
20031019026569A,"(-23) IN A STATEMENT ON OCTOBER 21, 2003, THE PILOT STATED HE ATTEMPTED TO TAKE OFF WITH THE CONTROL LOCK INSTALLED",[[]]
20030919028039A,"(-23) AFTER THE PREVIOUS FLIGHT, PIC HAD PLACED TAPE OVER THE PILOT TUBE IN LIEU OF A COVER. WHILE PREPARING FOR TH",[[]]
20040202002289I,(-23) AFTER LANDING ON THE SNOW COVERED RUNWAY THE FLIGHT WAS CLEARED BY ATCT TO TAKE ANY LEFT TURN AND TAXI TO THE,[[]]
20040405029859A,(-23) AIRCRAFT DEPARTED JZI AND THE AIRCRAFT'S LEFT ENGINE FAILED SHORTLY AFTER TAKEOFF. THE AIRCRAFT IMPACTED THE ,[[]]
20040318008479A,"(-23) ON 03-18-04 MR. MAUCH JR. PILOTED AN UNWORTHY AIRCRAFT, DURING THE TAKEOFF SEQUENCE AND SHORTLY AFTER LIFT OF",[[]]
20040410005949A,"(-23) PILOT T.O. FROM HIS PRIVATE STRIP, CLIMBED TO 6000FT AND WENT INVERTED DURING AN ACROBATIC MANEUVER (AEROBATI",[[]]
20040201003099A,"(-23) ON FEBRUARY 1, 2004, AT 1700 EASTERN STANDARD TIME, A SAAB 340A, N158SD, OPERATED BY SHUTTLE AMERICA INC. (UH",[[]]
20040322015809I,"(-23) PILOT DEPARTED WINNIE, TX AIRPORT WITH TOW BAR ATTACHED TO NOSE GEAR. MINOR DAMAGE TO NOSE GEAR DOORS ON LAND","[[('TX', '/location/location/contains', 'WINNIE, TX AIRPORT WITH TOW'), ('TX', '/location/location/contains', 'WINNIE'), ('TX', '/location/location/contains', 'TOW'), ('TX', '/location/location/contains', 'WITH TOW')]]"
20040206001079I,"(-23) DELTA AIRLINES FLIGHT 364, AIRCRAFT N3738B, A B-737-800, WAS ENROUTE TO ATLANTA FROM KANSAS CITY. AT APPROXIM",[[]]
20040306014959I,"(-23) ON 3/6/04 AT APPROXIMATELY 0932 E, A CHAUTAUQUA AIRLINES, FLIGHT 4912, N971RP, RETURNED TO ROC DUE TO A LANDI",[[]]
20040321006069I,"(-23) ON MARCH 3, 2004, AT APPROXIMATELY 1745 PST, N42746, A HOT AIR BALLOON EXECUTED A FORCED LANDING INTO A RESID",[[]]
20040108000159A,"(-23) ON JANUARY 8, 2004, ABOUT 1427 CENTRAL STANDARD TIME, A BEECH E-90, N48TA, OPERATED BY TIDEWATER AERO, SUSTAI",[[]]
20040105000069I,"(-23) AMERICAN AIRLINES FLIGHT 1453, AIRCRAFT N497AA, AN MD-82, LANDED AT MCI FROM LGA. WHILE TAXIING, DUE TO A HEA",[[]]
20040222005669A,"(-23) PILOT AND PASSENGERS STATED THE AIRCRAFT TAKE OFF WAS NORMAL, HOWEVER, DURING CLIMB OUT THE AIRCRAFT HAD A LO",[[]]
20040304003309I,"(-23) AFTER NORMAL TOUCHDOWN THE AIRCRAFT STARTED SLIDING OR HYDROPLANING TOWARD LEFT SIDE OF RUNWAY, AIRCRAFT STRU",[[]]
20040211001589I,(-23) THE PILOT STATED WHILE GOING THROUGH THE START PROCEDURE THE STARTER WOULD NOT ENGAGE. HE REMEMBERED THAT THE,[[]]
20040519008689A,(-23) AIRCRAFT LOST POWER DURING TAKEOFF AT APPROXIMATELY 500 FEET AGL. PILOT WAS ABLE TO MAKE A 180 DEGREE TURN AN,[[]]
20040609010269A,"(-23) ON JUNE 9, 2004, AT 2208 MDT, A CESSNA 172, N9474L, REGISTERED TO CIVIL AIR PATROL, OPERATING AS A PUBLIC USE",[[]]
20040529011479A,(-23) OWNER/PILOT WAS TEST FLYING THE AIRCRAFT BECAUSE OF AN OIL PRESSURE PROBLEM. PILOT TOOK OFF FROM HIS BACK YAR,[[]]
20040608017419A,"(-23) ACCORDING TO EYEWITNESSES, THE NONCERTIFICATED PILOT WAS DOING HAMMERHEAD STALLS IN AN UNREGISTERED HOMEBUILT",[[]]
20040527012379I,(-23) AIRCRAFT BATTERY FAILED TO START THE AIRCRAFT. PILOT ATTEMPTED TO CHARGE BATTERY UNSUCCESSFULLY. PILOT THEN J,[[]]
20040428022659A,(-23) PILOT DEPARTED FREDERICKSBURG SHANNON AIRPORT (EZF) WITH THE AIRCRAFT TOW BAR ATTACHED. IMMEDIATELY AFTER DEP,[[]]
20040627030379A,(-23) DECEASED PASSENGERS: FRONT LEFT SEAT ^PRIVACY DATA OMITTED^ REAR LEFT SEAT ^PRIVACY DATA OMITTED^            ,[[]]
20040420009309I,(-23) THE PILOT REQUESTED A LONG LANDING ON 13L AT DALLAS LOVEFIELD AND THE REQUEST WAS APPROVED. N3217Q LANDED RUN,[[]]
20040630016499I,"(-23) ON JUNE 30, 2004 AT APPROXIMATELY 1155Z, WHILE TAXIING TO PARKING THE PILOT TURNED OFF HIS TAXI LIGHT TO FOLL",[[]]
20040603017449A,(-23) AIRCRAFT IMPACTED TREES/TERRAIN SHORTLY AFTER DEPARTURE FROM RUNWAY 32. THE AIRCRAFT WAS DESTROYED AND NO POS,[[]]
20040510029249A,"(-23) ON MAY 10, 2004, A PIPER PA-38-112 SINGLE-ENGINE AIRPLANE, N24007, WAS SUBSTANTIALLY DAMAGED WHEN IT IMPACTED",[[]]
20040822021239A,"(-23) PILOT REPORTED AIRCRAFT ACCIDENT TO FSDO AT APPROXIMATELY 10:20 ON 08/23/2004. PILOT, OWNER MR. GARY JONES ST",[[]]
20040925024259A,"(-23) MR. JAY YOSHINAGA, PILOT AND ^PRIVACY DATA OMITTED^, MECHANIC, WERE DEPARTING RUNWAY 24 AT FUL WHEN THE AIRCR",[[]]
20040915034019A,"(-23) ON SEPTEMBER 15, 2004, ON ABOUT 1200, AN AIR TRACTOR INC. AT-502-B AIRCRAFT N90375, REGISTERED TO GLADEVIEW A",[[]]
20040929031179A,"(-23) THE AIRCRAFT DEPARTED FROM RUNWAY 24 AT N57, NEW GARDEN AIRPORT. ACCORDING TO WITNESSES, THE AIRCRAFT CLIMBED",[[]]
20040727017349A,"(-23) ^PRIVACY DATA OMITTED^ ON 7-26-04 PILOT IN COMMAND, AVERON J. ROSSER HAD DEPARTED THE BETTLES, ALASKA AIRPORT",[[]]
20040929024539I,(-23) THE FLIGHT DEPARTED PETALUMA MUNI AIRPORT (069) AT ABOUT 1000 PDT ON 09/28/04. AFTER SEVERAL ENROUTE WATER LA,[[]]
20040821025519I,"(-23) ON AUGUST 21, 2004, AT 08:45 EDT, A MOONEY M20J, N202MG, S/N 24-1630 WAS RETURNING FROM A LOCAL FLIGHT, LANDI",[[]]
20040901020979A,"(-23) AIRCRAFT CRASHED UNDER UNKNOWN CIRCUMSTANCES NEAR FOSSIL, OR. SUBSTANTIAL DAMAGE TO A/C, PILOT TRANSPORTED TO",[[]]
20040823021189A,"(-23) THE PILOT DEPARTED DANVILLE, IL ENROUTE TO CRYSTAL LAKE, IL IN CESSNA 182, N92848, ON AUGUST 23, 2004. THE EN",[[]]
20040925025079A,(-23) FUEL CONTAMINATION IN AIRFRAME FUEL FILTER AS WELL AS IN FUEL FILTER AND ENGINE DRIVEN FUEL PUMP FILTER. THE ,[[]]
20041006035249A,"(-23) ON OCTOBER 6, 2004, AT 1515 LOCAL TIME (FEDERAL STATES OF MICRONESIA), A SINGLE-ENGINE HUGHES 369HS, N74AM, R",[[]]
20040813018609I,(-23) PILOT TATOM DEPARTED THE SOUTH HELIPAD AT ST. FRANCIS HOSPITAL ON A MAINTENANCE FLIGHT. DURING THE FLIGHT BOT,[[]]
20041021024859A,"(-23) N3889B, A BE-35-F35, CO-OWNED AND REGISTERED TO H.N. AND PATRICIA MCCUTCHEN, WAS BASED AT THE STILLWATER, OK ",[[]]
20041026029939A,(-23) AIRCRAFT VEERED OFF THE RWY TO THE RIGHT ON PRIVATE AIRSTRIP UNDER PRESUMED ATTEMPT TO TAKE-OFF STRIKING RIGH,[[]]
20041202029289I,(-23) PILOT REPORTED THE LANDING GEAR RETRACTED DURING TAKE-OFF ROLL. PILOT FURTHER REPORTED THAT PRIOR TO EGRESSIN,[[]]
20041201033869I,"(-23) ON DECEMBER 1, 2004, AT APPROXIMATELY 1630 HOURS CST, A BEECHCRAFT BE-23-A23, N1443L, COLLIDED WITH TREES WHI",[[]]
20041202032849I,"(-23) PILOT DEPARTED AURORA MUNICIPAL AIRPORT (2H2), AURORA, MISSOURI, VFR ENROUTE TO AIR PARK SOUTH AIRPORT (2K2),",[[]]
20041115032579I,"(-23) ON RAMP AT HILO AIRPORT, PILOT CLOSED AIRSTAIR DOOR FROM OUTSIDE. WHEN FINISHED UNLOADING CARGO, HE PROCEEDED",[[]]
20041108029389I,(-23) ^PRIVACY DATA OMITT^ THE PILOT MADE AN EMERGENCY LANDING WITHOUT INCIDENT. HE CONTACTED NORTHLAND AVIATION AN,[[]]
20041010029579A,(-23) THE PILOT OF THE FLOAT EQUIPPED AIRPLANE AND HIS 3 PASSENGERS DEPARTED A FISHING LODGE SHORTLY AFTER DAWN. TH,[[]]
20041129030709A,"(-23) PILOT STATED THAT ON HIS FINAL APPROACH TO ""1N9"" HIS AIRSPEED WAS 80 MPH, AND OVER THE NUMBERS, HE CLOSED THE",[[]]
20041013027419I,(-23) AIRCRAFT WAS STOPPED ON TAXIWAY ECHO IN LINE FOR TAKEOFF. AN AMERICAN AIRLINES BAGGAGE CART BROKE AWAY FROM T,[[]]
20041202030719A,"(-23) THE PURPOSE OF THE FLIGHT WAS FOR A MAINTENANCE CHECK OF THE PRESSURIZATION SYSTEM, THE AILERON TRIM AND THE ",[[]]
20050101034179A,(-23) ON 01/01/05 THE PILOT ^PRIVACY DATA OMITTED^ THE HOLDER OF A COMMERCIAL PILOT CERTIFICATE WAS IN THE LOCAL TR,[[]]
20050102001179I,"(-23) WHILE BEING TOWED TO GATE 22, NWAA, A-320 AIRCRAFT, N327NW COLLIDED WITH THE TUG WHEN THE TUG APPLIED THE BRA",[[]]
20050114000899A,"(-23) AIRCRAFT N42WA DEPARTED RWY 27 ON IFR FLIGHT PLAN. AIRCRAFT ROTATED NORMALLY. AT 50 FT ALT, AIRCRAFT BEGAN CL","[[('PLAN', '/location/location/contains', 'AIRCRAFT N42WA DEPARTED RWY 27 ON IFR'), ('PLAN', '/location/location/contains', 'AIRCRAFT')]]"
20050208001829I,"(-23) 02/09/05-ON SCENE INVESTIGATION CONDUCTED OF ACFT INCIDENT. 02/08/05 @ 1645 MOONEY, N1202X, M20C, WAS ENROUTE",[[]]
20050214001549I,"(-23) ON FEBRUARY 14, 2005 ABOUT 1030 ALASKA DAY LIGHT TIME, A CESSNA 207-A AIRPLANE, N6470H, SUSTAINED MINOR DAMAG",[[]]
20050315003489I,(-23) PILOT STARTED ENGINES AT OGG AIRPORT WITH 8 PASSENGERS ON-BOARD. THERE WAS A METAL OBJECT LEFT IN FRONT OF TH,[[]]
20050306003719A,(-23) THE PILOT STATED THAT DURING WHAT STARTED OUT TO BE A NORMAL TAKE OFF ROLL THE AIRCRAFT LIFTED OFF AND ABRUPT,[[]]
20050314006859A,"(-23) ^PRIVACY DATA OMITTED^ AIRCRAFT ENROUTE FROM CMH TO OTTAWA, CANADA. AT APPROX 7,500 FT. AIRCRAFT EXPERIENCED ",[[]]
20050324006879A,(-23) THE PILOT REPORTED THAT THE ENGINE BEGAN RUNNING ERRATICALLY AND LOSING POWER FOUR MINUTES AFTER TAKEOFF. HE ,[[]]
20050215002639A,(-23) THE PILOT ^PRIVACY D^ STATED THAT HE AND ^PRIVACY DAT^ FLEW DOWN TO KOYUKUK TO WORK ON HIS BELLANCA SCOUT 8GC,[[]]
20050518008579A,(-23) THE HELICOPTER WAS ENGAGED IN EXTERNAL LOAD LONG LINE OPERATIONS DURING THE FLIGHT IMMEDIATELY PRIOR TO THE A,[[]]
20050509009689A,"(-23) DURING THE TAKE OFF RUN, THE AIRCRAFT STRUCK A DEPRESSION IN THE RUNWAY CAUSING THE AIRPLANE TO FLIP OVER, CA",[[]]
20050504010229A,"(-23) A SIKORSKY S-70A, N160LA, ENCOUNTERED A VIBRATION AFTER THE APU DOOR STRUCK A MAIN ROTOR BLADE INFLIGHT NEAR ",[[]]
20050529015389I,"(-23) AIRCRAFT DEPARTED NEW RICHMOND, WI WITH ONE OF THE GAS CAPS NOT ATTACHED. THE ENGINE QUIT AND THE PILOT MADE ",[[]]
20050423008449I,"(-23) PILOT FAILED TO CONDUCT A COMPLETE PREFLIGHT, DID NOT CHECK FOR WATER IN THE FUEL. IT HAD RAINED THE NIGHT BE",[[]]
20050408009399I,"(-23) ON FRIDAY, APRIL 8, 2005, AT 1914 EDT, A PIPER PA-31-310, N63703, OPERATED BY THE PILOT ^PRIVACY DATA OMITTED",[[]]
20050521016029A,(-23) ACCORDING TO THE PILOT HE HAD SERVICED THE AIRCRAFT BRAKES BY ADDING FLUID TO THE BRAKES RESERVOIR. DURING TH,[[]]
20050404014419I,(-23) THE ON SITE INVESTIGATION INDICATED THE RIGHT FUEL TANK PICK UP LINE WAS PARTIALLY RESTRICTED BY A LINT TYPE ,[[]]
20050429009279I,(-23) THE PILOT WAS TAXIING THE AIRCRAFT TO PARKING FOLLOWING A CARGO TRIP. UPON REACHING A POINT WHERE THE TAXIWAY,[[]]
20050427006199A,"(-23) AT APPROXIMATELY 0830 CST ON APRIL 27, 2005, A ROBINSON R22 HELICOPTER WITH A COMMERCIAL PILOT AND PASSENGER ",[[]]
20050713014239I,"(-23) ON JULY 13, 2005, AT 1535 MST, AN RAYTHEON AIRCRAFT CO. B36TC (BONANZA), N3042V REGISTERED TO HAVENS LEASING ",[[]]
20050803017169A,(-23) PILOT LANDED ON AN AIRSTRIP CREATED OUT OF THE BARROW PIT ALONG A COUNTRY ROAD. WEEDS HAD GROWN ALONGSIDE THE,[[]]
20050914024069A,"(-23) NAVION, N2401T SUSTAINED SUBSTANTIAL DAMAGE TO ITS RIGHT WING AND HORIZONTAL STABILIZER AFTER LOSING POWER DU",[[]]
20050611011949I,(-23) AIRCRAFT OWNER/PILOT: INSTALLED RECENTLY OVERHAULED NOSEGEAR ASSEMBLY. INSTALLATION REQUIRED NUMEROUS GEAR AC,[[]]
20050911023049I,"(-23) ON 9/11/05 AT 1612 EDT, AN EXPERIMENTAL AMATEUR-BUILT AIRCRAFT, A WARNER L-IVP, N456A, REGISTERED TO AIR & SH",[[]]
20050904033979A,"(-23) PILOT ADDED 34 GAL. OF FUEL AT SNAHOMISH AIRPORT. AFTER FUELING THE RIGHT WING, THE FUEL CAP WAS IMPROPERLY R",[[]]
20050622015789A,"(-23) ON JUNE 200, 2005, ABOUT 1800 MOUNTAIN STANDARD TIME, A BEECH 76, N5274M, IMPACTED TERRAIN DURING AN ATTEMPTE",[[]]
20050612024619A,"(-23) PILOT ATTEMPTED TO TAKE OFF WITH THE CONTROL LOCK INSTALLED, THIS RESULTED IN AN ACCIDENT CAUSING SUBSTANTIAL",[[]]
20050912023389I,"(-23) PILOT STATED THAT HE DEPARTED READING AIRPORT (RDG) ON RUNWAY 31. AFTER ROTATION AND GEAR RETRACTION, THE AIR",[[]]
20050704022269I,"(-23) CCR, 0919 LOCAL TIME, NO INJURIES. THE PILOT FAILED TO REMOVE THE TOW BAR PRIOR TO FLIGHT. UPON TAKEOFF AND R",[[]]
20050606011049I,(-23) PILOT FAILED TO REMOVE TOW BAR PRIOR TO FLIGHT. UPON LANDING AT OAKLAND TOW BAR STRUCK PROPELLER.            ,[[]]
20050627013759A,"(-23) ON JUNE 27, 2005 AT APPROXIMATELY 1820 HRS PDT, A B-727, N357KP, OPERATED BY CAPITAL AIR CARGO (C8GA), WAS PU",[[]]
20050805021709I,"(-23) AFTER DEPARTURE, GEAR RETRACTED, HEARD A NOISE. MAIN GEAR SHOWED DOWN (GREEN LIGHTS). NOSE GEAR SHOWED IN TRA",[[]]
20050617033919A,"(-23) ON JUNE 17, 2005, AT 1659 EASTERN DAYLIGHT TIME, A CESSNA 414, N1654T, WAS SUBSTANTIALLY DAMAGED DURING OVERR",[[]]
20050608016729I,(-23) THE PILOT FAILED TO TAKE TOW BAR OFF PRIOR TO ENGINE START UP. PROPS MADE CONTACT WITH THE TOW BAR. PILOT DID,[[]]
20051108026669A,"(-23) THE AIRMAN STATED HE WAS DEPARTING THE GRASS RUNWAY 26 AT BELTZVILLE, PA. JUST AFTER TAKEOFF AT APPROXIMATELY",[[]]
20051005026369A,"(-23) ON OCTOBER 5, 2005 AT APPROXIMATELY 1250 LOCAL TIME, THE PILOT ^PRIVACY DATA OMITTED^ WITH ^PRIVACY DATA OMIT",[[]]
20051113029379A,(-23) THE PILOT DEPARTED MARICOPA/PHOENIX REGIONAL AIRPORT (A39) AND WAS ENROUTE TO CHANDLER AIRPORT (CHD) WHEN AT ,[[]]
20051230029429A,"(-23) PIC OF N5435L ATTEMPTED TO DEPART RUNWAY 27L AT THE BOULDER CITY AIRPORT (61B), FAILING TO REMOVE THE FLIGHT ",[[]]
20051208032799A,"(-23) N49815, A CE-152, ON 10/24/2005 WAS SUBJECT TO THE RISING WATER OF A TROPICAL HURRICANE AND RENDERED A CONSTR",[[]]
20051130032239A,(-23) THE OWNER/PILOT HAD REPLACED THE CABLE AND PULLEY AILERON CONTROL SYSTEM WITH A PUSH-PULL TUBE AND BELLCRANK ,[[]]
20060412008079A,(-23) PILOT BEGAN TAKEOFF ROLL ON GRASS AIRSTRIP IN KENLY NC. PRIOR TO LIFTOFF (TRANSITIONING FROM A 3 POINT ATTITU,[[]]
20060422007479I,"(-23) THE PILOT STATED THAT HE TOPPED OFF ALL FUEL TANKS PRIOR TO DEPARTING GALVESTON, TEXAS (GLS). WHILE ENROUTE T",[[]]
20060303004279I,(-23) DURING CLIMB OUT FROM MID-CONTINENT AIRPORT RUNWAY 1R THE AMATEUR BUILT/EXPERIMENTAL CHALLENGER II SPEC. EXPE,[[]]
20060226002189I,"(-23) SKYWEST 6379, CRJ7, DEPARTED SAN ANTONIO AT 0715C, FEBRUARY 26, 2006. THEN RETURNED AND LANDED AFTER BURNING ","[[('DEPARTED SAN ANTONIO', '/location/location/contains', 'DEPARTED SAN ANTONIO'), ('DEPARTED SAN ANTONIO', '/location/location/contains', 'ANTONIO')]]"
20051021027999I,"(-23) ON OCTOBER 21, 2005, A CESSNA 310, REGISTRATION NUMBER N3346X, S/N 310L-0196, LOST ITS RIGHT BRAKE AS IT WAS ",[[]]
20060325004209I,"(-23) ON MARCH 25, 2006, AT 1422 CDT, PILOT IN COMMAND REPORTED TO HOUSTON ARTCC OF LOSING THE AIRCRAFT'S REAR CANO",[[]]
20060302003989I,"(-23) ASH 6351, CRJ 2, RETURNED TO ONTARIO, CA AT 0723PST WITH A NOSE GEAR ISSUE. (THE ""REMOVE BEFORE FLIGHT"" RED S",[[]]
20051102032739I,"(-23) THE PILOT ^PRIVACY DATA^ STATED THAT ON 11/02/05, HE STARTED HIS AIRPLANE AND SHUT IT DOWN BEFORE ENTERING RU",[[]]
20051108028679A,(-23) THE AIRCRAFT WAS NOT PREFLIGHTED PRIOR TO DEPARTURE. THE LINE PERSON HAD REMOVED THE OIL DIPSTICK FROM THE RI,[[]]
20051009024969I,(-23) ^PRIVACY DATA OMITTED^ HELICOPTER ENGINE POWER CHECKS WERE BEING CONDUCTED BY PILOT AND ONE CREWMEMBER. DURIN,[[]]
20060209010299I,(-23) AIRTRAN AIRWAYS FLT 851 DEPARTED FROM MSP AT 1330Z HOURS ENROUTE TO ATL AND EXPERIENCED A LEFT GEAR DOOR UNSA,[[]]
20051228030699A,(-23) THE PILOT ^PRIVACY DA^ WAS ATTEMPTING TO TAKEOFF ON RUNWAY 32 AT HIS 2300 FT PRIVATE DIRT STRIP. AFTER LIFT-O,[[]]
20051116028339I,(-23) PILOT DEPARTED DVT ON AN IFR FLIGHT PLAN. WHILE WAITING FOR DEPARTURE RELEASE FROM ATC THE ENTRANCE DOOR WAS ,[[]]
20050922030889I,(-23) ON 09-22-05 AT APPROX. 0122 LOCAL N181FL ON FLIGHT FROM ENW TO MKE DEPARTING ON RWY 24R. AT ABOUT 400' OF RWY,[[]]
20060409004559I,"(-23) DURING THE PILOT'S PRELIGHT, HE DISCOVERED DEBRIS INSIDE OF THE ENGINE COWLING CONSISTENT WITH WHAT YOU MIGHT",[[]]
20060331006109I,"(-23) ON ROLL OUT AFTER LANDING THE NOSE WHEEL OF CESSNA CITATION CE-750, N947QS, STRUCK A HOLE ON THE CENTERLINE O","[[('CESSNA', '/location/location/contains', 'LANDING THE NOSE WHEEL OF')]]"
20060316004189I,"(-23) ^PRIVACY DATA OMITTED ON 03-16-06, N101WA, A SC7-3 SKYVAN, PILOTED BY ^PRIVACY DATA O^ IMPACTED THE TAIL OF N",[[]]
20060305003889I,"(-23) THE PILOT IN COMMAND, ^PRIVACY DATA OMITTED^ FAILED TO ENSURE THE FRONT SEAT WAS PROPERLY LATCHED. THIS OVERS",[[]]
20061002024569A,"(-23) THE AIRCRAFT HAD JUST BEEN REFUELED, PAX UNLOADED, AND NEW PAX LOADED FOR AN AIR TOUR. DURING THIS TIME THE P",[[]]
20060922028919I,"(-23) AIR TRAN FLIGHT 895, A BOEING 717 AIRCRAFT ON A FLIGHT FROM BOSTON, MA TO CHICAGO, IL DIVERTED TO TO CHAMPAIG",[[]]
20060813017599A,"(-23) PILOT REPORTED THIS AS THE FIRST FLIGHT OF THE DAY. 10 MINUTES INTO THE FLIGHT THE AIRCRAFT ENGINE STOPPED, P",[[]]
20060718018299I,(-23) THE PILOT IN COMMAND (PIC) FAILED TO ENSURE ALL FUEL TANK CAPS WERE SECURELY FASTENED PRIOR TO DEPARTURE. SUB,[[]]
20060930025049A,(-23) THE PILOT ^PRIVACY D^ WAS OPERATING HIS AIRCRAFT IN AN UNAIRWORTHY CONDITION WHEN HE BECAME DISORIENTED AND D,[[]]
20061021023829A,(-23) THE AIRCRAFT DEPARTED FROM A PRIVATE GRASS AIRSTRIP. THE PILOT BEGAN A RIGHT TURNING CLIMB TO AVOID FLYING OV,[[]]
20060925023789A,"(-23) ON 9/25/2006, AT APPROXIMATELY 1830, AIRCRAFT REGISTRATION N74475, PILOTED BY ^PRIVACY DATA OMITT^ EXPERIENCE",[[]]
20060707015529I,(-23) THE PILOT ^PRIVACY D^ WAS PREPARING FOR A PLEASURE FLIGHT WITH TWO PASSENGERS (NON-RATED) AND DEMONSTRATING P,[[]]
20061007023069A,(-23) THIS WAS A LOCAL TRAINING FLIGHT. ON THE INITIAL TAKEOFF THE PILOT STATED THAT HE HAD A GEAR INTRANSIT LIGHT ,[[]]
20060905018529A,"(-23) WHILE TAXIING FOR TAKEOFF, AIRCRAFT HIT POTHOLE IN TAXIWAY. RIGHT LANDING GEAR AND WING SHIFTED BACK. NO FIRE",[[]]
20060730020309A,"(-23) PILOTS DEPARTED OSHKOSH, WI ENROUTE TO AN AIRPORT SOUTH OF GARY, IN. THE PILOTS ELECTED TO FLY OVER LAKE MICH",[[]]
20060621012279A,"(-23) THE PILOT ^PRIVACY DA^ STATED THAT DURING TAKEOFF (AT ROTATION) HIS SEAT SLID BACK, CAUSING HIM TO OVERROTATE",[[]]
20060915026939A,"(-23) ON SEPTEMBER 15, 2006 AT 1309 EST, A LANCAIR 350, N6500V, REGISTERED TO PRALL EQUIPMENT LEASING INC. DURING C",[[]]
