,doc_idx,sent_idx,original_sentence,input,mention,biencoder_predicted_entity,crossencoder_predicted_entity
998,2591,0,"(-23) DURING THE TAKE OFF RUN, THE AIRCRAFT STRUCK A DEPRESSION IN THE RUNWAY CAUSING THE AIRPLANE TO FLIP OVER, CA","(-23) during the take off run, the aircraft struck a depression in the runway causing the airplane to flip over, ca",ca,List of accidents and incidents involving the Grumman A-6 Intruder,Calcium
999,2592,0,"(-23) A SIKORSKY S-70A, N160LA, ENCOUNTERED A VIBRATION AFTER THE APU DOOR STRUCK A MAIN ROTOR BLADE INFLIGHT NEAR ","(-23) a sikorsky s-70a, n160la, encountered a vibration after the apu door struck a main rotor blade inflight near ",sikorsky s-70a,Sikorsky S-70,Sikorsky S-70
1000,2592,0,"(-23) A SIKORSKY S-70A, N160LA, ENCOUNTERED A VIBRATION AFTER THE APU DOOR STRUCK A MAIN ROTOR BLADE INFLIGHT NEAR ","(-23) a sikorsky s-70a, n160la, encountered a vibration after the apu door struck a main rotor blade inflight near ",n160la,List of Sikorsky S-70 Models,Sikorsky S-70
1001,2593,0,"(-23) AIRCRAFT DEPARTED NEW RICHMOND, WI WITH ONE OF THE GAS CAPS NOT ATTACHED. THE ENGINE QUIT AND THE PILOT MADE ","(-23) aircraft departed new richmond, wi with one of the gas caps not attached.",new richmond,"New Richmond, Wisconsin","New Richmond, Wisconsin"
1002,2593,0,"(-23) AIRCRAFT DEPARTED NEW RICHMOND, WI WITH ONE OF THE GAS CAPS NOT ATTACHED. THE ENGINE QUIT AND THE PILOT MADE ","(-23) aircraft departed new richmond, wi with one of the gas caps not attached.",wi,Wisconsin,Wisconsin
1003,2599,0,"(-23) AT APPROXIMATELY 0830 CST ON APRIL 27, 2005, A ROBINSON R22 HELICOPTER WITH A COMMERCIAL PILOT AND PASSENGER ","(-23) at approximately 0830 cst on april 27, 2005, a robinson r22 helicopter with a commercial pilot and passenger ",robinson,Robinson Helicopter Company,Robinson Helicopter Company
1004,2600,0,"(-23) ON JULY 13, 2005, AT 1535 MST, AN RAYTHEON AIRCRAFT CO. B36TC (BONANZA), N3042V REGISTERED TO HAVENS LEASING ","(-23) on july 13, 2005, at 1535 mst, an raytheon aircraft co.",mst,South African Standard Time,Time in Malaysia
1005,2600,0,"(-23) ON JULY 13, 2005, AT 1535 MST, AN RAYTHEON AIRCRAFT CO. B36TC (BONANZA), N3042V REGISTERED TO HAVENS LEASING ","(-23) on july 13, 2005, at 1535 mst, an raytheon aircraft co.",raytheon aircraft co,Raytheon,Raytheon
1006,2603,0,(-23) AIRCRAFT OWNER/PILOT: INSTALLED RECENTLY OVERHAULED NOSEGEAR ASSEMBLY. INSTALLATION REQUIRED NUMEROUS GEAR AC,(-23) aircraft owner/pilot: installed recently overhauled nosegear assembly.,nosegear,Nose art,Tailplane
1007,2604,0,"(-23) ON 9/11/05 AT 1612 EDT, AN EXPERIMENTAL AMATEUR-BUILT AIRCRAFT, A WARNER L-IVP, N456A, REGISTERED TO AIR & SH","(-23) on 9/11/05 at 1612 edt, an experimental amateur-built aircraft, a warner l-ivp, n456a, registered to air & sh",air & sh,Air Navigation and Engineering Company,Airwork Services
1008,2605,1,"(-23) PILOT ADDED 34 GAL. OF FUEL AT SNAHOMISH AIRPORT. AFTER FUELING THE RIGHT WING, THE FUEL CAP WAS IMPROPERLY R", of fuel at snahomish airport.,snahomish,McComish,Sisimiut
1009,2606,0,"(-23) ON JUNE 200, 2005, ABOUT 1800 MOUNTAIN STANDARD TIME, A BEECH 76, N5274M, IMPACTED TERRAIN DURING AN ATTEMPTE","(-23) on june 200, 2005, about 1800 mountain standard time, a beech 76, n5274m, impacted terrain during an attempte",beech 76,Beechcraft Model 18,Beechcraft
1010,2609,0,"(-23) CCR, 0919 LOCAL TIME, NO INJURIES. THE PILOT FAILED TO REMOVE THE TOW BAR PRIOR TO FLIGHT. UPON TAKEOFF AND R","(-23) ccr, 0919 local time, no injuries.",ccr,Central European Summer Time,Continuity of Care Record
1011,2610,1,(-23) PILOT FAILED TO REMOVE TOW BAR PRIOR TO FLIGHT. UPON LANDING AT OAKLAND TOW BAR STRUCK PROPELLER.            , upon landing at oakland tow bar struck propeller.,oakland tow,"Oakland, California","Oakland, California"
1012,2613,0,"(-23) ON JUNE 17, 2005, AT 1659 EASTERN DAYLIGHT TIME, A CESSNA 414, N1654T, WAS SUBSTANTIALLY DAMAGED DURING OVERR","(-23) on june 17, 2005, at 1659 eastern daylight time, a cessna 414, n1654t, was substantially damaged during overr",eastern daylight,Eastern Time Zone,Eastern Time Zone
1013,2613,0,"(-23) ON JUNE 17, 2005, AT 1659 EASTERN DAYLIGHT TIME, A CESSNA 414, N1654T, WAS SUBSTANTIALLY DAMAGED DURING OVERR","(-23) on june 17, 2005, at 1659 eastern daylight time, a cessna 414, n1654t, was substantially damaged during overr",cessna 414,Cessna 414,Cessna 414
1014,2615,0,"(-23) THE AIRMAN STATED HE WAS DEPARTING THE GRASS RUNWAY 26 AT BELTZVILLE, PA. JUST AFTER TAKEOFF AT APPROXIMATELY","(-23) the airman stated he was departing the grass runway 26 at beltzville, pa.",beltzville,Beltzville State Park,Beltzville State Park
1015,2615,0,"(-23) THE AIRMAN STATED HE WAS DEPARTING THE GRASS RUNWAY 26 AT BELTZVILLE, PA. JUST AFTER TAKEOFF AT APPROXIMATELY","(-23) the airman stated he was departing the grass runway 26 at beltzville, pa.",pa,Pennsylvania,Pennsylvania
1016,2617,0,(-23) THE PILOT DEPARTED MARICOPA/PHOENIX REGIONAL AIRPORT (A39) AND WAS ENROUTE TO CHANDLER AIRPORT (CHD) WHEN AT ,(-23) the pilot departed maricopa/phoenix regional airport (a39) and was enroute to chandler airport (chd) when at ,maricopa,"Maricopa, Arizona","Maricopa, Arizona"
1017,2617,0,(-23) THE PILOT DEPARTED MARICOPA/PHOENIX REGIONAL AIRPORT (A39) AND WAS ENROUTE TO CHANDLER AIRPORT (CHD) WHEN AT ,(-23) the pilot departed maricopa/phoenix regional airport (a39) and was enroute to chandler airport (chd) when at ,phoenix,"Phoenix, Arizona","Phoenix, Arizona"
1018,2617,0,(-23) THE PILOT DEPARTED MARICOPA/PHOENIX REGIONAL AIRPORT (A39) AND WAS ENROUTE TO CHANDLER AIRPORT (CHD) WHEN AT ,(-23) the pilot departed maricopa/phoenix regional airport (a39) and was enroute to chandler airport (chd) when at ,chandler airport,Chandler Municipal Airport,Chandler Municipal Airport
1019,2618,0,"(-23) PIC OF N5435L ATTEMPTED TO DEPART RUNWAY 27L AT THE BOULDER CITY AIRPORT (61B), FAILING TO REMOVE THE FLIGHT ","(-23) pic of n5435l attempted to depart runway 27l at the boulder city airport (61b), failing to remove the flight ",boulder city,"Boulder City, Nevada","Boulder City, Nevada"
1020,2621,0,(-23) PILOT BEGAN TAKEOFF ROLL ON GRASS AIRSTRIP IN KENLY NC. PRIOR TO LIFTOFF (TRANSITIONING FROM A 3 POINT ATTITU,(-23) pilot began takeoff roll on grass airstrip in kenly nc.,kenly nc,"Kenly, North Carolina","Kenly, North Carolina"
1021,2622,0,"(-23) THE PILOT STATED THAT HE TOPPED OFF ALL FUEL TANKS PRIOR TO DEPARTING GALVESTON, TEXAS (GLS). WHILE ENROUTE T","(-23) the pilot stated that he topped off all fuel tanks prior to departing galveston, texas (gls).",galveston,"Galveston, Texas","Galveston, Texas"
1022,2622,0,"(-23) THE PILOT STATED THAT HE TOPPED OFF ALL FUEL TANKS PRIOR TO DEPARTING GALVESTON, TEXAS (GLS). WHILE ENROUTE T","(-23) the pilot stated that he topped off all fuel tanks prior to departing galveston, texas (gls).",texas,Texas,Texas
1023,2623,0,(-23) DURING CLIMB OUT FROM MID-CONTINENT AIRPORT RUNWAY 1R THE AMATEUR BUILT/EXPERIMENTAL CHALLENGER II SPEC. EXPE,(-23) during climb out from mid-continent airport runway 1r the amateur built/experimental challenger ii spec.,mid-continent airport runway,Mid-Way Regional Airport,Kansas City International Airport
1024,2623,1,(-23) DURING CLIMB OUT FROM MID-CONTINENT AIRPORT RUNWAY 1R THE AMATEUR BUILT/EXPERIMENTAL CHALLENGER II SPEC. EXPE, expe.,expe,Exe,List of Greek and Latin roots in English/P
1025,2624,0,"(-23) SKYWEST 6379, CRJ7, DEPARTED SAN ANTONIO AT 0715C, FEBRUARY 26, 2006. THEN RETURNED AND LANDED AFTER BURNING ","(-23) skywest 6379, crj7, departed san antonio at 0715c, february 26, 2006.",skywest,SkyWest Airlines,SkyWest Airlines
1026,2624,0,"(-23) SKYWEST 6379, CRJ7, DEPARTED SAN ANTONIO AT 0715C, FEBRUARY 26, 2006. THEN RETURNED AND LANDED AFTER BURNING ","(-23) skywest 6379, crj7, departed san antonio at 0715c, february 26, 2006.",crj7,Bombardier CRJ700 series,Bombardier CRJ
1027,2624,0,"(-23) SKYWEST 6379, CRJ7, DEPARTED SAN ANTONIO AT 0715C, FEBRUARY 26, 2006. THEN RETURNED AND LANDED AFTER BURNING ","(-23) skywest 6379, crj7, departed san antonio at 0715c, february 26, 2006.",san antonio,San Antonio,San Antonio
1028,2625,0,"(-23) ON OCTOBER 21, 2005, A CESSNA 310, REGISTRATION NUMBER N3346X, S/N 310L-0196, LOST ITS RIGHT BRAKE AS IT WAS ","(-23) on october 21, 2005, a cessna 310, registration number n3346x, s/n 310l-0196, lost its right brake as it was ",cessna 310,Cessna 310,Cessna 310
1029,2626,0,"(-23) ON MARCH 25, 2006, AT 1422 CDT, PILOT IN COMMAND REPORTED TO HOUSTON ARTCC OF LOSING THE AIRCRAFT'S REAR CANO","(-23) on march 25, 2006, at 1422 cdt, pilot in command reported to houston artcc of losing the aircraft's rear cano",houston,Houston,Houston
1030,2627,0,"(-23) ASH 6351, CRJ 2, RETURNED TO ONTARIO, CA AT 0723PST WITH A NOSE GEAR ISSUE. (THE ""REMOVE BEFORE FLIGHT"" RED S","(-23) ash 6351, crj 2, returned to ontario, ca at 0723pst with a nose gear issue.",ash,Ash,Ash
1031,2627,0,"(-23) ASH 6351, CRJ 2, RETURNED TO ONTARIO, CA AT 0723PST WITH A NOSE GEAR ISSUE. (THE ""REMOVE BEFORE FLIGHT"" RED S","(-23) ash 6351, crj 2, returned to ontario, ca at 0723pst with a nose gear issue.",ontario,"Ontario, California","Ontario, California"
1032,2627,0,"(-23) ASH 6351, CRJ 2, RETURNED TO ONTARIO, CA AT 0723PST WITH A NOSE GEAR ISSUE. (THE ""REMOVE BEFORE FLIGHT"" RED S","(-23) ash 6351, crj 2, returned to ontario, ca at 0723pst with a nose gear issue.",ca,California,United States
1033,2630,1,(-23) ^PRIVACY DATA OMITTED^ HELICOPTER ENGINE POWER CHECKS WERE BEING CONDUCTED BY PILOT AND ONE CREWMEMBER. DURIN, durin.,durin,Durin,Durin
1034,2631,0,(-23) AIRTRAN AIRWAYS FLT 851 DEPARTED FROM MSP AT 1330Z HOURS ENROUTE TO ATL AND EXPERIENCED A LEFT GEAR DOOR UNSA,(-23) airtran airways flt 851 departed from msp at 1330z hours enroute to atl and experienced a left gear door unsa,airtran airways,AirTran Airways,AirTran Airways
1035,2634,1,(-23) ON 09-22-05 AT APPROX. 0122 LOCAL N181FL ON FLIGHT FROM ENW TO MKE DEPARTING ON RWY 24R. AT ABOUT 400' OF RWY, 0122 local n181fl on flight from enw to mke departing on rwy 24r.,mke,Sunshine Coast Airport,Sunshine Coast Airport
1036,2639,0,"(-23) THE AIRCRAFT HAD JUST BEEN REFUELED, PAX UNLOADED, AND NEW PAX LOADED FOR AN AIR TOUR. DURING THIS TIME THE P","(-23) the aircraft had just been refueled, pax unloaded, and new pax loaded for an air tour.",air tour,Air travel,Air travel
1037,2640,0,"(-23) AIR TRAN FLIGHT 895, A BOEING 717 AIRCRAFT ON A FLIGHT FROM BOSTON, MA TO CHICAGO, IL DIVERTED TO TO CHAMPAIG","(-23) air tran flight 895, a boeing 717 aircraft on a flight from boston, ma to chicago, il diverted to to champaig",air tran,Air Canada,Air Canada
1038,2640,0,"(-23) AIR TRAN FLIGHT 895, A BOEING 717 AIRCRAFT ON A FLIGHT FROM BOSTON, MA TO CHICAGO, IL DIVERTED TO TO CHAMPAIG","(-23) air tran flight 895, a boeing 717 aircraft on a flight from boston, ma to chicago, il diverted to to champaig",boeing,Boeing,Boeing
1039,2640,0,"(-23) AIR TRAN FLIGHT 895, A BOEING 717 AIRCRAFT ON A FLIGHT FROM BOSTON, MA TO CHICAGO, IL DIVERTED TO TO CHAMPAIG","(-23) air tran flight 895, a boeing 717 aircraft on a flight from boston, ma to chicago, il diverted to to champaig",boston,Boston,Boston
1040,2640,0,"(-23) AIR TRAN FLIGHT 895, A BOEING 717 AIRCRAFT ON A FLIGHT FROM BOSTON, MA TO CHICAGO, IL DIVERTED TO TO CHAMPAIG","(-23) air tran flight 895, a boeing 717 aircraft on a flight from boston, ma to chicago, il diverted to to champaig",ma,Massachusetts,Massachusetts
1041,2640,0,"(-23) AIR TRAN FLIGHT 895, A BOEING 717 AIRCRAFT ON A FLIGHT FROM BOSTON, MA TO CHICAGO, IL DIVERTED TO TO CHAMPAIG","(-23) air tran flight 895, a boeing 717 aircraft on a flight from boston, ma to chicago, il diverted to to champaig",chicago,Chicago,Chicago
1042,2640,0,"(-23) AIR TRAN FLIGHT 895, A BOEING 717 AIRCRAFT ON A FLIGHT FROM BOSTON, MA TO CHICAGO, IL DIVERTED TO TO CHAMPAIG","(-23) air tran flight 895, a boeing 717 aircraft on a flight from boston, ma to chicago, il diverted to to champaig",il,Illinois,Illinois
1043,2640,0,"(-23) AIR TRAN FLIGHT 895, A BOEING 717 AIRCRAFT ON A FLIGHT FROM BOSTON, MA TO CHICAGO, IL DIVERTED TO TO CHAMPAIG","(-23) air tran flight 895, a boeing 717 aircraft on a flight from boston, ma to chicago, il diverted to to champaig",champaig,"Champoeg, Oregon",Mallaig
1044,2642,0,(-23) THE PILOT IN COMMAND (PIC) FAILED TO ENSURE ALL FUEL TANK CAPS WERE SECURELY FASTENED PRIOR TO DEPARTURE. SUB,(-23) the pilot in command (pic) failed to ensure all fuel tank caps were securely fastened prior to departure.,pic,Pilot in command,Pilot in command
1045,2649,0,"(-23) PILOTS DEPARTED OSHKOSH, WI ENROUTE TO AN AIRPORT SOUTH OF GARY, IN. THE PILOTS ELECTED TO FLY OVER LAKE MICH","(-23) pilots departed oshkosh, wi enroute to an airport south of gary, in.",oshkosh,"Oshkosh, Wisconsin","Oshkosh, Wisconsin"
1046,2649,0,"(-23) PILOTS DEPARTED OSHKOSH, WI ENROUTE TO AN AIRPORT SOUTH OF GARY, IN. THE PILOTS ELECTED TO FLY OVER LAKE MICH","(-23) pilots departed oshkosh, wi enroute to an airport south of gary, in.",wi,Wisconsin,Wisconsin
1047,2649,0,"(-23) PILOTS DEPARTED OSHKOSH, WI ENROUTE TO AN AIRPORT SOUTH OF GARY, IN. THE PILOTS ELECTED TO FLY OVER LAKE MICH","(-23) pilots departed oshkosh, wi enroute to an airport south of gary, in.",gary,"Gary, Indiana","Gary, Indiana"
1048,2649,1,"(-23) PILOTS DEPARTED OSHKOSH, WI ENROUTE TO AN AIRPORT SOUTH OF GARY, IN. THE PILOTS ELECTED TO FLY OVER LAKE MICH", the pilots elected to fly over lake mich.,lake mich,Lake Michigamme,Lake Michigan
1049,2651,0,"(-23) ON SEPTEMBER 15, 2006 AT 1309 EST, A LANCAIR 350, N6500V, REGISTERED TO PRALL EQUIPMENT LEASING INC. DURING C","(-23) on september 15, 2006 at 1309 est, a lancair 350, n6500v, registered to prall equipment leasing inc.",lancair 350,Lancair 235,Lancair
1050,2651,0,"(-23) ON SEPTEMBER 15, 2006 AT 1309 EST, A LANCAIR 350, N6500V, REGISTERED TO PRALL EQUIPMENT LEASING INC. DURING C","(-23) on september 15, 2006 at 1309 est, a lancair 350, n6500v, registered to prall equipment leasing inc.",inc,Incorporation (business),Corporation
1051,2652,0,"(-23) ON JUNE 20, 2006, AMERICAN AIRLINES AIRCRAFT, N961TW A DC-9-82, ON A FLIGHT FROM LOS ANGELES, CA (LAX) TO O'H","(-23) on june 20, 2006, american airlines aircraft, n961tw a dc-9-82, on a flight from los angeles, ca (lax) to o'h",american,American Airlines,American Airlines
1052,2652,0,"(-23) ON JUNE 20, 2006, AMERICAN AIRLINES AIRCRAFT, N961TW A DC-9-82, ON A FLIGHT FROM LOS ANGELES, CA (LAX) TO O'H","(-23) on june 20, 2006, american airlines aircraft, n961tw a dc-9-82, on a flight from los angeles, ca (lax) to o'h",los angeles,Los Angeles,Los Angeles
1053,2652,0,"(-23) ON JUNE 20, 2006, AMERICAN AIRLINES AIRCRAFT, N961TW A DC-9-82, ON A FLIGHT FROM LOS ANGELES, CA (LAX) TO O'H","(-23) on june 20, 2006, american airlines aircraft, n961tw a dc-9-82, on a flight from los angeles, ca (lax) to o'h",ca,California,California
1054,2652,0,"(-23) ON JUNE 20, 2006, AMERICAN AIRLINES AIRCRAFT, N961TW A DC-9-82, ON A FLIGHT FROM LOS ANGELES, CA (LAX) TO O'H","(-23) on june 20, 2006, american airlines aircraft, n961tw a dc-9-82, on a flight from los angeles, ca (lax) to o'h",o'h,List of airline codes (H),Van Nuys Airport
1055,2653,2,"(-23) WHILE OPERATING PUBLIC USE FOR THE U.S. FOREST SERVICE THE EUROCOPTER AS-350B3, REGISTRATION N355EV, CRASHED "," forest service the eurocopter as-350b3, registration n355ev, crashed .",eurocopter as-350b3,Eurocopter AS350 Écureuil,Eurocopter AS350 Écureuil
1056,2661,0,"(-23) ON FINAL APPROACH TO MINONG, WI, THE PILOT DECIDED HE WAS OUT OF POSITION AND INITIATED A GO AROUND. PILOT ST","(-23) on final approach to minong, wi, the pilot decided he was out of position and initiated a go around.",minong,"Minong, Wisconsin","Minong, Wisconsin"
1057,2662,0,"(-23) THE PILOT STATED HE WAS OVER LAKE HUGHES WHEN THE ENGINE ""SPUTTERED."" HE THOUGHT THE LEFT TANK WAS EMPTY, AND","(-23) the pilot stated he was over lake hughes when the engine ""sputtered.",lake hughes,Hughes Lake (California),"Lake Hughes, California"
1058,2663,0,"(-23) ON OCTOBER 5, 2006, A VANS (EXPERIMENTAL) RV-8, N4546Y, LOST DIRECTIONAL CONTROL WHILE LANDING ON RUNWAY 1 RI","(-23) on october 5, 2006, a vans (experimental) rv-8, n4546y, lost directional control while landing on runway 1 ri",ri,Risør,Radian
1059,2666,0,"(-23) N694T CRASHED ON LANDING IN PADUCAH, KENTUCKY ON 02-03-07. 14:45 LOCAL TIME, PADUCAH TOWER: TOWER CLEARED N69","(-23) n694t crashed on landing in paducah, kentucky on 02-03-07.",paducah,"Paducah, Kentucky","Paducah, Kentucky"
1060,2666,0,"(-23) N694T CRASHED ON LANDING IN PADUCAH, KENTUCKY ON 02-03-07. 14:45 LOCAL TIME, PADUCAH TOWER: TOWER CLEARED N69","(-23) n694t crashed on landing in paducah, kentucky on 02-03-07.",kentucky,Kentucky,Kentucky
1061,2666,1,"(-23) N694T CRASHED ON LANDING IN PADUCAH, KENTUCKY ON 02-03-07. 14:45 LOCAL TIME, PADUCAH TOWER: TOWER CLEARED N69"," 14:45 local time, paducah tower: tower cleared n69.",paducah,"Paducah, Kentucky","Paducah, Kentucky"
1062,2667,0,"(-23) ON FEBRUARY 18, 2007, N7235K, BE-58-P, TOOK OFF FROM ABERDEEN, SD. WHEN THE PILOT RETRACTED THE GEAR, HE HEAR","(-23) on february 18, 2007, n7235k, be-58-p, took off from aberdeen, sd.",aberdeen,"Aberdeen, South Dakota","Aberdeen, South Dakota"
1063,2667,0,"(-23) ON FEBRUARY 18, 2007, N7235K, BE-58-P, TOOK OFF FROM ABERDEEN, SD. WHEN THE PILOT RETRACTED THE GEAR, HE HEAR","(-23) on february 18, 2007, n7235k, be-58-p, took off from aberdeen, sd.",sd,Socialist Federal Republic of Yugoslavia,Saudi Arabia
1064,2668,0,"(-23) ON JANUARY 21, 2007 AT 2100 PST, SOCATA TB20 A/C, N711RP, S/N: 1081 LANDED AT TOA RWY 29R WITH THE LANDING GE","(-23) on january 21, 2007 at 2100 pst, socata tb20 a/c, n711rp, s/n: 1081 landed at toa rwy 29r with the landing ge",toa,Time of arrival,Time of arrival
1065,2670,0,"(-23) THE FLIGHT DEPARTED ADDISON, TEXAS ON MARCH 27, 2007 FOR A BUSINESS TRIP TO IDAHO FALLS, IDAHO UNDER 14 CFR P","(-23) the flight departed addison, texas on march 27, 2007 for a business trip to idaho falls, idaho under 14 cfr p",addison,"Addison, Texas","Addison, Texas"
1066,2670,0,"(-23) THE FLIGHT DEPARTED ADDISON, TEXAS ON MARCH 27, 2007 FOR A BUSINESS TRIP TO IDAHO FALLS, IDAHO UNDER 14 CFR P","(-23) the flight departed addison, texas on march 27, 2007 for a business trip to idaho falls, idaho under 14 cfr p",texas,Texas,Texas
1067,2670,0,"(-23) THE FLIGHT DEPARTED ADDISON, TEXAS ON MARCH 27, 2007 FOR A BUSINESS TRIP TO IDAHO FALLS, IDAHO UNDER 14 CFR P","(-23) the flight departed addison, texas on march 27, 2007 for a business trip to idaho falls, idaho under 14 cfr p",idaho falls,"Idaho Falls, Idaho","Idaho Falls, Idaho"
1068,2670,0,"(-23) THE FLIGHT DEPARTED ADDISON, TEXAS ON MARCH 27, 2007 FOR A BUSINESS TRIP TO IDAHO FALLS, IDAHO UNDER 14 CFR P","(-23) the flight departed addison, texas on march 27, 2007 for a business trip to idaho falls, idaho under 14 cfr p",idaho,Idaho,Idaho
1069,2670,0,"(-23) THE FLIGHT DEPARTED ADDISON, TEXAS ON MARCH 27, 2007 FOR A BUSINESS TRIP TO IDAHO FALLS, IDAHO UNDER 14 CFR P","(-23) the flight departed addison, texas on march 27, 2007 for a business trip to idaho falls, idaho under 14 cfr p",cfr,Code of Federal Regulations,Code of Federal Regulations
1070,2671,0,"(-23) THIS FLIGHT ORIGINATED AT 3SQ, ST. CHARLES MUNICIPAL (ST. CHARLES, MO) AND CONTINUED TO KLIT (LITTLE ROCK, AR","(-23) this flight originated at 3sq, st.",st,"St. John's, Newfoundland and Labrador","St. John's, Newfoundland and Labrador"
1071,2671,1,"(-23) THIS FLIGHT ORIGINATED AT 3SQ, ST. CHARLES MUNICIPAL (ST. CHARLES, MO) AND CONTINUED TO KLIT (LITTLE ROCK, AR", charles municipal (st.,charles municipal,"Charles City County, Virginia",Charles River Rats
1072,2671,1,"(-23) THIS FLIGHT ORIGINATED AT 3SQ, ST. CHARLES MUNICIPAL (ST. CHARLES, MO) AND CONTINUED TO KLIT (LITTLE ROCK, AR", charles municipal (st.,st,"St. Charles County, Missouri","St. Charles, Missouri"
1073,2671,2,"(-23) THIS FLIGHT ORIGINATED AT 3SQ, ST. CHARLES MUNICIPAL (ST. CHARLES, MO) AND CONTINUED TO KLIT (LITTLE ROCK, AR"," charles, mo) and continued to klit (little rock, ar.",charles,"St. Charles, Missouri","St. Charles, Missouri"
1074,2671,2,"(-23) THIS FLIGHT ORIGINATED AT 3SQ, ST. CHARLES MUNICIPAL (ST. CHARLES, MO) AND CONTINUED TO KLIT (LITTLE ROCK, AR"," charles, mo) and continued to klit (little rock, ar.",mo,Missouri,United States
1075,2671,2,"(-23) THIS FLIGHT ORIGINATED AT 3SQ, ST. CHARLES MUNICIPAL (ST. CHARLES, MO) AND CONTINUED TO KLIT (LITTLE ROCK, AR"," charles, mo) and continued to klit (little rock, ar.",little rock,"Little Rock, Arkansas","Little Rock, Arkansas"
1076,2671,2,"(-23) THIS FLIGHT ORIGINATED AT 3SQ, ST. CHARLES MUNICIPAL (ST. CHARLES, MO) AND CONTINUED TO KLIT (LITTLE ROCK, AR"," charles, mo) and continued to klit (little rock, ar.",ar,Arkansas,Arkansas
