,index,input,sentence,head,relation,tail
3967,2544,"(-23) after normal touchdown the aircraft started sliding or hydroplaning toward left side of runway, aircraft stru",<triplet> runway <subj> touchdown <obj> use,runway,use,touchdown
3968,2545,(-23) the pilot stated while going through the start procedure the starter would not engage. he remembered that the,<triplet> start procedure <subj> starter <obj> has part <triplet> starter <subj> start procedure <obj> part of,start procedure,has part,starter
3969,2545,(-23) the pilot stated while going through the start procedure the starter would not engage. he remembered that the,<triplet> start procedure <subj> starter <obj> has part <triplet> starter <subj> start procedure <obj> part of,starter,part of,start procedure
3970,2546,(-23) aircraft lost power during takeoff at approximately 500 feet agl. pilot was able to make a 180 degree turn an,<triplet> (23) <subj> (180) <obj> opposite of <triplet> (180) <subj> (23) <obj> opposite of,(23),opposite of,(180)
3971,2546,(-23) aircraft lost power during takeoff at approximately 500 feet agl. pilot was able to make a 180 degree turn an,<triplet> (23) <subj> (180) <obj> opposite of <triplet> (180) <subj> (23) <obj> opposite of,(180),opposite of,(23)
3972,2547,"(-23) on june 9, 2004, at 2208 mdt, a cessna 172, n9474l, registered to civil air patrol, operating as a public use",<triplet> civil air patrol <subj> public use <obj> subclass of,civil air patrol,subclass of,public use
3973,2548,(-23) owner/pilot was test flying the aircraft because of an oil pressure problem. pilot took off from his back yar,<triplet> pilot <subj> pilot <obj> practiced by,pilot,practiced by,pilot
3974,2549,"(-23) according to eyewitnesses, the noncertificated pilot was doing hammerhead stalls in an unregistered homebuilt",<triplet> hammerhead stalls <subj> homebuilt <obj> subclass of,hammerhead stalls,subclass of,homebuilt
3975,2550,(-23) aircraft battery failed to start the aircraft. pilot attempted to charge battery unsuccessfully. pilot then j,<triplet> (23) aircraft battery <subj> charge battery <obj> different from <triplet> charge battery <subj> (23) aircraft battery <obj> different from,(23) aircraft battery,different from,charge battery
3976,2550,(-23) aircraft battery failed to start the aircraft. pilot attempted to charge battery unsuccessfully. pilot then j,<triplet> (23) aircraft battery <subj> charge battery <obj> different from <triplet> charge battery <subj> (23) aircraft battery <obj> different from,charge battery,different from,(23) aircraft battery
3977,2551,(-23) pilot departed fredericksburg shannon airport (ezf) with the aircraft tow bar attached. immediately after dep,<triplet> fredericksburg shannon airport <subj> ezf <obj> instance of,fredericksburg shannon airport,instance of,ezf
3978,2552,(-23) deceased passengers: front left seat ^privacy data omitted^ rear left seat ^privacy data omitted^            ,<triplet> front left seat <subj> rear left seat <obj> opposite of <triplet> rear left seat <subj> front left seat <obj> opposite of,front left seat,opposite of,rear left seat
3979,2552,(-23) deceased passengers: front left seat ^privacy data omitted^ rear left seat ^privacy data omitted^            ,<triplet> front left seat <subj> rear left seat <obj> opposite of <triplet> rear left seat <subj> front left seat <obj> opposite of,rear left seat,opposite of,front left seat
3980,2553,(-23) the pilot requested a long landing on 13l at dallas lovefield and the request was approved. n3217q landed run,<triplet> lovefield <subj> dallas <obj> located in the administrative territorial entity,lovefield,located in the administrative territorial entity,dallas
3981,2554,"(-23) on june 30, 2004 at approximately 1155z, while taxiing to parking the pilot turned off his taxi light to foll",<triplet> 1155z <subj> 1155 <obj> point in time,1155z,point in time,1155
3982,2555,(-23) aircraft impacted trees/terrain shortly after departure from runway 32. the aircraft was destroyed and no pos,<triplet> runway 32 <subj> runway <obj> instance of,runway 32,instance of,runway
3983,2556,"(-23) on may 10, 2004, a piper pa-38-112 single-engine airplane, n24007, was substantially damaged when it impacted",<triplet> pa-38-112 <subj> piper <obj> manufacturer,pa-38-112,manufacturer,piper
3984,2557,"(-23) pilot reported aircraft accident to fsdo at approximately 10:20 on 08/23/2004. pilot, owner mr. gary jones st",<triplet> aircraft accident <subj> 08/23/2004 <obj> point in time,aircraft accident,point in time,08/23/2004
3985,2558,"(-23) mr. jay yoshinaga, pilot and ^privacy data omitted^, mechanic, were departing runway 24 at ful when the aircr",<triplet> pilot <subj> mechanic <obj> different from <triplet> mechanic <subj> pilot <obj> different from,pilot,different from,mechanic
3986,2558,"(-23) mr. jay yoshinaga, pilot and ^privacy data omitted^, mechanic, were departing runway 24 at ful when the aircr",<triplet> pilot <subj> mechanic <obj> different from <triplet> mechanic <subj> pilot <obj> different from,mechanic,different from,pilot
3987,2559,"(-23) on september 15, 2004, on about 1200, an air tractor inc. at-502-b aircraft n90375, registered to gladeview a",<triplet> air tractor <subj> aircraft <obj> subclass of,air tractor,subclass of,aircraft
3988,2560,"(-23) the aircraft departed from runway 24 at n57, new garden airport. according to witnesses, the aircraft climbed",<triplet> runway 24 <subj> new garden airport <obj> part of <triplet> new garden airport <subj> runway 24 <obj> has part,runway 24,part of,new garden airport
3989,2560,"(-23) the aircraft departed from runway 24 at n57, new garden airport. according to witnesses, the aircraft climbed",<triplet> runway 24 <subj> new garden airport <obj> part of <triplet> new garden airport <subj> runway 24 <obj> has part,new garden airport,has part,runway 24
3990,2561,"(-23) ^privacy data omitted^ on 7-26-04 pilot in command, averon j. rosser had departed the bettles, alaska airport",<triplet> bettles <subj> alaska <obj> located in the administrative territorial entity <triplet> alaska <subj> bettles <obj> contains administrative territorial entity,bettles,located in the administrative territorial entity,alaska
3991,2561,"(-23) ^privacy data omitted^ on 7-26-04 pilot in command, averon j. rosser had departed the bettles, alaska airport",<triplet> bettles <subj> alaska <obj> located in the administrative territorial entity <triplet> alaska <subj> bettles <obj> contains administrative territorial entity,alaska,contains administrative territorial entity,bettles
3992,2562,(-23) the flight departed petaluma muni airport (069) at about 1000 pdt on 09/28/04. after several enroute water la,<triplet> petaluma muni airport <subj> water la <obj> place served by transport hub,petaluma muni airport,place served by transport hub,water la
3993,2563,"(-23) on august 21, 2004, at 08:45 edt, a mooney m20j, n202mg, s/n 24-1630 was returning from a local flight, landi",<triplet> m20j <subj> mooney <obj> subclass of <triplet> n202mg <subj> mooney <obj> subclass of,m20j,subclass of,mooney
3994,2563,"(-23) on august 21, 2004, at 08:45 edt, a mooney m20j, n202mg, s/n 24-1630 was returning from a local flight, landi",<triplet> m20j <subj> mooney <obj> subclass of <triplet> n202mg <subj> mooney <obj> subclass of,n202mg,subclass of,mooney
3995,2564,"(-23) aircraft crashed under unknown circumstances near fossil, or. substantial damage to a/c, pilot transported to",<triplet> a/c <subj> pilot <obj> used by,a/c,used by,pilot
3996,2565,"(-23) the pilot departed danville, il enroute to crystal lake, il in cessna 182, n92848, on august 23, 2004. the en","<triplet> danville <subj> il enroute to crystal lake, il in cessna 182, n92848 <obj> twinned administrative body <triplet> il enroute to crystal lake, il in cessna 182, n92848 <subj> danville <obj> twinned administrative body",danville,twinned administrative body,"il enroute to crystal lake, il in cessna 182, n92848"
3997,2565,"(-23) the pilot departed danville, il enroute to crystal lake, il in cessna 182, n92848, on august 23, 2004. the en","<triplet> danville <subj> il enroute to crystal lake, il in cessna 182, n92848 <obj> twinned administrative body <triplet> il enroute to crystal lake, il in cessna 182, n92848 <subj> danville <obj> twinned administrative body","il enroute to crystal lake, il in cessna 182, n92848",twinned administrative body,danville
3998,2566,(-23) fuel contamination in airframe fuel filter as well as in fuel filter and engine driven fuel pump filter. the ,<triplet> fuel pump filter <subj> fuel filter <obj> subclass of,fuel pump filter,subclass of,fuel filter
3999,2567,"(-23) on october 6, 2004, at 1515 local time (federal states of micronesia), a single-engine hughes 369hs, n74am, r",<triplet> federal states <subj> micronesia <obj> country,federal states,country,micronesia
4000,2568,(-23) pilot tatom departed the south helipad at st. francis hospital on a maintenance flight. during the flight bot,<triplet> (23) <subj> tatom <obj> has part <triplet> tatom <subj> (23) <obj> part of,(23),has part,tatom
4001,2568,(-23) pilot tatom departed the south helipad at st. francis hospital on a maintenance flight. during the flight bot,<triplet> (23) <subj> tatom <obj> has part <triplet> tatom <subj> (23) <obj> part of,tatom,part of,(23)
4002,2569,"(-23) n3889b, a be-35-f35, co-owned and registered to h.n. and patricia mccutchen, was based at the stillwater, ok ",<triplet> (23)n3889b <subj> be-35-f35 <obj> instance of,(23)n3889b,instance of,be-35-f35
4003,2570,(-23) aircraft veered off the rwy to the right on private airstrip under presumed attempt to take-off striking righ,<triplet> private airstrip <subj> rwy <obj> located on terrain feature,private airstrip,located on terrain feature,rwy
4004,2571,(-23) pilot reported the landing gear retracted during take-off roll. pilot further reported that prior to egressin,<triplet> landing gear <subj> take-off roll <obj> part of <triplet> take-off roll <subj> landing gear <obj> has part,landing gear,part of,take-off roll
4005,2571,(-23) pilot reported the landing gear retracted during take-off roll. pilot further reported that prior to egressin,<triplet> landing gear <subj> take-off roll <obj> part of <triplet> take-off roll <subj> landing gear <obj> has part,take-off roll,has part,landing gear
4006,2572,"(-23) on december 1, 2004, at approximately 1630 hours cst, a beechcraft be-23-a23, n1443l, collided with trees whi",<triplet> be-23-a23 <subj> beechcraft <obj> manufacturer,be-23-a23,manufacturer,beechcraft
4007,2573,"(-23) pilot departed aurora municipal airport (2h2), aurora, missouri, vfr enroute to air park south airport (2k2),",<triplet> aurora municipal airport <subj> aurora <obj> place served by transport hub,aurora municipal airport,place served by transport hub,aurora
4008,2574,"(-23) on ramp at hilo airport, pilot closed airstair door from outside. when finished unloading cargo, he proceeded",<triplet> airport <subj> hilo <obj> located in the administrative territorial entity,airport,located in the administrative territorial entity,hilo
4009,2575,(-23) ^privacy data omitt^ the pilot made an emergency landing without incident. he contacted northland aviation an,"<triplet> John F. Kennedy Airport <subj> Washington, D.C. <obj> place served by transport hub",John F. Kennedy Airport,place served by transport hub,"Washington, D.C."
