c5,c119,c119_output,c119_score
19990415014379I,"AFTER LANDING, N305EC EXITED RUNWAY 28 AT TAXIWAY CHARLIE. THE AIRCRAFT WAS NEAR CENTERLINE WHEN THE NOSE WHEEL TRA","AFTER LANDING, N305EC EXITED RUNWAY 28 AT TAXIWAY CHARLIE. THE AIRCRAFT WAS NEAR CENTERLINE WHEN THE NOSE WHEEL TRA",-0.35083022713661194
19990415020099I,"TWA, FLIGHT 580 DEPARTED RUNWAY 32 AT LINCOLN, NE. DURING CLIMB CABIN FAILED TO PRESSURIZE.  AIRCRAFT RETURNED TO L","TWA, FLIGHT 580 DEPARTED RUNWAY 32 AT { LINCOLN } [ Lincoln, Nebraska ], NE. DURING CLIMB CABIN FAILED TO PRESSURIZE.  AIRCRAFT RETURNED TO L",-0.5062116980552673
19980607012559A,"ACFT TOOK OFF AND CLIMBED TO APPROX 150 FEET AGL AT WHICH POINT BEGAN TO LOSE POWER, ACFT TO LAND IN A GRASSY AREA.","ACFT TOOK OFF AND CLIMBED TO APPROX 150 FEET AGL AT WHICH POINT BEGAN TO LOSE POWER, ACFT TO LAND IN A GRASSY AREA.",-0.2945290207862854
19990423039179A,"(.4)BEFORE DEPARTURE ON A FERRY FLIGHT, BOTH PREVIOUSLY DAMAGED PROPELLERS WERE REMOVED AND REPLACED. AN INCORRECT ","(.4)BEFORE DEPARTURE ON A { FERRY FLIGHT } [ Great Britain men's national field hockey team ], BOTH PREVIOUSLY DAMAGED PROPELLERS WERE REMOVED AND REPLACED. AN INCORRECT ",-0.5043723583221436
19980608025749A,"ON JUNE 8, 1998M AT 1055 HOURS PACIFIC DAYLIGHT TIME, A SAAB 91B, N6370L, WENT OFF THE END OF THE RUNWAY DURING AN ","ON JUNE 8, 1998M AT 1055 HOURS PACIFIC DAYLIGHT TIME, A SAAB 91B, N6370L, WENT OFF THE END OF THE RUNWAY DURING AN ",-0.5070660710334778
19990407020009I,UPON TAKEOFF AIRCRAFT WOULD NOT ACCELERATE. LANDING GEAR WOULD NOT RETRACT.  AIRCRAFT CIRCLED SIMI VALLEY TO BURN F,UPON TAKEOFF AIRCRAFT WOULD NOT ACCELERATE. LANDING GEAR WOULD NOT RETRACT.  AIRCRAFT CIRCLED SIMI VALLEY TO BURN F,-0.24036094546318054
19980613036149I,(-5) ON THE ABOVE DATE AND TIME EMERY 024 (HEAVY) WAS DEPARTING DAY WHEN THE MAIN CARGO DOOR OPENED FOR UNKNOWN REA,(-5) ON THE ABOVE DATE AND TIME EMERY 024 (HEAVY) WAS DEPARTING DAY WHEN THE MAIN CARGO DOOR OPENED FOR UNKNOWN REA,-0.12666897475719452
19980616023109I,LOUD BANG AND SHUDDER ENROUTE. SAW SPARKS AT ROTOR. RETURNED. ENGINE COWLING SEPERATED. COWL NOT FASTENED.         ,LOUD BANG AND SHUDDER ENROUTE. SAW SPARKS AT ROTOR. RETURNED. ENGINE COWLING SEPERATED. COWL NOT FASTENED.         ,-0.09480071812868118
19980617028129I,"ON JUNE 17, 1998, AN AS-350-BA HELICOPTER DEPARTED LIHUE AIRPORT ON THE ISLAND OF KAUAI, HAWAII, THE PILOT HAD NEGL","ON JUNE 17, 1998, AN AS-350-BA HELICOPTER DEPARTED { LIHUE } [ LIHUE ] AIRPORT ON THE ISLAND OF { KAUAI } [ Kuaiai, Hawaii ], { HAWAII } [ Hawaii ], THE PILOT HAD NEGL",-0.6135603189468384
19990515020569A,"ON MAY 15, 1999, AT 1754 ALASKA DAYLIGHT TIME, A TAILWHEEL EQUIPPED PIPER PA-20 AIRPLANE, N8883C, SUSTAINED SUBSTAN","ON MAY 15, 1999, AT 1754 { ALASKA } [ Auckland ] DAYLIGHT TIME, A TAILWHEEL EQUIPPED PIPER PA-20 AIRPLANE, N8883C, SUSTAINED SUBSTAN",-0.6389573216438293
19990518014329I,"STUDENT PRFLIGHTED, FOUND WATER. DRAINED UNTIL HE THOUGHT HE HAD ALL THE WATER OUT. TOLD INSTRUCTOR. INSTRUCTOR TOL","STUDENT PRFLIGHTED, FOUND WATER. DRAINED UNTIL HE THOUGHT HE HAD ALL THE WATER OUT. TOLD INSTRUCTOR. INSTRUCTOR TOL",-0.26835691928863525
19980705015659A,DURING GLIDER TOW AT 150FT AGL THE CANOPY OPENED. RELEASED TOW AND TRIED RETURN. SEPEATED GAR AND TAIL LANDING. (.4,DURING GLIDER TOW AT 150FT AGL THE CANOPY OPENED. RELEASED TOW AND TRIED RETURN. SEPEATED GAR AND TAIL LANDING. (.4,-0.19083230197429657
19990603013999I,FUEL COP IMPROPERLY SECURED AFTER FUELDING. CAP CAME OFF IN CRUISE FLIGHT ALLOWING FUEL TO SYPHON OUT OF THE WING T,FUEL COP IMPROPERLY SECURED AFTER FUELDING. CAP CAME OFF IN CRUISE FLIGHT ALLOWING FUEL TO SYPHON OUT OF THE WING T,-0.06055208295583725
19990511020019I,AIRCRAFT LANDED GEAR UP ON RUNWAY #1 AT ALBANY INTERNATIONAL AIRPORT. PILOT WAS IN THE PROCESS OF PERFORMING AN EME,AIRCRAFT LANDED GEAR UP ON RUNWAY #1 AT ALBANY INTERNATIONAL AIRPORT. PILOT WAS IN THE PROCESS OF PERFORMING AN EME,-0.07799925655126572
19980716021779I,AIRCRAFT FAILED PRESSURIZE ON CLIMB OUT. RETURNED. CARGO DOOR NOT PROPERLY CLOSED.                                 ,AIRCRAFT FAILED PRESSURIZE ON CLIMB OUT. RETURNED. CARGO DOOR NOT PROPERLY CLOSED.                                 ,-0.3495389521121979
19990613006919A,"ACFT CRASHED INTO A SWAMP UNDER UNKNOWN CIRCUMSTANCES, AND THE PILOT WAS TAKEN TO THE HOSPITAL WITH UNKNOWN INJURIE","ACFT CRASHED INTO A SWAMP UNDER { UNKNOWN CIRCUMSTANCES } [ Internet censorship in the United Kingdom ], AND THE PILOT WAS TAKEN TO THE { HOSPITAL } [ Hospital ] WITH { UNKNOWN INJURIE } [ Internet censorship in the United Kingdom ]",-0.43629080057144165
19980718023639A,FLOATPLANE COLLIDED WITH WATER WHEN HIS SEAT SLID BACK. LOST HOLD OF CONTROLS. PULLED THROTTLE COLSED. NOT FASTENED,FLOATPLANE COLLIDED WITH WATER WHEN HIS SEAT SLID BACK. LOST HOLD OF CONTROLS. PULLED THROTTLE COLSED. NOT FASTENED,-0.345503032207489
19990621014469I,"ON JULY 21, 1999, A DEHAVILLAND DHC-8-102, S/N 308, N810EX, OPERATED BY ALLEGHENY AIRLINES INC., ACCOMPLISHED A PRE","ON JULY 21, 1999, A { DEHAVILLAND } [ Delaware ] DHC-8-102, S/N 308, N810EX, OPERATED BY ALLEGHENY AIRLINES INC., ACCOMPLISHED A PRE",-0.5357807874679565
19990526022619I,"(-5) ON MAY 26, 1999, AT APPROXIMATELY 7:05 AM MDT MESA AIRLINES FLIGHT 105, A BE-1900D, TAXIED FROM THE MESA RAMP ","(-5) ON MAY 26, 1999, AT APPROXIMATELY 7:05 AM MDT { MESA } [ Mesa, Arizona ] AIRLINES FLIGHT 105, A BE-1900D, TAXIED FROM THE { MESA } [ Mesa, Arizona ] RAMP ",-0.3826400339603424
19990703029579I,(-23) THE RIGHT LANDING GEAR OF THIS AIRCRAFT HAD BEEN DAMAGED ON LANDING BY ANOTHER PILOT. EARL LESEBERG SUBSEQUEN,(-23) THE RIGHT LANDING GEAR OF THIS AIRCRAFT HAD BEEN DAMAGED ON LANDING BY ANOTHER PILOT. EARL LESEBERG SUBSEQUEN,-0.14142045378684998
19980729018239A,"ACFT HAD A FUEL EMERGENCY, PILOT REQUESTED APPROACH AND BOTH ENGINES QUIT, ACFT LANDED A 1/2 MILE SHORT OF RWY IN A","ACFT HAD A { FUEL } [ Puerto Rico ] { EMERGENCY } [ EMERGENCY ], PILOT REQUESTED APPROACH AND BOTH ENGINES QUIT, ACFT LANDED A 1/2 MILE SHORT OF { RWY } [ RWY ] IN A",-0.47573739290237427
19990722029789I,"(-23) 9/9/99 - A MR. DAVE HILDEBRAND (717)886-2184 CALLED TO REPORT AN INCIDENT THAT OCCURRED ON 7/22/99, INVOLVING","(-23) 9/9/99 - A MR. DAVE HILDEBRAND (717)886-2184 CALLED TO REPORT AN INCIDENT THAT OCCURRED ON 7/22/99, INVOLVING",-0.28603383898735046
19980807020039A,"AIR TAXI HAD DIFFICULTY BECOMING AIRBORNE AFTER TAKEOFF, ACFT LEFT THE GROUND BRIEFLY, VEERED TO THE LEFT, AND WENT","AIR TAXI HAD DIFFICULTY BECOMING { AIRBORNE } [ AIRBORNE ] AFTER TAKEOFF, ACFT LEFT THE GROUND BRIEFLY, VEERED TO THE LEFT, AND WENT",-0.5383244752883911
19990625023029I,(-23) OPERATED A/C IN AN UNAIRWORTHY CONDITION FOLLOWING A HYDRAULIC PROBLEM WHICH RESULTED IN OPERATING LANDING GE,(-23) OPERATED A/C IN AN UNAIRWORTHY CONDITION FOLLOWING A HYDRAULIC PROBLEM WHICH RESULTED IN OPERATING LANDING GE,-0.2076479196548462
19980817031319I,"AIRCRAFT DEPARTED OSAGE BEACH (K15) ON RUNWAY 14 ENROUTE TO KANSAS CITY, MISSOURI. UPON CLIMBOUT AT APPROXIMATELY 3","AIRCRAFT DEPARTED OSAGE BEACH (K15) ON RUNWAY 14 ENROUTE TO { KANSAS CITY } [ Kansas City, Missouri ], { MISSOURI } [ MissOURI ]. UPON CLIMBOUT AT APPROXIMATELY 3",-0.4783180058002472
19990701022969I,"(-23) APPROX. 8 MILES NORTH EAST OF BUNTING FIELD (DEPARTURE POINT) AT 800 FEET, THE PILOT EXPERIENCED LIGHT-MODERA","(-23) APPROX. 8 MILES NORTH EAST OF BUNTING FIELD (DEPARTURE POINT) AT 800 FEET, THE PILOT EXPERIENCED LIGHT-MODERA",-0.22109155356884003
19980826027739I,"AFTER THE GILLESPIE FIELD (SEE) DEPARTURE, CRUISE POWER SETTING FL035, THE PILOT NOTICED THE ENGINE RPM EXCEEDED RE","AFTER THE { GILLESPIE } [ Gilles Petersburg ] FIELD (SEE) DEPARTURE, CRUISE POWER SETTING FL035, THE PILOT NOTICED THE ENGINE RPM EXCEEDED RE",-0.4530729055404663
19980826043009I,(-5)PIC UNLATCHED THE RH ENGINE COWLING IN PREPARATION TO SHOW THE CO-PILOT HOW TO DO A MORE THOROUGH PRE-FLIGHT IN,(-5)PIC UNLATCHED THE RH ENGINE COWLING IN PREPARATION TO SHOW THE CO-PILOT HOW TO DO A MORE THOROUGH PRE-FLIGHT IN,-0.11987632513046265
19990708008519A,"TUNDRA COPTERS AIR TAXI (1973 BELL 206B HELICOPTER) CRASHED ON TAKE-OFF AND SUSTAINED SUBSTANTIAL DAMAGE, NO INJURI","TUNDRA COPTERS AIR TAXI (1973 BELL 206B HELICOPTER) CRASHED ON TAKE-OFF AND SUSTAINED SUBSTANTIAL DAMAGE, NO INJURI",-0.2119114249944687
19990910030979A,"(.19) ON SEPTEMBER 10, 1999, AT 1932 EASTERN DAYLIGHT TIME, A REICHERT MJ-77, N51MJ, OPERATED BY A COMMERCIALLY RAT","(.19) ON { SEPTEMBER } [ September 10 ] 10, 1999, AT 1932 { EASTERN DAYLIGHT } [ September 10 ] TIME, A REICHERT { MJ-77 } [ Michael J. List of Playboy Playmates of 1982 ], N51MJ, OPERATED BY A COMMERCIALLY RAT",-0.7027846574783325
19990719009299A,"AT 2015Z, UPS6993 RELAYED INFORMATION FROM DOWNED AIRCRAFT. ONE PERSON ON BOARD, NO INJURIES. AT 2110Z ENA AFSS CAL","AT 2015Z, UPS6993 RELAYED INFORMATION FROM DOWNED AIRCRAFT. ONE PERSON ON BOARD, NO INJURIES. AT 2110Z ENA AFSS CAL",-0.5195807814598083
19990722047379A,"(.4) WAITING ON THE RAMP FOR TAXI INSTRUCTIONS, THE COPILOT BROUGHT TO THE CAPTAIN'S ATTENTION THAT THE GEAR LOCK H","(.4) WAITING ON THE RAMP FOR { TAXI } [TAXI ] INSTRUCTIONS, THE COPILOT BROUGHT TO THE CAPTAIN'S ATTENTION THAT THE GEAR LOCK H",-0.44263675808906555
19990728010059A,"ACFT LOST CONTROL ON TAKE-OFF AND SUSTAINED SUBSTANTIAL DAMAGE. (.19) ON JULY 28, 1999, AT 1042 CENTRAL DAYLIGHT TI","ACFT LOST CONTROL ON TAKE-OFF AND SUSTAINED SUBSTANTIAL DAMAGE. (.19) ON JULY 28, 1999, AT 1042 CENTRAL DAYLIGHT TI",-0.25067901611328125
19991004029499I,"(-23) FIVE MINUTES AFTER ESTABLISHING CRUISE AT 11,000' THE DOOR UNLATCHED. THE PILOT COULD NOT HEAR THE RADIO OVER","(-23) FIVE MINUTES AFTER ESTABLISHING CRUISE AT 11,000' THE DOOR UNLATCHED. THE PILOT COULD NOT HEAR THE RADIO OVER",-0.1237235888838768
19990901042539A,"(.4)THE PILOT REPORTED THAT THE ENGINE RPM BEGAN DECREASING DURING THE TAKEOFF CLIMB, ABOUT 200 TO 300 FEET AGL, WH","(.4)THE PILOT REPORTED THAT THE ENGINE RPM BEGAN DECREASING DURING THE TAKEOFF CLIMB, ABOUT 200 TO 300 FEET AGL, WH",-0.40101975202560425
19981027039419I,"(-5) PILOT TOOK OFF ON RUNWAY 34 AT GPZ. SHORTLY AFTER TAKEOFF, AT APPROXIMATELY 200-300 FEET AGL, THE ENGINE QUIT.","(-5) PILOT TOOK OFF ON RUNWAY 34 AT GPZ. SHORTLY AFTER TAKEOFF, AT APPROXIMATELY 200-300 FEET AGL, THE ENGINE QUIT.",-0.3684172034263611
19991105036659A,"(-23) MR. KARUP WAS PROVIDING SUPERVISION TO A STUDENT PILOT ON A CROSS COUNTRY FLIGHT FROM JACKSONVILLE, NC (OAJ),","(-23) MR. KARUP WAS PROVIDING SUPERVISION TO A STUDENT PILOT ON A CROSS COUNTRY FLIGHT FROM { JACKSONVILLE } [ Jacksonville, North Carolina ], NC (OAJ),",-0.3437477648258209
19981115045229I,(-5) WHILE TAXIING FROM THE HANGER 6 WEST AT THE PURDUE AIRPORT (LAF) THE STUDENT PILOT LOST CONTROL OF THE AIRCRAF,(-5) WHILE TAXIING FROM THE HANGER 6 WEST AT THE PURDUE AIRPORT (LAF) THE STUDENT PILOT LOST CONTROL OF THE AIRCRAF,-0.12154833227396011
19981201042629I,"(-5)ON 12/01/98, AIRCRAFT N244AE, A SABB-340B, TYPE AIRCRAFT HAD UNDERGONE OVERNIGHT MAINTENANCE. MAINTENANCE CONSI","(-5)ON 12/01/98, AIRCRAFT N244AE, A SABB-340B, TYPE AIRCRAFT HAD UNDERGONE OVERNIGHT MAINTENANCE. MAINTENANCE CONSI",-0.4786498546600342
19981210043729I,"(-5) UPON TOUCHDOWN, THE AIRCRAFT VEERED SHARPLY TO THE LEFT, THE PILOT TRIED TO MAINTAIN CONTROL WITH FULL RIGHT R","(-5) UPON TOUCHDOWN, THE AIRCRAFT VEERED SHARPLY TO THE LEFT, THE PILOT TRIED TO MAINTAIN CONTROL WITH FULL RIGHT R",-0.6379789113998413
19991217045189A,"(.4) ON DECEMBER 17, 1999, AT 1024 HOURS PACIFIC STANDARD TIME, A CESSNA 172N, N738UA, OPERATED BY THE PILOT WAS SU","(.4) ON { DECEMBER } [ December 1999 ] 17, 1999, AT 1024 HOURS PACIFIC STANDARD TIME, A CESSNA 172N, N738UA, OPERATED BY THE PILOT WAS SU",-0.5062131285667419
19990930029029A,"(.19) ON SEPTEMBER 30, 1999, AT 2240 CENTRAL DAYLIGHT TIME, A CESSNA 150F AIRPLANE, N8092S, WAS SUBSTANTIALLY DAMAG","(.19) ON { SEPTEMBER } [ September ] 30, 1999, AT 2240 { CENTRAL } [ Central Australia ] DAYLIGHT TIME, A { CESSNA } [ Cessna ] 150F { AIRPLANE } [ Airplane ], N8092S, WAS SUBSTANTIALLY DAMAG",-0.6123496294021606
19990110039219I,"(.23) AFTER VIEWING THE VIDEO TAPE FROM A CAMERA ATTACHED TO MR. JACK LARRISON'S HELMET, I AGREE WITH THE ATTACHED ","(.23) AFTER VIEWING THE { VIDEO } [ Video ] TAPE FROM A { CAMERA } [ Camera ] ATTACHED TO MR. JACK LARRISON'S { HELMET } [ Helmets in the Middle-earth ], I AGREE WITH THE ATTACHED ",-0.7166087031364441
19990120005769I,(-5)ON 1-20-99 KITTY HAWK FLT 503 MHR-TOL DIVERTED TO MCI DUE TO LOSS OF ENGINE OIL FROM THE #1 ENGINE. INSPECTORS ,(-5)ON 1-20-99 KITTY HAWK FLT 503 MHR-TOL DIVERTED TO MCI DUE TO LOSS OF ENGINE OIL FROM THE #1 ENGINE. INSPECTORS ,-0.12333038449287415
19990216038189I,(-23) THE PILOT IN COMMAND OF A PART 135 AIR AMBULANCE FLIGHT TOOK OFF FROM RUNWAY 06 AT THE LADY'S ISLAND AIRPORT ,(-23) THE PILOT IN COMMAND OF A PART 135 AIR AMBULANCE FLIGHT TOOK OFF FROM RUNWAY 06 AT THE LADY'S ISLAND AIRPORT ,-0.060904402285814285
19950326015149I,NARRATIVE: ON LOWERING THE LANDING GEAR THE NOSE GEAR FAILED TO EXTEND. THE PILOT LANDED WITH THE NOSE GEAR RETRACT,NARRATIVE: ON LOWERING THE LANDING GEAR THE NOSE GEAR FAILED TO EXTEND. THE PILOT LANDED WITH THE NOSE GEAR RETRACT,-0.08398797363042831
19991210035729I,"(-23) THE PILOT IN COMMAND OF N789SL HAD FILED AN IFR FLIGHT PLAN FROM PALM SPRINGS (PSP), CA, TO OCEANSIDE (CRQ), ","(-23) THE PILOT IN COMMAND OF N789SL HAD FILED AN IFR FLIGHT PLAN FROM { PALM } [ Palm, California ] SPRINGS (PSP), { CA } [ California ], TO OCEANSIDE (CRQ), ",-0.7403355836868286
19990401002899A,"PAPILLION HELICOPTERS ACFT (1969 BELL 206B HELICOPTER) WAS ON A TRAINING FLIGHT WHEN THE ENGINE FAILED ON TAKE-OFF,","PAPILLION HELICOPTERS ACFT (1969 BELL 206B HELICOPTER) WAS ON A TRAINING FLIGHT WHEN THE ENGINE FAILED ON TAKE-OFF,",-0.19711703062057495
19990405003079A,"ISUA AIR TAXI ACFT EXPERIENCED #2 ENGINE PROBLEMS AFTER TAKE-OFF AND RETURNED TO LAND ON RWY 3, WHILE N838MA WAS ON","ISUA AIR TAXI ACFT EXPERIENCED #2 ENGINE PROBLEMS AFTER TAKE-OFF AND RETURNED TO LAND ON RWY 3, WHILE N838MA WAS ON",-0.19999723136425018
19950411007199A,ON DOWNWIND LOW ROTOR RPM. AUTOROTATED. LANDED OFF FIELD. SKIDS DUG IN. ROLLED. NO DEFECTS. KNOWN FALSE ROTOR HORN.,ON DOWNWIND LOW ROTOR RPM. AUTOROTATED. LANDED OFF FIELD. SKIDS DUG IN. ROLLED. NO DEFECTS. KNOWN FALSE ROTOR HORN.,-0.0920996367931366
19950419014719A,TOOK OFF WITHOUT NOTING REAR ENGINE NOT RUNNING. STALLED ON DOWNWIND CLIMBING TURN. POH ADVISE LEADING REAR ENGINE.,TOOK OFF WITHOUT NOTING REAR ENGINE NOT RUNNING. STALLED ON DOWNWIND CLIMBING TURN. POH ADVISE LEADING REAR ENGINE.,-0.25166794657707214
19950510025289I,ON TAKEOFF UNSECURED PALLETS TRAVEL REARWARD STUCK AFT BULKHEAD AND DOOR. ABORTED. PALLETS WENT FORWARD HIT WALL.  ,ON TAKEOFF UNSECURED PALLETS TRAVEL REARWARD STUCK AFT BULKHEAD AND DOOR. ABORTED. PALLETS WENT FORWARD HIT WALL.  ,-0.261945515871048
19990520026209A,(.4) THE PILOT REPORTED THAT HE HAD FORGOTTEN TO REMOVE THE FUEL VENT COVER DURING HIS PREFLIGHT INSPECTION. SHORTL,(.4) THE PILOT REPORTED THAT HE HAD FORGOTTEN TO REMOVE THE FUEL VENT COVER DURING HIS PREFLIGHT INSPECTION. SHORTL,-0.44242510199546814
19950513047619A,ALASKA DEPT FISH. BRAKE DRAGGED ON TAKEOFF IGNORED. NOSED OVER. PARKING BRAKE WAS ON.                              ,ALASKA DEPT FISH. BRAKE DRAGGED ON TAKEOFF IGNORED. NOSED OVER. PARKING BRAKE WAS ON.                              ,-0.3182617723941803
19990528006079A,"N7991Y DEPARTED MLC, LEFT ENGINE FAILED, ACFT CRASHED 2 MILES SOUTH OF AIRPORT.(.19) ON MAY 28, 1999, AT 1630 CENTR","N7991Y DEPARTED MLC, LEFT ENGINE FAILED, ACFT CRASHED 2 MILES SOUTH OF AIRPORT.(.19) ON MAY 28, 1999, AT 1630 CENTR",-0.6533687710762024
19950516029439I,DISTRACTED ROLLED OFF EDGE TAXIWAY TAIL HIT GROUND. CONTINUED TO OPERATE. LATER FOUND MORE DAMAGE THAN REPORTED.   ,DISTRACTED ROLLED OFF EDGE { TAXIWAY } [ Atlanta Braves ] TAIL HIT GROUND. CONTINUED TO OPERATE. LATER FOUND MORE DAMAGE THAN REPORTED.   ,-0.5443907976150513
19950519013859A,GEAR SLOW RETRACTING ON CLIMBOUT. UNABLE LOCK DOWN. USED BOTTLE. NOSE GEAR STILL UP. HYDRAULIC FLUID DEPLETED.     ,GEAR SLOW RETRACTING ON CLIMBOUT. UNABLE LOCK DOWN. USED BOTTLE. NOSE GEAR STILL UP. HYDRAULIC FLUID DEPLETED.     ,-0.14492326974868774
19990714022959I,(-23) ACCORDING TO THE PILOT HE DEPARTED FRONT RANGE AIRPORT DURING THE HOURS OF DARKNESS. DURING THE START AND RUN,(-23) ACCORDING TO THE PILOT HE DEPARTED FRONT RANGE AIRPORT DURING THE HOURS OF DARKNESS. DURING THE START AND RUN,-0.09477014094591141
19990715022879I,"(-23) UPON TAKEOFF, THE DOOR IMMEDIATELY AFTER THE AIRCRAFT LEFT THE GROUND. THE PILOT ELECTED TO LAND ON THE REMAI","(-23) UPON TAKEOFF, THE DOOR IMMEDIATELY AFTER THE AIRCRAFT LEFT THE GROUND. THE PILOT ELECTED TO LAND ON THE REMAI",-0.26066678762435913
19950602032329I,VEERED OFF TAXIWAY. STRUCK TAXIWAY LIGHT. WAS ADVISED DAMAGED PROP. CONTINUED TO LIT.                              ,VEERED OFF TAXIWAY. STRUCK TAXIWAY LIGHT. WAS ADVISED DAMAGED PROP. CONTINUED TO LIT.                              ,-0.34906452894210815
19990717035079A,(.4) THE HELICOPTER LOST ENGINE POWER DURING TAKEOFF DUE TO CONTAMINATED FUEL. THE COMMERCIAL HELICOPTER PILOT STAT,(.4) THE { HELICOPTER } [ Home appliance ] LOST ENGINE POWER DURING TAKEOFF DUE TO CONTAMINATED FUEL. THE COMMERCIAL { HELICOPTER } [ Home appliance ] PILOT STAT,-0.13129086792469025
19990802033029I,"(-23) ON AUG. 2, 1999, N711BN, A BE-90, DEPARTED FROM WEST PALM BEACH INT'L WITH PILOT DUANE CRITHFIELD, CERTIFICAT","(-23) ON AUG. 2, 1999, N711BN, A BE-90, DEPARTED FROM { WEST PALM } [ West Palm Beach, Florida ] BEACH INT'L WITH PILOT DUANE CRITHFIELD, CERTIFICAT",-0.4684707224369049
19950619018959I,DEPARTED HYA TO REPOSITION TO ACK. DOOR LIGHT CAME ON. TRIED CLOSE CREW DOOR. DOOR DEPARTED. RETURNED. CUT HIS ARM.,DEPARTED HYA TO REPOSITION TO ACK. DOOR LIGHT CAME ON. TRIED CLOSE CREW DOOR. DOOR DEPARTED. RETURNED. CUT HIS ARM.,-0.12534095346927643
19950628021709I,TRANSMISSION ACCESS DOOR SEPARATED HIT MAIN ROTOR. LANDED OK. MECHANIC HAD FAILED TO LATCH DOOR AFTER MAINTENANCE. ,TRANSMISSION ACCESS DOOR SEPARATED HIT MAIN ROTOR. LANDED OK. MECHANIC HAD FAILED TO LATCH DOOR AFTER MAINTENANCE. ,-0.18009141087532043
19990922032209I,(-23) NOSE GEAR FAILED TO RETRACT AFTER TAKE OFF. EMERGENCY EQUIPMENT WAS NOTIFIED BUT NOT ON STANDBY.  THE BOEING ,(-23) NOSE GEAR FAILED TO RETRACT AFTER TAKE OFF. EMERGENCY EQUIPMENT WAS NOTIFIED BUT NOT ON STANDBY.  THE BOEING ,-0.13355664908885956
19990923027739A,"(.19) ON SEPTEMBER 23, 1999, AT 1900 HOURS PACIFIC DAYLIGHT TIME, A HOMEBUILT CIERNIA GLASAIR III, N153JC, EXPERIEN","(.19) ON { SEPTEMBER } [ September ] 23, 1999, AT 1900 HOURS PACIFIC DAYLIGHT TIME, A HOMEBUILT { CIERNIA GLASAIR } [ CIERNIA GLASAIR ] III, N153JC, EXPERIEN",-0.5652742385864258
19990928027529I,(-23) OPERATOR EXPERIENCED LOW OIL PRESSURE INDICATION ON CLIMB. OPERATOR RETURNED TO AIRPORT AND MADE A NORMAL LAN,(-23) OPERATOR EXPERIENCED LOW OIL PRESSURE INDICATION ON CLIMB. OPERATOR RETURNED TO AIRPORT AND MADE A NORMAL LAN,-0.07677128911018372
19990930042579I,(-23)THE PILOT LINED UP FOR TAKE OFF ON RUNWAY 31C ON THE RIGHT HAND RUNWAY SHOULDER MARKING LINE INSTEAD OF THE CE,(-23)THE PILOT LINED UP FOR TAKE OFF ON RUNWAY 31C ON THE RIGHT HAND RUNWAY SHOULDER MARKING LINE INSTEAD OF THE CE,-0.3013627529144287
19950713018299A,SLOW SPEED ON TAKEOFF. BEGAN DUMPING LOAD. ROTATED END RUNWAY. SETTLED HIT DITCH. NOSED OVER. FAILED CHECK GROSS WT,SLOW SPEED ON TAKEOFF. BEGAN DUMPING LOAD. ROTATED END RUNWAY. SETTLED HIT DITCH. NOSED OVER. FAILED CHECK GROSS WT,-0.061659518629312515
19950722024569A,DURING RUNUP AT END RUNWAY. PASSENGER EXITED ON HIS OWN TO WIPE DEW OFF WINDSHIELD. BACKED INTO PROPELLER. (-23) TH,DURING RUNUP AT END RUNWAY. PASSENGER EXITED ON HIS OWN TO WIPE DEW OFF WINDSHIELD. BACKED INTO PROPELLER. (-23) TH,-0.3250925838947296
19950728031169I,LOST NR4 ENGINE COWL ON TAKEOFF. INDICATES MAINTENANCE FAILED TO FASTEN COWLING.                                   ,LOST NR4 ENGINE COWL ON TAKEOFF. INDICATES MAINTENANCE FAILED TO FASTEN COWLING.                                   ,-0.3060091733932495
19950805022089A,LOST POWER DESCENDING TO SPRAY. DUMPED LOAD. HIT STUMP LANDING. NOSED OVER. FUEL UNIT HAD KNOWN PRIOR LOW PRESSURE.,LOST POWER DESCENDING TO SPRAY. DUMPED LOAD. HIT STUMP LANDING. NOSED OVER. FUEL UNIT HAD KNOWN PRIOR LOW PRESSURE.,-0.09418424218893051
19950815028499A,HIGH OIL TEMP. LOUD POP. AUTOROTATED. ROCKED LANDING. CHOPPED TAIL. SHOP RAG WRAPPED ON TAIL SHAFT. BLOCKED COOLER.,HIGH OIL TEMP. LOUD POP. AUTOROTATED. ROCKED LANDING. CHOPPED TAIL. SHOP RAG WRAPPED ON TAIL SHAFT. BLOCKED COOLER.,-0.07547198981046677
19950821032519A,DISTRACTED AND FORGOT TO RAISE GEAR ON AMPHIBIOUS FLOATS FOR WATER LANDING. FLIPPED OVER. (-23) PILOT FORGOT TO RET,DISTRACTED AND FORGOT TO RAISE GEAR ON { AMPHIBIOUS } [ Philadelphia ] FLOATS FOR WATER LANDING. FLIPPED OVER. (-23) PILOT FORGOT TO RET,-0.21706023812294006
19950823036769I,POSITIONING FLIGHT LOST CABIN DOOR OFF AIRCRAFT. CABIN CREWMAN APPARENTLY FAILED LATCH DOOR. WARNING LIGHT INOP.   ,POSITIONING FLIGHT LOST CABIN DOOR OFF AIRCRAFT. CABIN CREWMAN APPARENTLY FAILED LATCH DOOR. WARNING LIGHT INOP.   ,-0.25069162249565125
