,index,input,sentence,head,relation,tail
2837,2460,(-23) ^PRIVACY DATA OMITTED^ THE PILOT REFUELED THE AIRCRAFT AT HIS DESTINATION FROM TWO FIVE GALLON CONTAINERS HE ,<triplet> AirCRAFT <subj> CONTAINERS <obj> has part <triplet> CONTAINERS <subj> AirCRAFT <obj> part of,CONTAINERS,part of,AirCRAFT
2838,2461,"(-23) INSPECTOR STATEMENT: ON SEPTEMBER 16, 2002 AT ABOUT 9:30 A.M. LOCAL TIME IN THE VICINITY OF THE CANADAIGUA AI",<triplet> INSPECTOR <subj> CANADAIGUA <obj> applies to jurisdiction,INSPECTOR,applies to jurisdiction,CANADAIGUA
2839,2462,(-23) AIRCRAFT WINGTIP STRUCK LIGHT POLE WHILE TAXIING IN AN AREA OF CONSTRUCTION. THE POLE LIGHTS WERE UNLIT AS WA,<triplet> WINGTIP <subj> AIRCRAFT <obj> subclass of,WINGTIP,subclass of,AIRCRAFT
2840,2463,(-23) DURING PREFLIGHT JUST PRIOR TO DEPARTURE PILOT WAS DISTRACTED BY CELL PHONE CALL. PILOT FAILED TO REMOVE AIRC,<triplet> PILOT FAILED TO REMOVE AIRC <subj> PREFLIGHT <obj> has effect,PILOT FAILED TO REMOVE AIRC,has effect,PREFLIGHT
2841,2464,"(-23) PILOT DID NOT PERFORM A THOROUGH PREFLIGHT INSPECTION, THUS OVERLOOKING A PROPELLER LOCK ATTACHMENT. HE THEN ",<triplet> PILOT <subj> PREFLIGHT INSPECTION <obj> different from <triplet> PREFLIGHT INSPECTION <subj> PILOT <obj> different from,PILOT,different from,PREFLIGHT INSPECTION
2842,2464,"(-23) PILOT DID NOT PERFORM A THOROUGH PREFLIGHT INSPECTION, THUS OVERLOOKING A PROPELLER LOCK ATTACHMENT. HE THEN ",<triplet> PILOT <subj> PREFLIGHT INSPECTION <obj> different from <triplet> PREFLIGHT INSPECTION <subj> PILOT <obj> different from,PREFLIGHT INSPECTION,different from,PILOT
2843,2465,"(-23) PILOT REPORTED WHEN RETURNING TO LEVEL FLIGHT FROM INVERTED AEROBATIC MANEUVER, ENGINE ""BURBLED"". PILOT DECLA",<triplet> MANEUVER <subj> AEROBATIC <obj> subclass of,MANEUVER,subclass of,AEROBATIC
2844,2466,(-23) WITNESS REPORTED SEEING CESSNA CE-401 N531MH DEPART EAGLE CREEK AIRPORT WITHOUT ANY LIGHTS AFTER DARK. AIR TR,<triplet> CESSNA CE-401 <subj> DEPART EAGLE CREEK AIRPORT <obj> location,CESSNA CE-401,location,DEPART EAGLE CREEK AIRPORT
2845,2467,"(-23) ON NOVEMBER 17, 2002, AT 1630 LOCAL TIME A CESSNA 152, N4823L REGISTERED TO AERO WINGS INC. AND OPERATED BY J","<triplet> AERO WINGS <subj> NOVEMBER 17, 2002 <obj> inception",AERO WINGS,inception,"NOVEMBER 17, 2002"
2846,2468,(-23) CREW FAILED TO SWITCH ON THE WING AND ENGINE ANTI-ICE WHEN GROUND ICING CONDITIONS EXISTED. CORRECTED ON THE ,<triplet> WING <subj> ENGINE ANTI-ICE <obj> different from <triplet> ENGINE ANTI-ICE <subj> WING <obj> different from,WING,different from,ENGINE ANTI-ICE
2847,2468,(-23) CREW FAILED TO SWITCH ON THE WING AND ENGINE ANTI-ICE WHEN GROUND ICING CONDITIONS EXISTED. CORRECTED ON THE ,<triplet> WING <subj> ENGINE ANTI-ICE <obj> different from <triplet> ENGINE ANTI-ICE <subj> WING <obj> different from,ENGINE ANTI-ICE,different from,WING
2848,2469,"(.19) ON OCTOBER 2, 2002, ABOUT 1540 EASTERN DAYLIGHT TIME, A BEAGLE AIRCRAFT B.206 BASSET, N72KB, WAS DESTROYED AF",<triplet> B.206 BASSET <subj> BEAGLE <obj> manufacturer,B.206 BASSET,manufacturer,BEAGLE
2849,2470,(-23) PILOT REPORTED AIRCRAFT WOULD NOT ROTATE ON TAKE-OFF ROLL. ABORTED TAKEOFF AND AIRCRAFT SKIDDED OFF THE END O,<triplet> TAKEOFF <subj> TAKE-OFF ROLL <obj> different from <triplet> TAKE-OFF ROLL <subj> TAKEOFF <obj> different from,TAKEOFF,different from,TAKE-OFF ROLL
2850,2470,(-23) PILOT REPORTED AIRCRAFT WOULD NOT ROTATE ON TAKE-OFF ROLL. ABORTED TAKEOFF AND AIRCRAFT SKIDDED OFF THE END O,<triplet> TAKEOFF <subj> TAKE-OFF ROLL <obj> different from <triplet> TAKE-OFF ROLL <subj> TAKEOFF <obj> different from,TAKE-OFF ROLL,different from,TAKEOFF
2851,2471,(-23) WITNESSES AT THE DEPARTURE AIRPORT STATED THAT PILOT HAD SIGNIFICANT DIFFICULTY STARTING THE AIRCRAFT IMMEDIA,<triplet> Air Race to Hanoi <subj> Hanoi <obj> location,Air Race to Hanoi,location,Hanoi
2852,2472,(-23) MS BOMBERGER LANDED AT CTJ AFTER A SECOND NO FLAP APPROACH AND RAN OFF THE END OF THE RUNWAY CAUSING THE NOSE,<triplet> (23)MS BOMBERGER <subj> CTJ <obj> start point,(23)MS BOMBERGER,start point,CTJ
2853,2473,"(.19) ON JANUARY 9, 2003, APPROXIMATELY 1500 CENTRAL STANDARD TIME, AN AEROSPATIALE AS-350-BA SINGLE-ENGINE HELICOP",<triplet> AS-350-BA <subj> AEROSPATIALE <obj> subclass of,AS-350-BA,subclass of,AEROSPATIALE
2854,2474,"(-23) DURING THE TAKEOFF ROLL THE PILOT IN COMMAND NOTICED A ""VIBRATION"". THE VIBRATION CONTINUED AND AS THE AIRCRA",<triplet> TAKEOFF ROLL <subj> AIRCRA <obj> manufacturer,TAKEOFF ROLL,manufacturer,AIRCRA
2855,2475,(-23) AIRCRAFT HAD BEEN GROUNDED BECAUSE THE BRAKES WERE INOPERATIVE. CFK AND STUDENT PILOT FAILED TO CHECK THE DIS,<triplet> CFK <subj> AIRCRAFT <obj> subclass of,CFK,subclass of,AIRCRAFT
2856,2476,(-23) WHILE BEGINNING A TAKEOFF ROLL ON RUNWAY 4 THE CREW OF N961LL ABORTED THE TAKEOFF AFTER REACHING AN AIRSPEED ,<triplet> N961LL <subj> TAKEOFF <obj> instance of,N961LL,instance of,TAKEOFF
2857,2477,"(-23) ON DECEMBER 19, 2002, ABOUT 1530 MOUNTAIN STANDARD TIME, A BEECHCRAFT A36, N323D, LANDED THE AIRCRAFT WITHOUT",<triplet> A36 <subj> BEECHCRAFT <obj> subclass of,A36,subclass of,BEECHCRAFT
2858,2478,"(-23) ON DECEMBER 19, 2002, AT APPROXIMATELY 1:03 AM, A FALCON DA-20 LANDED AT STANIFORD INTERNATIONAL AIRPORT WITH",<triplet> DA-20 <subj> FALCON <obj> operator,DA-20,operator,FALCON
2859,2479,"(-23) BAGS FROM AFT BAGGAGE STRUCK THE TAIL ROTOR IN FLIGHT, SUBSEQUENTLY THE TAIL ROTOR FAILED THE PILOT LANDED IN",<triplet> AFT BAGGAGE <subj> BAGGAGE <obj> product or material produced,AFT BAGGAGE,product or material produced,BAGGAGE
2860,2480,"(-23) CREW WAITED FOR AIRCRAFT TO BE TAXIED TO GATE FROM HANGAR, ASSUMING THAT IT HAD BEEN INSIDE AND DEICED. ON TH",<triplet> HANGAR <subj> GATE <obj> located in or next to body of water,HANGAR,located in or next to body of water,GATE
2861,2481,"(-23) ON 02/08/2003 AT APPROXIMATELY 22:30, A LEAR JET OPERATED BY FS AIR, ON A MEDEVAC OPERATION, SLID OFF THE END",<triplet> FS AIR <subj> MEDEVAC <obj> use,FS AIR,use,MEDEVAC
2862,2482,"(-23) ON JANUARY 30, 2003, ABOUT 0330 ALASKA STANDARD TIME, A CESSNA 208B AIRPLANE, N1276P, SUSTAINED SUBSTANTIAL D",<triplet> CessNA 208B <subj> AIRPLANE <obj> subclass of,CessNA 208B,subclass of,AIRPLANE
2863,2483,"(-23) NO NTSB ACCIDENT NO, AS THIS IS AN ULTRA-LIGHT AIRCRAFT, AND THEY ELECTED NOT TO DO AN ACCIDENT REPORT. ^PRIV",<triplet> P-51 Mustang <subj> Ford Motor Company <obj> manufacturer,P-51 Mustang,manufacturer,Ford Motor Company
2864,2484,"(-23) ON JUNE 11, 2003 AT APPROXIMATELY 1242 EDT, A STEVEN D. AYERS EXPERIMENTAL RV-6A AIRCRAFT CRASHED DURING TAKE",<triplet> AYERS EXPERIMENTAL RV-6A <subj> AIRCRAFT <obj> instance of,AYERS EXPERIMENTAL RV-6A,instance of,AIRCRAFT
2865,2485,(-23) A HOSE USED TO FILL THE CHEMICAL TANK FOR AERIAL APPLICATION WAS NOT REMOVED BEFORE THE PILOT ATTEMPTED TO TA,<triplet> Hose <subj> HEMICAL TANK <obj> part of,Hose,part of,HEMICAL TANK
2866,2486,(-23) DURING TAXI FROM HANGER TO FUEL PUMPS AIRCRAFT WAS ON TAXIWAY WHEN A TELEPHONE MAN HOLE COVER BROKE AS AIRCRA,<triplet> HANGER <subj> AIRCRA <obj> operator,HANGER,operator,AIRCRA
2867,2487,"(-23) ON JUNE 15, 2003 AT APPROXIMATELY 1730 CENTRAL DAYLIGHT TIME, N20553 EXPERIENCED A LOSS OF POWER DURING TAKE ","<triplet> N20553 <subj> June 15, 2003 <obj> point in time",N20553,point in time,"June 15, 2003"
2868,2488,(-23) PILOT FAILED TO ASSURE THE OIL FILLER CAP WAS SECURE AND TOOK OFF. OIL WAS OBSERVED COMING OUT OF THE ENGINE ,<triplet> PILOT <subj> ENGINE <obj> uses <triplet> ENGINE <subj> PILOT <obj> used by,PILOT,uses,ENGINE
2869,2488,(-23) PILOT FAILED TO ASSURE THE OIL FILLER CAP WAS SECURE AND TOOK OFF. OIL WAS OBSERVED COMING OUT OF THE ENGINE ,<triplet> PILOT <subj> ENGINE <obj> uses <triplet> ENGINE <subj> PILOT <obj> used by,ENGINE,used by,PILOT
2870,2489,(-23) AIRCRAFT EXPERIENCED LOSS OF ENGINE POWER WHILE IN FLIGHT. PARTIAL POWER WAS RESTORED AND PILOT ATTEMPTED TO ,<triplet> (23) AIRCRAFT <subj> (23) AIRCRAFT <obj> different from,(23) AIRCRAFT,different from,(23) AIRCRAFT
2871,2490,(-23) A MEAL CART RELEASED ON LANDING AND TRAVELED NEARLY TO DOOR #2. THE CART HIT SEVERAL PASSENGERS AS IT TRAVERS,<triplet> (23) <subj> MEAL CART <obj> instance of,(23),instance of,MEAL CART
2872,2491,(-23) ^PRIVACY DATA OMITTED^ ON 6/17/2003 N7401P HAD A RIGHT MAIN GEAR FAILURE WHILE LANDING AT FOX FIELD LANCASTER,<triplet> FOX <subj> FIELD LANCASTER <obj> headquarters location,FOX,headquarters location,FIELD LANCASTER
2873,2492,"(-23) ON APRIL 17, 2003, AT 19:09 CENTRAL STANDARD TIME, AN EXPERIMENTAL AMATEUR BUILT MODEL BUCKER BU133R, N103S, ",<triplet> BUCKER <subj> BU133R <obj> has part <triplet> BU133R <subj> BUCKER <obj> part of,BUCKER,has part,BU133R
2874,2492,"(-23) ON APRIL 17, 2003, AT 19:09 CENTRAL STANDARD TIME, AN EXPERIMENTAL AMATEUR BUILT MODEL BUCKER BU133R, N103S, ",<triplet> BUCKER <subj> BU133R <obj> has part <triplet> BU133R <subj> BUCKER <obj> part of,BU133R,part of,BUCKER
2875,2493,"(-23) ON MAY 31, 2003, APPROXIMATELY 1030 CENTRAL DAYLIGHT TIME, AN AEROTEK PITTS S-2A SINGLE-ENGINE AEROBATIC BI-P",<triplet> AEROTEK <subj> AEROBATIC <obj> product or material produced,AEROTEK,product or material produced,AEROBATIC
2876,2494,"(-23) THE AIRCRAFT DEPARTED BARTLESVILLE MUNICIPAL AIRPORT (BVO) BARTLESVILLE, OK AT 1147 AM LOCAL TIME FOR A LOCAL","<triplet> BARTLESville MUNICIPAL AIRPORT <subj> BARTLESville, OK <obj> place served by transport hub",BARTLESville MUNICIPAL AIRPORT,place served by transport hub,"BARTLESville, OK"
2877,2495,"(-23) AFTER GEAR MAINTENANCE AT SWEET WATER, THE EMERGENCY GEAR HANDLE NOT STOWED. PASSENGER SEAT BELT INTERFERED W",<triplet> SEAT BELT <subj> GEAR MAINTENANCE <obj> part of,SEAT BELT,part of,GEAR MAINTENANCE
2878,2496,(-23) MR. CAMPBELL FLEW HIS AIRCRAFT AFTER THE VACUUM PUMP WAS REMOVED FOR REPLACEMENT. THE MECHANIC (IA) WHO REMOV,<triplet> VACUUM <subj> Pump <obj> has part,VACUUM,has part,Pump
2879,2497,(-23) ROTORCRAFT ATTEMPTED TO LIFT OFF OF TRAILER WHILE THE RIGHT REAR SKID WAS SECURED WITH THE TIEDOWN STRAP. ROT,<triplet> ROTORCRAFT <subj> TRAILER <obj> item operated,ROTORCRAFT,item operated,TRAILER
2880,2498,"(-23) CRUISE FLIGHT 4500 WESTBOUND 4 SOUTH OF INCIDENT SITE ENGINE QUIT. ESTABLISHED MAX GLIDE, FUEL SELECTOR LH, A",<triplet> FUEL SELECTOR LH <subj> ESTABLISHED MAX GLIDE <obj> part of,FUEL SELECTOR LH,part of,ESTABLISHED MAX GLIDE
2881,2499,"(-23) DATE: JUNE 3, 2003 LOGAN INTERNATIONAL AIRPORT BOSTON MA (BOS) 12:35 EDT ASI: DONALD E. SMALL N452FJ DORNIER ",<triplet> LOGAN INTERNATIONAL AIRPORT <subj> MA <obj> located in the administrative territorial entity,LOGAN INTERNATIONAL AIRPORT,located in the administrative territorial entity,MA
2882,2500,"(-23) WHILE ENROUTE FROM DENVER CENTENNIAL (APA) TO PUEBLO CO (PUB), APPROXIMATELY 7 MILES SOUTH OF APA, PILOT CONT",<triplet> PUEBLO CO <subj> PILOT CONT <obj> located in the administrative territorial entity <triplet> PILOT CONT <subj> PUEBLO CO <obj> contains administrative territorial entity,PUEBLO CO,located in the administrative territorial entity,PILOT CONT
2883,2500,"(-23) WHILE ENROUTE FROM DENVER CENTENNIAL (APA) TO PUEBLO CO (PUB), APPROXIMATELY 7 MILES SOUTH OF APA, PILOT CONT",<triplet> PUEBLO CO <subj> PILOT CONT <obj> located in the administrative territorial entity <triplet> PILOT CONT <subj> PUEBLO CO <obj> contains administrative territorial entity,PILOT CONT,contains administrative territorial entity,PUEBLO CO
2884,2501,"(-23) ENROUTE TO MUSCLE SHOALS ALA. (MSL) FROM REFORM ALA. (3M8) AT 3000 FEET, MR. RICHARDSON EXPERIENCED LOSS OF R",<triplet> (3M8) <subj> (MSL) <obj> instance of,(3M8),instance of,(MSL)
2885,2502,"(-23) THE PILOT WROTE, ""WHILE LEVELING OFF AT 700 FT AGL I FELT A VIBRATION IN THE ROTOR SYSTEM. AFTER CONFIRMING A",<triplet> AGL <subj> AGL <obj> facet of,AGL,facet of,AGL
2886,2503,(-23) CANOPY WAS NOT SECURED PROPERLY PRIOR TO TAKE-OFF AND OPENED IN FLIGHT JUST AFTER ROTATION. PILOT LOST CONTRO,<triplet> PILOT <subj> CONTRO <obj> has part <triplet> CONTRO <subj> PILOT <obj> part of,PILOT,has part,CONTRO
2887,2503,(-23) CANOPY WAS NOT SECURED PROPERLY PRIOR TO TAKE-OFF AND OPENED IN FLIGHT JUST AFTER ROTATION. PILOT LOST CONTRO,<triplet> PILOT <subj> CONTRO <obj> has part <triplet> CONTRO <subj> PILOT <obj> part of,CONTRO,part of,PILOT
2888,2504,(-23) THE PILOT FORGOT OR OVERLOOKED REMOVING THE RIGHT AILERON TO FLAP GUST LOCK DURING THE PREFLIGHT. AT ROTATION,<triplet> AILERON <subj> PREFLIGHT <obj> use,AILERON,use,PREFLIGHT
2889,2505,"(-23) ON TAKEOFF, AIRCRAFT PITCHED UP TO AN EXCESSIVE NOSE HIGH ATTITUDE, THEN HIT THE GROUND HARD, SKIDDED TO A ST",<triplet> TAKEOFF <subj> AIRCRAFT <obj> instance of,TAKEOFF,instance of,AIRCRAFT
2890,2506,"(-23) ^PRIVACY DATA OMITTED^ PILOT STATED THAT AFTER TAKEOFF FROM RUNWAY 26 AT DAHL CREEK, ALASKA HIS AIRCRAFT ENGI",<triplet> DAHL CREEK <subj> ALASKA <obj> located in the administrative territorial entity,DAHL CREEK,located in the administrative territorial entity,ALASKA
2891,2507,(-23) AIRCRAFT WAS BEING MARSHALLED TO PARKING POSITION A52J ON CONCOURSE 1 EAST RAMP. THE PAINTED TAXI LINES AT TH,<triplet> (23) AIRCRAFT <subj> CONCOURSE 1 EAST RAMP <obj> location,(23) AIRCRAFT,location,CONCOURSE 1 EAST RAMP
2892,2508,"(-23) N4975B WHEN LANDING ON RUNWAY 22, AVON PARK, FL, AIRCRAFT RAN INTO APPROX. (1) FOOT OF STANDING WATER ON THE ",<triplet> AVON Park <subj> FL <obj> located in the administrative territorial entity,AVON Park,located in the administrative territorial entity,FL
2893,2509,"(-23) AFTER LEVELING OFF AT A CRUISING ALTITUDE OF 5000 FT IN IMC CONDITIONS, THE PILOT STATED THAT THE ENGINE BEGA",<triplet> BEGA <subj> BEGA BEGA Banger <obj> named after,BEGA,named after,BEGA BEGA Banger
2894,2510,(-23) ENGINE WAS NOT RUNNING PROPERLY DURING TAKEOFF. PILOT CONTINUED THE TAKE OFF AND THE ENGINE FAILED AT APPROXI,<triplet> TAKEOFF <subj> ENGINE <obj> instance of,TAKEOFF,instance of,ENGINE
2895,2511,"(-23) ON SEPTEMBER 10, 2003 AT APPROXIMATELY 1400 LOCAL TIME, MR. BIRD WATER TAXIED THE AIRCRAFT FROM BROWN'S SEAPL","<triplet> BROWN'S SEAPL <subj> SEPTEMBER 10, 2003 <obj> dissolved, abolished or demolished date",BROWN'S SEAPL,"dissolved, abolished or demolished date","SEPTEMBER 10, 2003"
2896,2512,"(-23) AT ABOUT 5 PM SUNDAY JULY 6, 2003 THE PILOT DEPARTED TRIDENT BASIN NORTHBOUND WITH ONE PASSENGER. AFTER TAKEO","<triplet> TAKEO <subj> July 6, 2003 <obj> point in time",TAKEO,point in time,"July 6, 2003"
2897,2513,(-23) THE PILOT OF N17655 BE-55 DECLARED AN EMERGENCY ON TAKEOFF WHEN PASSENGER NOTICED OIL STREAKS ON THE LEFT ENG,<triplet> N17655 <subj> BE-55 <obj> instance of,N17655,instance of,BE-55
2898,2514,"(-23) ON TAKE OFF THE NOSE WHEEL OF FEDEX FLIGHT 1238, AN A300 AIRBUS STRUCK A RED FLAGGED ITEM LOCATED ON THE CENT",<triplet> A300 <subj> AIRBUS <obj> manufacturer,A300,manufacturer,AIRBUS
2899,2515,"(-23) ON JULY 16, 2003, N1674T, A CESSNA 414, PILOTED BY BENJAMIN BELL WAS TAXIING FOR TAKE-OFF AT HANOVER COUNTY A",<triplet> HANOVER County <subj> TAXIING <obj> instance of,HANOVER County,instance of,TAXIING
2900,2516,"(-23) ON SEPTEMBER 1, 2003, AT APPROXIMATELY 1130(LCL), A CESSNA MODEL 172-F N8578U CRASHED ON A FIELD NEAR THE FAJ",<triplet> CESSNA <subj> MODEL 172-F N8578U <obj> product or material produced <triplet> MODEL 172-F N8578U <subj> CESSNA <obj> manufacturer,CESSNA,product or material produced,MODEL 172-F N8578U
2901,2516,"(-23) ON SEPTEMBER 1, 2003, AT APPROXIMATELY 1130(LCL), A CESSNA MODEL 172-F N8578U CRASHED ON A FIELD NEAR THE FAJ",<triplet> CESSNA <subj> MODEL 172-F N8578U <obj> product or material produced <triplet> MODEL 172-F N8578U <subj> CESSNA <obj> manufacturer,MODEL 172-F N8578U,manufacturer,CESSNA
2902,2517,"(-23) PILOT DEPARTED DANVILLE, IL (KDNV) WITH INOPERATIVE FUEL GAUGES ENROUTE TO MORGANTOWN, WV (MGW). THE AIRCRAFT","<triplet> KDNV <subj> DANVILLE, IL <obj> located in the administrative territorial entity",KDNV,located in the administrative territorial entity,"DANVILLE, IL"
2903,2518,(-23) ACCORDING TO VERBAL AND WRITTEN STATEMENTS FROM THE PILOT ROBERT WOLVERTON AND AIRPORT MANAGER ELDIN NIMMO: O,<triplet> ELDIN NIMMO <subj> AIRPORT MANAGER <obj> occupation,ELDIN NIMMO,occupation,AIRPORT MANAGER
2904,2519,(-23) SHORTLY AFTER TAKE-OFF FROM WATSONVILLE MUNICIPAL AIRPORT (WVI) AT APPROXIMATELY 1300 PST THE AIRCRAFT ENGINE,<triplet> WATSONVILLE MUNICIPAL AIRPORT <subj> WVI <obj> operator,WATSONVILLE MUNICIPAL AIRPORT,operator,WVI
2905,2520,(-23) RATED PILOT TOOK OFF WITH THE FLAPS EXTENDED. TAKEOFFS ARE TO BE MADE WITH THE FLAPS UP ACCORDING TO THE POH.,<triplet> POH <subj> RATED <obj> instance of,POH,instance of,RATED
2906,2521,"(-23) ON SEPTEMBER 18, 2003, AT 1750 EASTERN DAYLIGHT TIME, A CESSNA 172M, N13375, REGISTERED TO AND OPERATED BY MR",<triplet> CESSNA <subj> N13375 <obj> instance of,CESSNA,instance of,N13375
2907,2522,"(-23) PILOT STATEMENT: ON OCT. 5, 2003 AT APPROXIMATELY 0715Z, MY CESSNA 182H (N1919X) RAN OUT OF FUEL AND CRASHED ",<triplet> Cessna 182H <subj> (N1919X) <obj> instance of,Cessna 182H,instance of,(N1919X)
2908,2523,"(-23) ON 10-22-2003 AIRPORT WAS NOTAMED CLOSED TO FACILITATE BORING 10"" TEST HOLES, ON THE CENTERLINE OF RUNWAY 20,",<triplet> Airport <subj> 10-22-2003 <obj> date of official opening,Airport,date of official opening,10-22-2003
2909,2524,"(-23) THE PILOT IN COMMAMD FAILED TO FOLLOW THE CHECKLIST. IN DOING SO, THE PILOT IN COMMAND ENDANGERED THE PROPERT",<triplet> PILOT IN COMMAMD <subj> PILOT IN COMMAND <obj> different from <triplet> PILOT IN COMMAND <subj> PILOT IN COMMAMD <obj> different from,PILOT IN COMMAMD,different from,PILOT IN COMMAND
2910,2524,"(-23) THE PILOT IN COMMAMD FAILED TO FOLLOW THE CHECKLIST. IN DOING SO, THE PILOT IN COMMAND ENDANGERED THE PROPERT",<triplet> PILOT IN COMMAMD <subj> PILOT IN COMMAND <obj> different from <triplet> PILOT IN COMMAND <subj> PILOT IN COMMAMD <obj> different from,PILOT IN COMMAND,different from,PILOT IN COMMAMD
2911,2525,(-23) THE PIC OF N8454Y STATED THAT THERE WERE INADEQUATE MARKINGS AND LIGHTING ON THE AREA WHERE HE WAS TAXIING HI,<triplet> Nasser Hussain <subj> President of Nigeria <obj> position held,Nasser Hussain,position held,President of Nigeria
2912,2526,"(-23) AFTER LANDING AT RENO, NEVADA ON 11/13/2003 AND BLOWING OUT THE MAIN TIRES DUE TO A WOW SWITCH RIGGING PROBLE",<triplet> RENO <subj> NEVADA <obj> located in the administrative territorial entity,RENO,located in the administrative territorial entity,NEVADA
2913,2527,"(-23) ON NOVEMBER 11, 2003 ATP RATED PIC AND SIC DEPARTED PALWAUKEE AIRPORT (PWK), WHEELING, IL ON A 14 CFR 135 - O",<triplet> PALWAUKEE AIRPORT <subj> IL <obj> located in the administrative territorial entity,PALWAUKEE AIRPORT,located in the administrative territorial entity,IL
2914,2528,"(-23) AMERICAN AIRLINES FLIGHT #847, B-737-823, N972AN, WHILE PARKED AT BOSTON TERMINAL B, GATE 26, WAS STRUCK BY A",<triplet> BOSTON TERMINAL B <subj> American AIRLINES <obj> operator,BOSTON TERMINAL B,operator,American AIRLINES
2915,2529,(-23) MR. JASPART DID NOT KNOW WHAT THE VFR TRANSPONDER CODE WAS AND WAS SQUAKING 7600. HE WAS ALSO CONFUSED WHILE ,<triplet> 7600 <subj> VFR <obj> operator,7600,operator,VFR
2916,2530,"(-23) IN A STATEMENT ON OCTOBER 21, 2003, THE PILOT STATED HE ATTEMPTED TO TAKE OFF WITH THE CONTROL LOCK INSTALLED",<triplet> LOCK <subj> CONTROL <obj> part of,LOCK,part of,CONTROL
2917,2531,"(-23) AFTER THE PREVIOUS FLIGHT, PIC HAD PLACED TAPE OVER THE PILOT TUBE IN LIEU OF A COVER. WHILE PREPARING FOR TH",<triplet> PIC <subj> LIEU <obj> instance of,PIC,instance of,LIEU
2918,2532,(-23) AFTER LANDING ON THE SNOW COVERED RUNWAY THE FLIGHT WAS CLEARED BY ATCT TO TAKE ANY LEFT TURN AND TAXI TO THE,<triplet> TAXI <subj> TAXI <obj> facet of,TAXI,facet of,TAXI
2919,2533,(-23) AIRCRAFT DEPARTED JZI AND THE AIRCRAFT'S LEFT ENGINE FAILED SHORTLY AFTER TAKEOFF. THE AIRCRAFT IMPACTED THE ,<triplet> JZI <subj> AIRCRAFT <obj> operator <subj> AIRCRAFT <obj> operator,JZI,operator,AIRCRAFT
2920,2533,(-23) AIRCRAFT DEPARTED JZI AND THE AIRCRAFT'S LEFT ENGINE FAILED SHORTLY AFTER TAKEOFF. THE AIRCRAFT IMPACTED THE ,<triplet> JZI <subj> AIRCRAFT <obj> operator <subj> AIRCRAFT <obj> operator,JZI,operator,AIRCRAFT
2921,2534,"(-23) ON 03-18-04 MR. MAUCH JR. PILOTED AN UNWORTHY AIRCRAFT, DURING THE TAKEOFF SEQUENCE AND SHORTLY AFTER LIFT OF",<triplet> TAKEOFF <subj> 03-18-04 <obj> point in time,TAKEOFF,point in time,03-18-04
2922,2535,"(-23) PILOT T.O. FROM HIS PRIVATE STRIP, CLIMBED TO 6000FT AND WENT INVERTED DURING AN ACROBATIC MANEUVER (AEROBATI",<triplet> MANEUVER <subj> ACROBATIC <obj> subclass of,MANEUVER,subclass of,ACROBATIC
2923,2536,"(-23) ON FEBRUARY 1, 2004, AT 1700 EASTERN STANDARD TIME, A SAAB 340A, N158SD, OPERATED BY SHUTTLE AMERICA INC. (UH",<triplet> SHUTTLE AMERICA INC. <subj> UH <obj> headquarters location,SHUTTLE AMERICA INC.,headquarters location,UH
2924,2537,"(-23) PILOT DEPARTED WINNIE, TX AIRPORT WITH TOW BAR ATTACHED TO NOSE GEAR. MINOR DAMAGE TO NOSE GEAR DOORS ON LAND","<triplet> WINNIE, TX <subj> AIRPORT <obj> instance of","WINNIE, TX",instance of,AIRPORT
2925,2538,"(-23) DELTA AIRLINES FLIGHT 364, AIRCRAFT N3738B, A B-737-800, WAS ENROUTE TO ATLANTA FROM KANSAS CITY. AT APPROXIM",<triplet> DELTA AIRLINES <subj> B-737-800 <obj> item operated <triplet> B-737-800 <subj> DELTA AIRLINES <obj> operator,DELTA AIRLINES,item operated,B-737-800
2926,2538,"(-23) DELTA AIRLINES FLIGHT 364, AIRCRAFT N3738B, A B-737-800, WAS ENROUTE TO ATLANTA FROM KANSAS CITY. AT APPROXIM",<triplet> DELTA AIRLINES <subj> B-737-800 <obj> item operated <triplet> B-737-800 <subj> DELTA AIRLINES <obj> operator,B-737-800,operator,DELTA AIRLINES
2927,2539,"(-23) ON 3/6/04 AT APPROXIMATELY 0932 E, A CHAUTAUQUA AIRLINES, FLIGHT 4912, N971RP, RETURNED TO ROC DUE TO A LANDI",<triplet> CHAUTAUQUA AIRLINES <subj> ROC <obj> country,CHAUTAUQUA AIRLINES,country,ROC
2928,2540,"(-23) ON MARCH 3, 2004, AT APPROXIMATELY 1745 PST, N42746, A HOT AIR BALLOON EXECUTED A FORCED LANDING INTO A RESID","<triplet> N42746 <subj> MARCH 3, 2004 <obj> point in time",N42746,point in time,"MARCH 3, 2004"
2929,2541,"(-23) ON JANUARY 8, 2004, ABOUT 1427 CENTRAL STANDARD TIME, A BEECH E-90, N48TA, OPERATED BY TIDEWATER AERO, SUSTAI",<triplet> TIDEWATER AERO <subj> SUSTAI <obj> country,TIDEWATER AERO,country,SUSTAI
2930,2542,"(-23) AMERICAN AIRLINES FLIGHT 1453, AIRCRAFT N497AA, AN MD-82, LANDED AT MCI FROM LGA. WHILE TAXIING, DUE TO A HEA",<triplet> American Airlines <subj> MD-82 <obj> item operated <triplet> MD-82 <subj> American Airlines <obj> operator,American Airlines,item operated,MD-82
