,index,input,head,relation,tail
2366,2131,ACFT WAS ON A TEST FLIGHT WHEN IT CRASHED UNDER UNKNOWN CIRCUMSTANCES. (.4) THE AIRPLANE IMPACTED TERRAIN FOLLOWING,anti-ice valve,part of,engine
2367,2132,(-23) THE PILOT REPORTED THAT THE ENGINE LOST POWER JUST AFTER TAKEOFF AND THE AIRCRAFT CRASHED OFF THE END AT THE ,1042 central standard time,point in time,1042
2368,2133,"(-5)AIRCRAFT PARKED ON GRASS BY GROUND CREW. ON DEPARTURE WHILE TAXIING TO THE PAVED TAXIWAY, THE NOSE GEAR FELL IN",fuel cap,use,fueled
2369,2134,"(-5) ON OCTOBER 4, 1998, AT 1025E, A CESSNA CITATION, N267TC, S/N 550-0345 REGISTERED TO 304 M C LIMITED EXPERIENCE",1750 alaska standard time,point in time,1750
2370,2135,"(-5) PILOT STATED THAT DUE TO LENGTHY (4 MINUTES) HOLD TIME BEFORE DEPARTURE, HE APPLIED PARKING BRAKE ""LIGHTLY"". W",pilot douglas w. case,instance of,pilot certificate
2371,2136,"(.4) THE PILOT WAS LOW ON THE APPROACH TO RUNWAY 36, AND SO HE 'QUICKLY PUSHED THE THROTTLE IN' AND THERE WAS A TOT",pacific standard time,point in time,1450
2372,2137,AFTER KLM CFRS PERFORMED MAINTENANCE ON THE ENGINE #2 ANTI-ICE VALVE. THE MAINTENANCE PERSONNEL DID NOT LATCH THE L,carroll,located in the administrative territorial entity,ia
2373,2137,AFTER KLM CFRS PERFORMED MAINTENANCE ON THE ENGINE #2 ANTI-ICE VALVE. THE MAINTENANCE PERSONNEL DID NOT LATCH THE L,ia,contains administrative territorial entity,carroll
2374,2138,"ACFT CRASHED IN A FIELD AND CAME TO REST INVERTED. (.19)ON DECEMBER 17, 1998, AT 1042 CENTRAL STANDARD TIME, A CESS",P-51 Mustang,manufacturer,Ford Motor Company
2375,2139,"NARRATIVE: THE PILOT FUELED THE AIRCRAFT AT SALINAS, CA. HE SAID HE VISUALLY CHECKED THE FUEL CAPS. HE STATED HE DE",windscreen,part of,airplane
2376,2140,"(.19)ON OCTOBER 26, 1998, ABOUT 1750 ALASKA STANDARD TIME, A WHEEL EQUIPPED CESSNA 207A AIRPLANE, N73533, SUSTAINED",fuel switch,part of,climbout
2377,2140,"(.19)ON OCTOBER 26, 1998, ABOUT 1750 ALASKA STANDARD TIME, A WHEEL EQUIPPED CESSNA 207A AIRPLANE, N73533, SUSTAINED",climbout,has part,fuel switch
2378,2141,ON 11/02/98 PILOT DOUGLAS W. CASE (PILOT CERTIFICATE 001434852 ATP) AT 1101 MST WAS ON THE TAKEOFF PHASE OF A VFR L,B-17 Flying Fort,manufacturer,Douglas Aircraft
2379,2142,"ACFT CRASHED ON LANDING (.19) ON NOVEMBER 19, 1998, AT 1450 HOURS PACIFIC STANDARD TIME, A MOONEY M20F, N3500X, EXP",pitot tube,part of,runway
2380,2143,"(-23) MR. HICKS WAS FLYING FROM SAUK CENTER, MN. (D39) TO CARROLL, IA (CIN). AT ABOUT 1530 LOCAL TIME HE REPORTED T",F-111,manufacturer,Boeing
2381,2144,"(-5)PILOT TOOK-OFF AND FLEW WITH ALTERNATOR SWITCH OFF, LOST BATTERY POWER. ON APPROACH, GEAR WOULD NOT EXTEND USIN",1530 central standard time,point in time,1530
2382,2145,"(.4)AFTER TAKEOFF, ABOUT 300 FEET ABOVE THE GROUND, THE AIRPLANE'S WINDSCREEN WAS IMMEDIATELY COVERED WITH OIL, RES",forced landing,subclass of,pilot executed
2383,2146,ACCIDENTLY TURNED OFF FUEL SWITCH INSTEAD OF PARTICLE SEPERATOR ON CLIMBOUT. SWITCHES CLOSE TOGETHER. POOR DESIGN. ,de-ice pad,use,taxiing
2384,2147,"(.4)THE PILOT STATED HE WAS FLYING THE EXPERIMENTAL AIRPLANE ON A FRIEND'S PRIVATE AIRSTRIP NEAR PLEASANT VIEW, TEN",runway 28,connects with,taxiway charlie
2385,2147,"(.4)THE PILOT STATED HE WAS FLYING THE EXPERIMENTAL AIRPLANE ON A FRIEND'S PRIVATE AIRSTRIP NEAR PLEASANT VIEW, TEN",taxiway charlie,connects with,runway 28
2386,2148,(-5) AIRCRAFT VEERED OFF END OF RUNWAY AFTER ABORTING TAKEOFF. REPORTED THAT PITOT TUBE HAD BEEN COVERED WITH MASKI,lincoln,located in the administrative territorial entity,ne
2387,2149,(.4) THE PILOT REPORTED THAT THE ENGINE COULD NOT BE STARTED DURING THE DEPARTURE PREPARATIONS. THE BATTERY WAS CHA,John F. Kennedy School of Government,part of,Harvard University
2388,2150,"(.4) ON MARCH 26, 1999, ABOUT 1530 CENTRAL STANDARD TIME, A CESSNA 172, N8968B, COLLIDED WITH TREES WHILE MANEUVERI",ferry flight,item operated,propellers
2389,2151,LOST POWER. STRUCK A BACK HOE ON FORCED LANDING. WATER IN POORLY DESIGNED SUMP FUEL SYSTEM. (-23) PILOT EXECUTED TA,pacific daylight time,point in time,1055
2390,2152,(-5)AIRCRAFT TAXIED INTO A SNOW BANK WITH RIGHT MAIN LANDING GEAR WHILE TAXIING TO THE NORTH DE-ICE PAD AT PITTSBUR,aircraft,has part,landing gear
2391,2153,"AFTER LANDING, N305EC EXITED RUNWAY 28 AT TAXIWAY CHARLIE. THE AIRCRAFT WAS NEAR CENTERLINE WHEN THE NOSE WHEEL TRA",emery 024,instance of,cargo door
2392,2154,"TWA, FLIGHT 580 DEPARTED RUNWAY 32 AT LINCOLN, NE. DURING CLIMB CABIN FAILED TO PRESSURIZE.  AIRCRAFT RETURNED TO L",rotor,part of,engine
2393,2155,"ACFT TOOK OFF AND CLIMBED TO APPROX 150 FEET AGL AT WHICH POINT BEGAN TO LOSE POWER, ACFT TO LAND IN A GRASSY AREA.",kauai,located on terrain feature,hawaii
2394,2156,"(.4)BEFORE DEPARTURE ON A FERRY FLIGHT, BOTH PREVIOUSLY DAMAGED PROPELLERS WERE REMOVED AND REPLACED. AN INCORRECT ",1754,point in time,1754
2395,2157,"ON JUNE 8, 1998M AT 1055 HOURS PACIFIC DAYLIGHT TIME, A SAAB 91B, N6370L, WENT OFF THE END OF THE RUNWAY DURING AN ",student,student of,instructor
2396,2157,"ON JUNE 8, 1998M AT 1055 HOURS PACIFIC DAYLIGHT TIME, A SAAB 91B, N6370L, WENT OFF THE END OF THE RUNWAY DURING AN ",instructor,student,student
2397,2158,UPON TAKEOFF AIRCRAFT WOULD NOT ACCELERATE. LANDING GEAR WOULD NOT RETRACT.  AIRCRAFT CIRCLED SIMI VALLEY TO BURN F,glider,has part,canopy
2398,2159,(-5) ON THE ABOVE DATE AND TIME EMERY 024 (HEAVY) WAS DEPARTING DAY WHEN THE MAIN CARGO DOOR OPENED FOR UNKNOWN REA,syphon,part of,fuelding
2399,2160,LOUD BANG AND SHUDDER ENROUTE. SAW SPARKS AT ROTOR. RETURNED. ENGINE COWLING SEPERATED. COWL NOT FASTENED.         ,albany international airport,has part,runway #1
2400,2160,LOUD BANG AND SHUDDER ENROUTE. SAW SPARKS AT ROTOR. RETURNED. ENGINE COWLING SEPERATED. COWL NOT FASTENED.         ,1979,point in time,1979
2401,2161,"ON JUNE 17, 1998, AN AS-350-BA HELICOPTER DEPARTED LIHUE AIRPORT ON THE ISLAND OF KAUAI, HAWAII, THE PILOT HAD NEGL",John F. Kennedy,position held,Secretary of Defense
2402,2162,"ON MAY 15, 1999, AT 1754 ALASKA DAYLIGHT TIME, A TAILWHEEL EQUIPPED PIPER PA-20 AIRPLANE, N8883C, SUSTAINED SUBSTAN",seat,part of,floatplane
2403,2163,"STUDENT PRFLIGHTED, FOUND WATER. DRAINED UNTIL HE THOUGHT HE HAD ALL THE WATER OUT. TOLD INSTRUCTOR. INSTRUCTOR TOL",allegheny airlines inc.,parent organization,dehavilland
2404,2164,DURING GLIDER TOW AT 150FT AGL THE CANOPY OPENED. RELEASED TOW AND TRIED RETURN. SEPEATED GAR AND TAIL LANDING. (.4,mesa airlines,item operated,be-1900d
2405,2165,FUEL COP IMPROPERLY SECURED AFTER FUELDING. CAP CAME OFF IN CRUISE FLIGHT ALLOWING FUEL TO SYPHON OUT OF THE WING T,landing gear,part of,aircraft
2406,2166,AIRCRAFT LANDED GEAR UP ON RUNWAY #1 AT ALBANY INTERNATIONAL AIRPORT. PILOT WAS IN THE PROCESS OF PERFORMING AN EME,fuel emergency,has cause,engine quit
2407,2166,AIRCRAFT LANDED GEAR UP ON RUNWAY #1 AT ALBANY INTERNATIONAL AIRPORT. PILOT WAS IN THE PROCESS OF PERFORMING AN EME,engine quit,has effect,fuel emergency
2408,2167,AIRCRAFT FAILED PRESSURIZE ON CLIMB OUT. RETURNED. CARGO DOOR NOT PROPERLY CLOSED.                                 ,9/9/99,point in time,9/9/99
2409,2168,"ACFT CRASHED INTO A SWAMP UNDER UNKNOWN CIRCUMSTANCES, AND THE PILOT WAS TAKEN TO THE HOSPITAL WITH UNKNOWN INJURIE",Air France,subsidiary,Cessair
2410,2168,"ACFT CRASHED INTO A SWAMP UNDER UNKNOWN CIRCUMSTANCES, AND THE PILOT WAS TAKEN TO THE HOSPITAL WITH UNKNOWN INJURIE",Cessair,parent organization,Air France
2411,2169,FLOATPLANE COLLIDED WITH WATER WHEN HIS SEAT SLID BACK. LOST HOLD OF CONTROLS. PULLED THROTTLE COLSED. NOT FASTENED,landing ge,has part,a/c
2412,2170,"ON JULY 21, 1999, A DEHAVILLAND DHC-8-102, S/N 308, N810EX, OPERATED BY ALLEGHENY AIRLINES INC., ACCOMPLISHED A PRE",kansas city,located in the administrative territorial entity,missouri
2413,2170,"ON JULY 21, 1999, A DEHAVILLAND DHC-8-102, S/N 308, N810EX, OPERATED BY ALLEGHENY AIRLINES INC., ACCOMPLISHED A PRE",missouri,capital,kansas city
2414,2171,"(-5) ON MAY 26, 1999, AT APPROXIMATELY 7:05 AM MDT MESA AIRLINES FLIGHT 105, A BE-1900D, TAXIED FROM THE MESA RAMP ",Bendix B-18,replaced by,Bendix B-19
2415,2171,"(-5) ON MAY 26, 1999, AT APPROXIMATELY 7:05 AM MDT MESA AIRLINES FLIGHT 105, A BE-1900D, TAXIED FROM THE MESA RAMP ",Bendix B-19,replaces,Bendix B-18
2416,2172,(-23) THE RIGHT LANDING GEAR OF THIS AIRCRAFT HAD BEEN DAMAGED ON LANDING BY ANOTHER PILOT. EARL LESEBERG SUBSEQUEN,gillespie field,instance of,departure
2417,2173,"ACFT HAD A FUEL EMERGENCY, PILOT REQUESTED APPROACH AND BOTH ENGINES QUIT, ACFT LANDED A 1/2 MILE SHORT OF RWY IN A",co-pilot,field of this occupation,pre-flight
2418,2173,"ACFT HAD A FUEL EMERGENCY, PILOT REQUESTED APPROACH AND BOTH ENGINES QUIT, ACFT LANDED A 1/2 MILE SHORT OF RWY IN A",pre-flight,practiced by,co-pilot
2419,2174,"(-23) 9/9/99 - A MR. DAVE HILDEBRAND (717)886-2184 CALLED TO REPORT AN INCIDENT THAT OCCURRED ON 7/22/99, INVOLVING",bell 206b,subclass of,helicopter
2420,2175,"AIR TAXI HAD DIFFICULTY BECOMING AIRBORNE AFTER TAKEOFF, ACFT LEFT THE GROUND BRIEFLY, VEERED TO THE LEFT, AND WENT",1932 eastern daylight time,point in time,1932
2421,2176,(-23) OPERATED A/C IN AN UNAIRWORTHY CONDITION FOLLOWING A HYDRAULIC PROBLEM WHICH RESULTED IN OPERATING LANDING GE,2015z,point in time,2015
2422,2177,"AIRCRAFT DEPARTED OSAGE BEACH (K15) ON RUNWAY 14 ENROUTE TO KANSAS CITY, MISSOURI. UPON CLIMBOUT AT APPROXIMATELY 3",copilot,different from,captain's
2423,2177,"AIRCRAFT DEPARTED OSAGE BEACH (K15) ON RUNWAY 14 ENROUTE TO KANSAS CITY, MISSOURI. UPON CLIMBOUT AT APPROXIMATELY 3",captain's,different from,copilot
2424,2178,"(-23) APPROX. 8 MILES NORTH EAST OF BUNTING FIELD (DEPARTURE POINT) AT 800 FEET, THE PILOT EXPERIENCED LIGHT-MODERA",1999,point in time,"july 28, 1999"
2425,2179,"AFTER THE GILLESPIE FIELD (SEE) DEPARTURE, CRUISE POWER SETTING FL035, THE PILOT NOTICED THE ENGINE RPM EXCEEDED RE",Lufthansa,country,Germany
2426,2180,(-5)PIC UNLATCHED THE RH ENGINE COWLING IN PREPARATION TO SHOW THE CO-PILOT HOW TO DO A MORE THOROUGH PRE-FLIGHT IN,takeoff,follows,climb
2427,2181,"TUNDRA COPTERS AIR TAXI (1973 BELL 206B HELICOPTER) CRASHED ON TAKE-OFF AND SUSTAINED SUBSTANTIAL DAMAGE, NO INJURI",runway 34,located in the administrative territorial entity,gpz
2428,2182,"(.19) ON SEPTEMBER 10, 1999, AT 1932 EASTERN DAYLIGHT TIME, A REICHERT MJ-77, N51MJ, OPERATED BY A COMMERCIALLY RAT",jacksonville,located in the administrative territorial entity,nc
2429,2183,"AT 2015Z, UPS6993 RELAYED INFORMATION FROM DOWNED AIRCRAFT. ONE PERSON ON BOARD, NO INJURIES. AT 2110Z ENA AFSS CAL",purdue airport,located in the administrative territorial entity,laf
2430,2184,"(.4) WAITING ON THE RAMP FOR TAXI INSTRUCTIONS, THE COPILOT BROUGHT TO THE CAPTAIN'S ATTENTION THAT THE GEAR LOCK H",sabb-340b,subclass of,type aircraft
2431,2185,"ACFT LOST CONTROL ON TAKE-OFF AND SUSTAINED SUBSTANTIAL DAMAGE. (.19) ON JULY 28, 1999, AT 1042 CENTRAL DAYLIGHT TI",left,opposite of,right
2432,2185,"ACFT LOST CONTROL ON TAKE-OFF AND SUSTAINED SUBSTANTIAL DAMAGE. (.19) ON JULY 28, 1999, AT 1042 CENTRAL DAYLIGHT TI",right,opposite of,left
2433,2186,"(-23) FIVE MINUTES AFTER ESTABLISHING CRUISE AT 11,000' THE DOOR UNLATCHED. THE PILOT COULD NOT HEAR THE RADIO OVER",pacific standard time,point in time,1024
2434,2187,"(.4)THE PILOT REPORTED THAT THE ENGINE RPM BEGAN DECREASING DURING THE TAKEOFF CLIMB, ABOUT 200 TO 300 FEET AGL, WH",cessna 150f,instance of,n8092s
2435,2188,"(-5) PILOT TOOK OFF ON RUNWAY 34 AT GPZ. SHORTLY AFTER TAKEOFF, AT APPROXIMATELY 200-300 FEET AGL, THE ENGINE QUIT.",video tape,has part,camera
2436,2189,"(-23) MR. KARUP WAS PROVIDING SUPERVISION TO A STUDENT PILOT ON A CROSS COUNTRY FLIGHT FROM JACKSONVILLE, NC (OAJ),",kitty hawk,elevation above sea level,503
2437,2190,(-5) WHILE TAXIING FROM THE HANGER 6 WEST AT THE PURDUE AIRPORT (LAF) THE STUDENT PILOT LOST CONTROL OF THE AIRCRAF,part 135,start point,lady's island airport
2438,2191,"(-5)ON 12/01/98, AIRCRAFT N244AE, A SABB-340B, TYPE AIRCRAFT HAD UNDERGONE OVERNIGHT MAINTENANCE. MAINTENANCE CONSI",landing gear,has part,nose gear
2439,2191,"(-5)ON 12/01/98, AIRCRAFT N244AE, A SABB-340B, TYPE AIRCRAFT HAD UNDERGONE OVERNIGHT MAINTENANCE. MAINTENANCE CONSI",nose gear,part of,landing gear
2440,2192,"(-5) UPON TOUCHDOWN, THE AIRCRAFT VEERED SHARPLY TO THE LEFT, THE PILOT TRIED TO MAINTAIN CONTROL WITH FULL RIGHT R",ifr,subclass of,flight plan
2441,2193,"(.4) ON DECEMBER 17, 1999, AT 1024 HOURS PACIFIC STANDARD TIME, A CESSNA 172N, N738UA, OPERATED BY THE PILOT WAS SU",bell 206b,subclass of,helicopter
2442,2194,"(.19) ON SEPTEMBER 30, 1999, AT 2240 CENTRAL DAYLIGHT TIME, A CESSNA 150F AIRPLANE, N8092S, WAS SUBSTANTIALLY DAMAG",Air France,item operated,C-130 Hercules
2443,2195,"(.23) AFTER VIEWING THE VIDEO TAPE FROM A CAMERA ATTACHED TO MR. JACK LARRISON'S HELMET, I AGREE WITH THE ATTACHED ",rotor horn,use,autorotated
2444,2196,(-5)ON 1-20-99 KITTY HAWK FLT 503 MHR-TOL DIVERTED TO MCI DUE TO LOSS OF ENGINE OIL FROM THE #1 ENGINE. INSPECTORS ,2009 World Championships,point in time,2009
2445,2197,(-23) THE PILOT IN COMMAND OF A PART 135 AIR AMBULANCE FLIGHT TOOK OFF FROM RUNWAY 06 AT THE LADY'S ISLAND AIRPORT ,cargo,has part,pallet
2446,2198,NARRATIVE: ON LOWERING THE LANDING GEAR THE NOSE GEAR FAILED TO EXTEND. THE PILOT LANDED WITH THE NOSE GEAR RETRACT,preflight inspection,practiced by,pilot
2447,2199,"(-23) THE PILOT IN COMMAND OF N789SL HAD FILED AN IFR FLIGHT PLAN FROM PALM SPRINGS (PSP), CA, TO OCEANSIDE (CRQ), ",parking brake,subclass of,brake
2448,2200,"PAPILLION HELICOPTERS ACFT (1969 BELL 206B HELICOPTER) WAS ON A TRAINING FLIGHT WHEN THE ENGINE FAILED ON TAKE-OFF,",crashed,point in time,"may 28, 1999"
2449,2201,"ISUA AIR TAXI ACFT EXPERIENCED #2 ENGINE PROBLEMS AFTER TAKE-OFF AND RETURNED TO LAND ON RWY 3, WHILE N838MA WAS ON",John F. Kennedy School of Government,part of,Harvard University
2450,2202,ON DOWNWIND LOW ROTOR RPM. AUTOROTATED. LANDED OFF FIELD. SKIDS DUG IN. ROLLED. NO DEFECTS. KNOWN FALSE ROTOR HORN.,gear,part of,gear
2451,2203,TOOK OFF WITHOUT NOTING REAR ENGINE NOT RUNNING. STALLED ON DOWNWIND CLIMBING TURN. POH ADVISE LEADING REAR ENGINE.,start and run,subclass of,hours of darkness
2452,2204,ON TAKEOFF UNSECURED PALLETS TRAVEL REARWARD STUCK AFT BULKHEAD AND DOOR. ABORTED. PALLETS WENT FORWARD HIT WALL.  ,takeoff,opposite of,land
2453,2205,(.4) THE PILOT REPORTED THAT HE HAD FORGOTTEN TO REMOVE THE FUEL VENT COVER DURING HIS PREFLIGHT INSPECTION. SHORTL,struck,subclass of,damaged
2454,2206,ALASKA DEPT FISH. BRAKE DRAGGED ON TAKEOFF IGNORED. NOSED OVER. PARKING BRAKE WAS ON.                              ,helicopter,used by,pilot
2455,2206,ALASKA DEPT FISH. BRAKE DRAGGED ON TAKEOFF IGNORED. NOSED OVER. PARKING BRAKE WAS ON.                              ,pilot,item operated,helicopter
2456,2207,"N7991Y DEPARTED MLC, LEFT ENGINE FAILED, ACFT CRASHED 2 MILES SOUTH OF AIRPORT.(.19) ON MAY 28, 1999, AT 1630 CENTR",be-90,instance of,certificat
2457,2208,DISTRACTED ROLLED OFF EDGE TAXIWAY TAIL HIT GROUND. CONTINUED TO OPERATE. LATER FOUND MORE DAMAGE THAN REPORTED.   ,ack,instance of,hya
2458,2209,GEAR SLOW RETRACTING ON CLIMBOUT. UNABLE LOCK DOWN. USED BOTTLE. NOSE GEAR STILL UP. HYDRAULIC FLUID DEPLETED.     ,transmission access door,connects with,main rotor
2459,2209,GEAR SLOW RETRACTING ON CLIMBOUT. UNABLE LOCK DOWN. USED BOTTLE. NOSE GEAR STILL UP. HYDRAULIC FLUID DEPLETED.     ,main rotor,connects with,transmission access door
2460,2210,(-23) ACCORDING TO THE PILOT HE DEPARTED FRONT RANGE AIRPORT DURING THE HOURS OF DARKNESS. DURING THE START AND RUN,(23) nose gear,subclass of,boeing
2461,2211,"(-23) UPON TAKEOFF, THE DOOR IMMEDIATELY AFTER THE AIRCRAFT LEFT THE GROUND. THE PILOT ELECTED TO LAND ON THE REMAI",1900 hours pacific daylight time,point in time,1900
2462,2212,VEERED OFF TAXIWAY. STRUCK TAXIWAY LIGHT. WAS ADVISED DAMAGED PROP. CONTINUED TO LIT.                              ,airport,different from,airport
2463,2212,VEERED OFF TAXIWAY. STRUCK TAXIWAY LIGHT. WAS ADVISED DAMAGED PROP. CONTINUED TO LIT.                              ,airport,different from,airport
2464,2213,(.4) THE HELICOPTER LOST ENGINE POWER DURING TAKEOFF DUE TO CONTAMINATED FUEL. THE COMMERCIAL HELICOPTER PILOT STAT,runway,use,take off
2465,2214,"(-23) ON AUG. 2, 1999, N711BN, A BE-90, DEPARTED FROM WEST PALM BEACH INT'L WITH PILOT DUANE CRITHFIELD, CERTIFICAT",runway,use,takeoff
2466,2215,DEPARTED HYA TO REPOSITION TO ACK. DOOR LIGHT CAME ON. TRIED CLOSE CREW DOOR. DOOR DEPARTED. RETURNED. CUT HIS ARM.,runway,has part,engine
2467,2215,DEPARTED HYA TO REPOSITION TO ACK. DOOR LIGHT CAME ON. TRIED CLOSE CREW DOOR. DOOR DEPARTED. RETURNED. CUT HIS ARM.,engine,part of,runway
2468,2216,TRANSMISSION ACCESS DOOR SEPARATED HIT MAIN ROTOR. LANDED OK. MECHANIC HAD FAILED TO LATCH DOOR AFTER MAINTENANCE. ,nr4,subclass of,engine
2469,2217,(-23) NOSE GEAR FAILED TO RETRACT AFTER TAKE OFF. EMERGENCY EQUIPMENT WAS NOTIFIED BUT NOT ON STANDBY.  THE BOEING ,low pressure,subclass of,power
2470,2218,"(.19) ON SEPTEMBER 23, 1999, AT 1900 HOURS PACIFIC DAYLIGHT TIME, A HOMEBUILT CIERNIA GLASAIR III, N153JC, EXPERIEN",rag,part of,shop
2471,2219,(-23) OPERATOR EXPERIENCED LOW OIL PRESSURE INDICATION ON CLIMB. OPERATOR RETURNED TO AIRPORT AND MADE A NORMAL LAN,amphibious floats,use,landing
2472,2220,(-23)THE PILOT LINED UP FOR TAKE OFF ON RUNWAY 31C ON THE RIGHT HAND RUNWAY SHOULDER MARKING LINE INSTEAD OF THE CE,cabin door,part of,cabin
2473,2221,SLOW SPEED ON TAKEOFF. BEGAN DUMPING LOAD. ROTATED END RUNWAY. SETTLED HIT DITCH. NOSED OVER. FAILED CHECK GROSS WT,drag strip,subclass of,landing
2474,2222,DURING RUNUP AT END RUNWAY. PASSENGER EXITED ON HIS OWN TO WIPE DEW OFF WINDSHIELD. BACKED INTO PROPELLER. (-23) TH,sulphur dust,use,inflight
2475,2223,LOST NR4 ENGINE COWL ON TAKEOFF. INDICATES MAINTENANCE FAILED TO FASTEN COWLING.                                   ,prio,subclass of,gear box
2476,2224,LOST POWER DESCENDING TO SPRAY. DUMPED LOAD. HIT STUMP LANDING. NOSED OVER. FUEL UNIT HAD KNOWN PRIOR LOW PRESSURE.,smoke from engine wash,subclass of,smoke
2477,2225,HIGH OIL TEMP. LOUD POP. AUTOROTATED. ROCKED LANDING. CHOPPED TAIL. SHOP RAG WRAPPED ON TAIL SHAFT. BLOCKED COOLER.,pilot operation,part of,narrative
2478,2226,DISTRACTED AND FORGOT TO RAISE GEAR ON AMPHIBIOUS FLOATS FOR WATER LANDING. FLIPPED OVER. (-23) PILOT FORGOT TO RET,runway,part of,gear up
2479,2227,POSITIONING FLIGHT LOST CABIN DOOR OFF AIRCRAFT. CABIN CREWMAN APPARENTLY FAILED LATCH DOOR. WARNING LIGHT INOP.   ,paul hosefros,occupation,student pilot
2480,2228,STALLED ON PULLUP FROM ABORTED LANDING ON DIRT STRIP. FULL NOSE UP TRIM. RISING TERRAIN OFF END OF STRIP.          ,pilot in command,subclass of,pilot
2481,2229,HOPPER FIRE INFLIGHT. PILOT LANDED ON ROAD BETWEEN TREES. SULPHUR DUST A FACTOR. NON COMPLIANCE WITH ADS ON SUBJECT,douglas dc-6,operator,northern air cargo
2482,2230,CRUISE 800FT OVER OCEAN. TAIL ROTOR GEAR BOX SEPARATED. REMOVED MAINTENANCE PRIO. GEAR BOX LOOSE. PITCHED. ROLLED. ,carb,subclass of,fuel
2483,2231,SMOKE IN AIRCRAFT ON CLIMBOUT. OXYGEN MASKS DEPLOYED. RETURNED. EVACUATED. SMOKE FROM ENGINE WASH. SLIDES SAFTIED. ,n26952,operator,horizon air
2484,2233,FUELED PRIOR DEPARTURE. FUEL VENTED. RETURNED. FAILED COMPLETE CHECK LIST. LANDED GEAR UP. FOUND FUEL CAP ON RUNWAY,engines,has part,pneumatics
2485,2234,"NARRATIVE: ON MONDAY, NOVEMBER 20, 1995, AT APPROXIMATELY 1400 EST, STUDENT PILOT PAUL HOSEFROS INITIATED A TAKEOFF",fort smith,located in the administrative territorial entity,arkansas
2486,2235,"NARRATIVE: THE PILOT, DAVID EDWARD SHIPLEY, PILOT IN COMMAND, STATED THAT WHILE PERFORMING AN EXTERNAL LOAD LIFT OF",brownsville,twinned administrative body,houston
2487,2235,"NARRATIVE: THE PILOT, DAVID EDWARD SHIPLEY, PILOT IN COMMAND, STATED THAT WHILE PERFORMING AN EXTERNAL LOAD LIFT OF",houston,twinned administrative body,brownsville
2488,2236,"NARRATIVE: ON DECEMBER 22, 1995, A NORTHERN AIR CARGO, INC., DOUGLAS DC-6 AIRCRAFT N1027N, FLIGHT NO. 60, DEPARTED ",gear,has part,nose block
2489,2236,"NARRATIVE: ON DECEMBER 22, 1995, A NORTHERN AIR CARGO, INC., DOUGLAS DC-6 AIRCRAFT N1027N, FLIGHT NO. 60, DEPARTED ",nose block,part of,gear
2490,2237,CRASHED INTO TREES ON TAKEOFF. HAD TAXIED CARB HEAT ON. UNFILTERED AIR OPEN TO DIRT AND ICE ON FILTER REDUCED POWER,preflight,practiced by,pilot
2491,2237,CRASHED INTO TREES ON TAKEOFF. HAD TAXIED CARB HEAT ON. UNFILTERED AIR OPEN TO DIRT AND ICE ON FILTER REDUCED POWER,pilot,field of this occupation,preflight
2492,2238,"NARRATIVE: ON JANUARY 27, 1996, HORIZON AIR WAS ATTEMPTING TO REPOSITION N26952, AN SA-227 AS FLIGHT 3059, BACK TO ",runway,part of,airplane
2493,2239,NARRATIVE: DOWNWIND FOR LANDING RUNWAY 29 AT WINONA NOSE GEAR WOULD NOT EXTEND. NOSE GEAR UP LANDING WAS MADE. NOSE,runway,use,accelerating
2494,2240,"(.4)THE AIRCRAFT WAS PUSHED BACK FROM THE GATE, AND BOTH ENGINES WERE STARTED. THE PNEUMATICS WERE SHIFTED FROM THE",loss of oil pressure,has cause,engine
2495,2241,"NARRATIVE: AIRCRAFT DEPARTED FORT SMITH, ARKANSAS. DURING GEAR RETRACTION, THE LANDING GEAR CIRCUIT BREAKER POPPED.",n88cp,point in time,"may 8, 1996"
2496,2242,"NARRATIVE: ON MARCH 18, 1996 AT 2215Z, AN ATR-72 (N27806) ON A FLIGHT FROM BROWNSVILLE TO HOUSTON INTERCONTINENTAL ",jumpe,use,paradrop
2497,2243,NARRATIVE: THE AIRCRAFT WAS BEING FERRIED FOR MAINTENANCE. THE GEAR BLOCKED DOWN AND THE NOSE BLOCK FELL OUT DURING,denver international airport,place served by transport hub,denver
2498,2244,NARRATIVE: DURING PREFLIGHT PILOT ADDED OIL AND SPILLED SOME. AFTER TAKEOFF PILOT REPORTED OIL SPLATTERED ON WINDSH,chicago,twinned administrative body,san antonio
2499,2244,NARRATIVE: DURING PREFLIGHT PILOT ADDED OIL AND SPILLED SOME. AFTER TAKEOFF PILOT REPORTED OIL SPLATTERED ON WINDSH,san antonio,twinned administrative body,chicago
2500,2245,CRASHED AND BURNED. (.4)WITNESSES REPORTED THAT AFTER DEPARTURE FROM A GRASS RUNWAY. THE AIRPLANE REACHED AN ALTITU,fuel contamination,has effect,partial power loss
2501,2246,NOT ACCELERATING NORMAL. TRIED DUMP LOAD. MISSED. GOT AIRBORNE END RUNWAY. JUMPED CREEK. HIT BANK. FAILED USE FLAPS,take off,follows,roll
2502,2246,NOT ACCELERATING NORMAL. TRIED DUMP LOAD. MISSED. GOT AIRBORNE END RUNWAY. JUMPED CREEK. HIT BANK. FAILED USE FLAPS,roll,followed by,take off
