c5,c119,c119_entity_linking
20030515010309A,"(-23) THE PILOT WROTE, ""WHILE LEVELING OFF AT 700 FT AGL I FELT A VIBRATION IN THE ROTOR SYSTEM. AFTER CONFIRMING A","[['23', None, 'CARDINAL'], ['700 FT', None, 'QUANTITY']]"
20030725018199A,(-23) CANOPY WAS NOT SECURED PROPERLY PRIOR TO TAKE-OFF AND OPENED IN FLIGHT JUST AFTER ROTATION. PILOT LOST CONTRO,"[['23', None, 'CARDINAL'], ['CANOPY', Entity not linked to a knowledge base, 'PERSON']]"
20030710018909A,(-23) THE PILOT FORGOT OR OVERLOOKED REMOVING THE RIGHT AILERON TO FLAP GUST LOCK DURING THE PREFLIGHT. AT ROTATION,"[['23', None, 'CARDINAL']]"
20030720015809A,"(-23) ON TAKEOFF, AIRCRAFT PITCHED UP TO AN EXCESSIVE NOSE HIGH ATTITUDE, THEN HIT THE GROUND HARD, SKIDDED TO A ST","[['23', None, 'QUANTITY']]"
20030720036259A,"(-23) ^PRIVACY DATA OMITTED^ PILOT STATED THAT AFTER TAKEOFF FROM RUNWAY 26 AT DAHL CREEK, ALASKA HIS AIRCRAFT ENGI","[['RUNWAY', Entity(wikidata_entity_id=Q184590, wikipedia_entity_title=Runway), None], ['26', None, 'CARDINAL'], ['DAHL CREEK', Entity not linked to a knowledge base, 'GPE'], ['ALASKA', Entity(wikidata_entity_id=Q797, wikipedia_entity_title=Alaska), 'GPE'], ['CRAFT', Entity(wikidata_entity_id=Q2207288, wikipedia_entity_title=Craft), None], ['ENGI', Entity(wikidata_entity_id=Q1374325, wikipedia_entity_title=Engi (era)), 'PERSON']]"
20030723018029I,(-23) AIRCRAFT WAS BEING MARSHALLED TO PARKING POSITION A52J ON CONCOURSE 1 EAST RAMP. THE PAINTED TAXI LINES AT TH,"[['(-23', None, 'QUANTITY'], ['52J', Entity not linked to a knowledge base, None], ['TAXI', Entity(wikidata_entity_id=Q1421250, wikipedia_entity_title=Taxiing), None]]"
20030810020329A,"(-23) N4975B WHEN LANDING ON RUNWAY 22, AVON PARK, FL, AIRCRAFT RAN INTO APPROX. (1) FOOT OF STANDING WATER ON THE ","[['RUNWAY', Entity(wikidata_entity_id=Q184590, wikipedia_entity_title=Runway), None], ['22', None, 'CARDINAL'], ['AVON PARK', Entity(wikidata_entity_id=Q791286, wikipedia_entity_title=Avon Park, Florida), 'ORG'], ['FL', Entity(wikidata_entity_id=Q812, wikipedia_entity_title=Florida), 'GPE']]"
20030714017999I,"(-23) AFTER LEVELING OFF AT A CRUISING ALTITUDE OF 5000 FT IN IMC CONDITIONS, THE PILOT STATED THAT THE ENGINE BEGA","[['(-23', None, 'QUANTITY'], ['5000 FT', None, 'QUANTITY'], ['ENGINE BEGA', Entity not linked to a knowledge base, None]]"
20030702030429A,(-23) ENGINE WAS NOT RUNNING PROPERLY DURING TAKEOFF. PILOT CONTINUED THE TAKE OFF AND THE ENGINE FAILED AT APPROXI,"[['23', None, 'CARDINAL'], ['ENGINE', Entity not linked to a knowledge base, None], ['PILOT', Entity not linked to a knowledge base, 'PERSON'], ['ENGINE', Entity not linked to a knowledge base, None], ['APPROXI', Entity not linked to a knowledge base, 'ORG']]"
20030910027319A,"(-23) ON SEPTEMBER 10, 2003 AT APPROXIMATELY 1400 LOCAL TIME, MR. BIRD WATER TAXIED THE AIRCRAFT FROM BROWN'S SEAPL","[['(-23', None, 'TIME'], ['SEPTEMBER 10, 2003', Entity(parsed_string=[timepoint: [""2003/9/10""]]), 'DATE'], ['1400 LOCAL TIME', None, 'TIME'], ['BIRD WATER', Entity not linked to a knowledge base, 'PERSON'], ['BROWN', Entity not linked to a knowledge base, 'PERSON'], ['SEAPL', Entity not linked to a knowledge base, None]]"
20030706013569I,"(-23) AT ABOUT 5 PM SUNDAY JULY 6, 2003 THE PILOT DEPARTED TRIDENT BASIN NORTHBOUND WITH ONE PASSENGER. AFTER TAKEO","[['(-23', None, 'TIME'], ['ABOUT', None, 'TIME'], ['5 PM SUNDAY JULY 6, 2003', None, 'TIME'], ['BASIN NORTHBOUND', Entity not linked to a knowledge base, None], ['ONE', None, 'CARDINAL'], ['TAKEO', Entity not linked to a knowledge base, None]]"
20030622012009I,(-23) THE PILOT OF N17655 BE-55 DECLARED AN EMERGENCY ON TAKEOFF WHEN PASSENGER NOTICED OIL STREAKS ON THE LEFT ENG,"[['176', Entity not linked to a knowledge base, None], ['BE-55', Entity not linked to a knowledge base, None], ['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None]]"
20030725022279I,"(-23) ON TAKE OFF THE NOSE WHEEL OF FEDEX FLIGHT 1238, AN A300 AIRBUS STRUCK A RED FLAGGED ITEM LOCATED ON THE CENT","[['23', None, 'CARDINAL'], ['FEDEX', Entity(wikidata_entity_id=Q459477, wikipedia_entity_title=FedEx), None], ['1238', None, 'CARDINAL'], ['A300', Entity(wikidata_entity_id=Q6437, wikipedia_entity_title=Airbus A300), None], ['AIRBUS', Entity(wikidata_entity_id=Q67, wikipedia_entity_title=Airbus), None]]"
20030716016929I,"(-23) ON JULY 16, 2003, N1674T, A CESSNA 414, PILOTED BY BENJAMIN BELL WAS TAXIING FOR TAKE-OFF AT HANOVER COUNTY A","[['23', None, 'CARDINAL'], ['JULY 16, 2003', Entity(parsed_string=[timepoint: [""2003/7/16""]]), 'DATE'], ['CESSNA', Entity(wikidata_entity_id=Q308889, wikipedia_entity_title=Cessna), None], ['414', None, 'CARDINAL'], ['BENJAMIN BELL', Entity(wikidata_entity_id=Q817404, wikipedia_entity_title=Benjamin Bell (volleyball)), 'PERSON'], ['HANOVER COUNTY', Entity(wikidata_entity_id=Q341679, wikipedia_entity_title=Hanover County, Virginia), 'GPE']]"
20030901026139A,"(-23) ON SEPTEMBER 1, 2003, AT APPROXIMATELY 1130(LCL), A CESSNA MODEL 172-F N8578U CRASHED ON A FIELD NEAR THE FAJ","[['SEPTEMBER 1, 2003', Entity(parsed_string=[timepoint: [""2003/9/1""]]), 'DATE'], ['CESSNA MODEL', Entity not linked to a knowledge base, None], ['172-', Entity not linked to a knowledge base, None], ['FAJ', Entity(wikidata_entity_id=Q5431374, wikipedia_entity_title=Faj, Iran), 'GPE']]"
20031003030279A,"(-23) PILOT DEPARTED DANVILLE, IL (KDNV) WITH INOPERATIVE FUEL GAUGES ENROUTE TO MORGANTOWN, WV (MGW). THE AIRCRAFT","[['23', None, 'CARDINAL'], ['DANVILLE', Entity(wikidata_entity_id=Q577334, wikipedia_entity_title=Danville, Illinois), 'ORG'], ['IL', Entity(wikidata_entity_id=Q1204, wikipedia_entity_title=Illinois), 'GPE'], ['KDNV', Entity(wikidata_entity_id=Q7921606, wikipedia_entity_title=Vermilion Regional Airport), 'ORG'], ['EL GAUGES', Entity not linked to a knowledge base, None], ['MORGANTOWN', Entity(wikidata_entity_id=Q653636, wikipedia_entity_title=Morgantown, West Virginia), 'ORG'], ['WV', Entity(wikidata_entity_id=Q1371, wikipedia_entity_title=West Virginia), 'GPE'], ['MGW', Entity(wikidata_entity_id=Q3612650, wikipedia_entity_title=Morgantown Municipal Airport), 'ORG']]"
20031019027459A,(-23) ACCORDING TO VERBAL AND WRITTEN STATEMENTS FROM THE PILOT ROBERT WOLVERTON AND AIRPORT MANAGER ELDIN NIMMO: O,"[['(-23', None, 'CARDINAL'], ['ROBERT WOLVERTON', Entity(wikidata_entity_id=Q7346828, wikipedia_entity_title=Robert Lee Wolverton), 'PERSON'], ['ELDIN NIMMO', Entity not linked to a knowledge base, 'PERSON']]"
20031215034409A,(-23) SHORTLY AFTER TAKE-OFF FROM WATSONVILLE MUNICIPAL AIRPORT (WVI) AT APPROXIMATELY 1300 PST THE AIRCRAFT ENGINE,"[['23', None, 'CARDINAL'], ['WATSONVILLE MUNICIPAL AIRPORT', Entity(wikidata_entity_id=Q7974901, wikipedia_entity_title=Watsonville Municipal Airport), 'ORG'], ['WVI', Entity(wikidata_entity_id=Q7974901, wikipedia_entity_title=Watsonville Municipal Airport), 'FAC'], ['PST', None, 'TIME']]"
20031030027829A,(-23) RATED PILOT TOOK OFF WITH THE FLAPS EXTENDED. TAKEOFFS ARE TO BE MADE WITH THE FLAPS UP ACCORDING TO THE POH.,"[['23', None, 'CARDINAL']]"
20030918026799A,"(-23) ON SEPTEMBER 18, 2003, AT 1750 EASTERN DAYLIGHT TIME, A CESSNA 172M, N13375, REGISTERED TO AND OPERATED BY MR","[['(-23', None, 'TIME'], ['SEPTEMBER 18, 2003', Entity(parsed_string=[timepoint: [""2003/9/18""]]), 'DATE'], ['1750 EASTERN DAYLIGHT TIME', None, 'TIME'], ['CESSNA', Entity(wikidata_entity_id=Q308889, wikipedia_entity_title=Cessna), None], ['172', None, 'CARDINAL']]"
20031005037479A,"(-23) PILOT STATEMENT: ON OCT. 5, 2003 AT APPROXIMATELY 0715Z, MY CESSNA 182H (N1919X) RAN OUT OF FUEL AND CRASHED ","[['OCT. 5, 2003', Entity(parsed_string=[timepoint: [""2003/10/5""]]), 'DATE'], ['CESSNA', Entity(wikidata_entity_id=Q308889, wikipedia_entity_title=Cessna), None], ['182', None, 'CARDINAL'], ['FUEL', Entity(wikidata_entity_id=Q42501, wikipedia_entity_title=Fuel), None]]"
20031109037889I,"(-23) ON 10-22-2003 AIRPORT WAS NOTAMED CLOSED TO FACILITATE BORING 10"" TEST HOLES, ON THE CENTERLINE OF RUNWAY 20,","[['10-22-2003', Entity(parsed_string=[timepoint: [""2003/10/22""]]), 'DATE'], ['10', None, 'CARDINAL'], ['RUNWAY', Entity(wikidata_entity_id=Q184590, wikipedia_entity_title=Runway), None], ['20', None, 'CARDINAL']]"
20031128034249A,"(-23) THE PILOT IN COMMAMD FAILED TO FOLLOW THE CHECKLIST. IN DOING SO, THE PILOT IN COMMAND ENDANGERED THE PROPERT","[['COMMAMD', Entity not linked to a knowledge base, None], ['COMMAND', Entity not linked to a knowledge base, None]]"
20031027036569I,(-23) THE PIC OF N8454Y STATED THAT THERE WERE INADEQUATE MARKINGS AND LIGHTING ON THE AREA WHERE HE WAS TAXIING HI,[]
20031114036279I,"(-23) AFTER LANDING AT RENO, NEVADA ON 11/13/2003 AND BLOWING OUT THE MAIN TIRES DUE TO A WOW SWITCH RIGGING PROBLE","[['23', None, 'CARDINAL'], ['RENO', Entity(wikidata_entity_id=Q49225, wikipedia_entity_title=Reno, Nevada), 'ORG'], ['NEVADA', Entity(wikidata_entity_id=Q1227, wikipedia_entity_title=Nevada), 'GPE'], ['11/13/2003', Entity(parsed_string=[timepoint: [""2003/11/13""]]), 'DATE']]"
20031111034609A,"(-23) ON NOVEMBER 11, 2003 ATP RATED PIC AND SIC DEPARTED PALWAUKEE AIRPORT (PWK), WHEELING, IL ON A 14 CFR 135 - O","[['NOVEMBER 11, 2003', Entity(parsed_string=[timepoint: [""2003/11/11""]]), 'DATE'], ['ATP', Entity(wikidata_entity_id=Q299104, wikipedia_entity_title=ATP (treaty)), None], ['IC DEPARTED PALWAUKEE AIRPORT', Entity not linked to a knowledge base, 'ORG'], ['PWK', Entity(wikidata_entity_id=Q1708320, wikipedia_entity_title=Chicago Executive Airport), 'ORG'], ['WHEELING', Entity(wikidata_entity_id=Q935043, wikipedia_entity_title=Wheeling, Illinois), 'GPE'], ['IL', Entity(wikidata_entity_id=Q1204, wikipedia_entity_title=Illinois), 'GPE']]"
20031004024399A,"(-23) AMERICAN AIRLINES FLIGHT #847, B-737-823, N972AN, WHILE PARKED AT BOSTON TERMINAL B, GATE 26, WAS STRUCK BY A","[['AMERICAN AIRLINES FLIGHT', Entity not linked to a knowledge base, None], ['BOSTON', Entity(wikidata_entity_id=Q100, wikipedia_entity_title=Boston), 'ORG'], ['26', None, 'CARDINAL']]"
20030923024829I,(-23) MR. JASPART DID NOT KNOW WHAT THE VFR TRANSPONDER CODE WAS AND WAS SQUAKING 7600. HE WAS ALSO CONFUSED WHILE ,"[['JASPART', Entity not linked to a knowledge base, 'PERSON'], ['7600', None, 'CARDINAL']]"
20031019026569A,"(-23) IN A STATEMENT ON OCTOBER 21, 2003, THE PILOT STATED HE ATTEMPTED TO TAKE OFF WITH THE CONTROL LOCK INSTALLED","[['23', None, 'CARDINAL'], ['OCTOBER 21, 2003', Entity(parsed_string=[timepoint: [""2003/10/21""]]), 'DATE']]"
20030919028039A,"(-23) AFTER THE PREVIOUS FLIGHT, PIC HAD PLACED TAPE OVER THE PILOT TUBE IN LIEU OF A COVER. WHILE PREPARING FOR TH","[['23', None, 'TIME'], ['PIC', Entity not linked to a knowledge base, None], ['U', Entity not linked to a knowledge base, 'GPE']]"
20040202002289I,(-23) AFTER LANDING ON THE SNOW COVERED RUNWAY THE FLIGHT WAS CLEARED BY ATCT TO TAKE ANY LEFT TURN AND TAXI TO THE,"[['(-23', None, 'TIME'], ['ATCT', Entity(wikidata_entity_id=Q221395, wikipedia_entity_title=Air traffic control), None]]"
20040405029859A,(-23) AIRCRAFT DEPARTED JZI AND THE AIRCRAFT'S LEFT ENGINE FAILED SHORTLY AFTER TAKEOFF. THE AIRCRAFT IMPACTED THE ,"[['(-23', None, 'QUANTITY'], ['JZI', Entity(wikidata_entity_id=Q1836219, wikipedia_entity_title=Charleston Executive Airport), None], ['TAKEO', Entity not linked to a knowledge base, None]]"
20040318008479A,"(-23) ON 03-18-04 MR. MAUCH JR. PILOTED AN UNWORTHY AIRCRAFT, DURING THE TAKEOFF SEQUENCE AND SHORTLY AFTER LIFT OF","[['23', None, 'CARDINAL'], ['03-18-04', Entity(parsed_string=[timepoint: [""2004/3/18""]]), 'DATE'], ['MAUCH JR', Entity not linked to a knowledge base, 'PERSON'], ['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None]]"
20040410005949A,"(-23) PILOT T.O. FROM HIS PRIVATE STRIP, CLIMBED TO 6000FT AND WENT INVERTED DURING AN ACROBATIC MANEUVER (AEROBATI","[['23', None, 'CARDINAL'], ['6000FT', None, 'QUANTITY'], ['AT', Entity(wikidata_entity_id=Q999, wikipedia_entity_title=Astatine), None]]"
20040201003099A,"(-23) ON FEBRUARY 1, 2004, AT 1700 EASTERN STANDARD TIME, A SAAB 340A, N158SD, OPERATED BY SHUTTLE AMERICA INC. (UH","[['(-23', None, 'TIME'], ['FEBRUARY 1, 2004', Entity(parsed_string=[timepoint: [""2004/2/1""]]), 'DATE'], ['1700', None, 'TIME'], ['EASTERN STANDARD TIME', None, 'TIME'], ['SAA', Entity(wikidata_entity_id=Q7630565, wikipedia_entity_title=Sub-Aqua Association), 'ORG'], ['SHUTTLE AMERICA INC', Entity not linked to a knowledge base, 'ORG'], ['UH', Entity(wikidata_entity_id=Q217439, wikipedia_entity_title=University of Hawaiʻi), 'ORG']]"
20040322015809I,"(-23) PILOT DEPARTED WINNIE, TX AIRPORT WITH TOW BAR ATTACHED TO NOSE GEAR. MINOR DAMAGE TO NOSE GEAR DOORS ON LAND","[['23', None, 'CARDINAL'], ['WINNIE', Entity(wikidata_entity_id=Q981438, wikipedia_entity_title=Winnie, Texas), 'ORG'], ['TX', Entity(wikidata_entity_id=Q1439, wikipedia_entity_title=Texas), 'GPE'], ['MIN', None, 'QUANTITY']]"
20040206001079I,"(-23) DELTA AIRLINES FLIGHT 364, AIRCRAFT N3738B, A B-737-800, WAS ENROUTE TO ATLANTA FROM KANSAS CITY. AT APPROXIM","[['DELTA AIRLINES', Entity(wikidata_entity_id=Q188920, wikipedia_entity_title=Delta Air Lines), 'ORG'], ['364', None, 'CARDINAL'], ['AIRCRAFT', Entity(wikidata_entity_id=Q11436, wikipedia_entity_title=Aircraft), None], ['N3738B', Entity not linked to a knowledge base, None], ['B-737-800', Entity(wikidata_entity_id=Q12476717, wikipedia_entity_title=Boeing 737-800), None], ['ATLANTA', Entity(wikidata_entity_id=Q23556, wikipedia_entity_title=Atlanta), 'ORG'], ['KANSAS CITY', Entity(wikidata_entity_id=Q41819, wikipedia_entity_title=Kansas City, Missouri), 'ORG']]"
20040306014959I,"(-23) ON 3/6/04 AT APPROXIMATELY 0932 E, A CHAUTAUQUA AIRLINES, FLIGHT 4912, N971RP, RETURNED TO ROC DUE TO A LANDI","[['3/6/04', None, 'DATE'], ['CHAUTAUQUA', Entity(wikidata_entity_id=Q119038, wikipedia_entity_title=Chautauqua), 'ORG'], ['49', None, 'CARDINAL'], ['ROC', Entity(wikidata_entity_id=Q865, wikipedia_entity_title=Taiwan), 'GPE']]"
20040321006069I,"(-23) ON MARCH 3, 2004, AT APPROXIMATELY 1745 PST, N42746, A HOT AIR BALLOON EXECUTED A FORCED LANDING INTO A RESID","[['23', None, 'TIME'], ['MARCH 3, 2004', Entity(parsed_string=[timepoint: [""2004/3/3""]]), 'DATE'], ['1745', None, 'TIME'], ['PST', Entity(wikidata_entity_id=Q847142, wikipedia_entity_title=Pacific Time Zone), 'GPE']]"
20040108000159A,"(-23) ON JANUARY 8, 2004, ABOUT 1427 CENTRAL STANDARD TIME, A BEECH E-90, N48TA, OPERATED BY TIDEWATER AERO, SUSTAI","[['23', None, 'TIME'], ['JANUARY 8, 2004', Entity(parsed_string=[timepoint: [""2004/1/8""]]), 'DATE'], ['1427', None, 'TIME'], ['CENTRAL', Entity(wikidata_entity_id=Q2086913, wikipedia_entity_title=Central Time Zone), None], ['ARD', Entity(wikidata_entity_id=Q49653, wikipedia_entity_title=ARD (broadcaster)), None], ['BEECH', Entity(wikidata_entity_id=Q634227, wikipedia_entity_title=Beechcraft), 'ORG'], ['E-90', Entity(wikidata_entity_id=Q370080, wikipedia_entity_title=European route E90), None], ['48TA', Entity not linked to a knowledge base, None], ['TIDEWATER AERO', Entity not linked to a knowledge base, 'ORG'], ['SUSTAI', Entity not linked to a knowledge base, 'ORG']]"
20040105000069I,"(-23) AMERICAN AIRLINES FLIGHT 1453, AIRCRAFT N497AA, AN MD-82, LANDED AT MCI FROM LGA. WHILE TAXIING, DUE TO A HEA","[['23', None, 'CARDINAL'], ['AMERICAN AIRLINES', Entity(wikidata_entity_id=Q32396, wikipedia_entity_title=American Airlines), 'ORG'], ['1453', None, 'CARDINAL'], ['CRAFT', Entity(wikidata_entity_id=Q2207288, wikipedia_entity_title=Craft), None], ['N497AA', Entity not linked to a knowledge base, None], ['MD-82', Entity(wikidata_entity_id=Q207400, wikipedia_entity_title=McDonnell Douglas MD-80), None], ['MCI', Entity(wikidata_entity_id=Q1431674, wikipedia_entity_title=Kansas City International Airport), 'FAC'], ['LGA', Entity(wikidata_entity_id=Q319654, wikipedia_entity_title=LaGuardia Airport), 'FAC']]"
20040222005669A,"(-23) PILOT AND PASSENGERS STATED THE AIRCRAFT TAKE OFF WAS NORMAL, HOWEVER, DURING CLIMB OUT THE AIRCRAFT HAD A LO","[['(-23', None, 'CARDINAL']]"
20040304003309I,"(-23) AFTER NORMAL TOUCHDOWN THE AIRCRAFT STARTED SLIDING OR HYDROPLANING TOWARD LEFT SIDE OF RUNWAY, AIRCRAFT STRU","[['(-23', None, 'TIME'], ['U', Entity not linked to a knowledge base, None]]"
20040211001589I,(-23) THE PILOT STATED WHILE GOING THROUGH THE START PROCEDURE THE STARTER WOULD NOT ENGAGE. HE REMEMBERED THAT THE,"[['23', None, 'CARDINAL']]"
20040519008689A,(-23) AIRCRAFT LOST POWER DURING TAKEOFF AT APPROXIMATELY 500 FEET AGL. PILOT WAS ABLE TO MAKE A 180 DEGREE TURN AN,"[['(-23', None, 'QUANTITY'], ['APPROXIMATELY 500 FEET AGL', None, 'QUANTITY'], ['PILOT', Entity(wikidata_entity_id=Q3139963, wikipedia_entity_title=Honda Pilot), None], ['180', None, 'CARDINAL']]"
20040609010269A,"(-23) ON JUNE 9, 2004, AT 2208 MDT, A CESSNA 172, N9474L, REGISTERED TO CIVIL AIR PATROL, OPERATING AS A PUBLIC USE","[['JUNE 9, 2004', Entity(parsed_string=[timepoint: [""2004/6/9""]]), 'DATE'], ['CESSNA', Entity(wikidata_entity_id=Q308889, wikipedia_entity_title=Cessna), None], ['172', None, 'CARDINAL'], ['CIVIL AIR PATROL', Entity(wikidata_entity_id=Q781210, wikipedia_entity_title=Civil Air Patrol), 'FAC']]"
20040529011479A,(-23) OWNER/PILOT WAS TEST FLYING THE AIRCRAFT BECAUSE OF AN OIL PRESSURE PROBLEM. PILOT TOOK OFF FROM HIS BACK YAR,"[['(-23', None, 'CARDINAL']]"
20040608017419A,"(-23) ACCORDING TO EYEWITNESSES, THE NONCERTIFICATED PILOT WAS DOING HAMMERHEAD STALLS IN AN UNREGISTERED HOMEBUILT","[['23', None, 'CARDINAL'], ['HAMMERHEAD', Entity not linked to a knowledge base, None]]"
20040527012379I,(-23) AIRCRAFT BATTERY FAILED TO START THE AIRCRAFT. PILOT ATTEMPTED TO CHARGE BATTERY UNSUCCESSFULLY. PILOT THEN J,"[['(-23', None, 'CARDINAL']]"
20040428022659A,(-23) PILOT DEPARTED FREDERICKSBURG SHANNON AIRPORT (EZF) WITH THE AIRCRAFT TOW BAR ATTACHED. IMMEDIATELY AFTER DEP,"[['23', None, 'CARDINAL'], ['FREDERICKSBURG SHANNON AIRPORT', Entity not linked to a knowledge base, 'FAC'], ['EZF', Entity(wikidata_entity_id=Q18033993, wikipedia_entity_title=KLF4), 'ORG']]"
20040627030379A,(-23) DECEASED PASSENGERS: FRONT LEFT SEAT ^PRIVACY DATA OMITTED^ REAR LEFT SEAT ^PRIVACY DATA OMITTED^            ,"[['23', None, 'CARDINAL'], ['FRONT', Entity not linked to a knowledge base, None]]"
20040420009309I,(-23) THE PILOT REQUESTED A LONG LANDING ON 13L AT DALLAS LOVEFIELD AND THE REQUEST WAS APPROVED. N3217Q LANDED RUN,"[['13L', None, 'QUANTITY'], ['DALLAS LOVEFIELD', Entity not linked to a knowledge base, 'GPE']]"
20040630016499I,"(-23) ON JUNE 30, 2004 AT APPROXIMATELY 1155Z, WHILE TAXIING TO PARKING THE PILOT TURNED OFF HIS TAXI LIGHT TO FOLL","[['23', None, 'CARDINAL'], ['JUNE 30, 2004', Entity(parsed_string=[timepoint: [""2004/6/30""]]), 'DATE'], ['1155Z', None, 'QUANTITY']]"
20040603017449A,(-23) AIRCRAFT IMPACTED TREES/TERRAIN SHORTLY AFTER DEPARTURE FROM RUNWAY 32. THE AIRCRAFT WAS DESTROYED AND NO POS,"[['23', None, 'CARDINAL'], ['RUNWAY', Entity(wikidata_entity_id=Q184590, wikipedia_entity_title=Runway), None], ['32', None, 'CARDINAL']]"
20040510029249A,"(-23) ON MAY 10, 2004, A PIPER PA-38-112 SINGLE-ENGINE AIRPLANE, N24007, WAS SUBSTANTIALLY DAMAGED WHEN IT IMPACTED","[['MAY 10, 2004', Entity(parsed_string=[timepoint: [""2004/5/10""]]), 'DATE'], ['PIPER', Entity(wikidata_entity_id=Q934012, wikipedia_entity_title=Piper Aircraft), None], ['PA-38-112', Entity not linked to a knowledge base, None], ['SINGLE-ENGINE AIRPLANE', Entity not linked to a knowledge base, None]]"
20040822021239A,"(-23) PILOT REPORTED AIRCRAFT ACCIDENT TO FSDO AT APPROXIMATELY 10:20 ON 08/23/2004. PILOT, OWNER MR. GARY JONES ST","[['PILOT', Entity(wikidata_entity_id=Q3139963, wikipedia_entity_title=Honda Pilot), 'PERSON'], ['FSDO', Entity(wikidata_entity_id=Q5459243, wikipedia_entity_title=Flight Standards District Office), None], ['10:20 ON', None, 'TIME'], ['08/23/2004', Entity(parsed_string=[timepoint: [""2004/8/23""]]), 'DATE'], ['PILOT', Entity(wikidata_entity_id=Q3139963, wikipedia_entity_title=Honda Pilot), 'PERSON'], ['GARY JONES ST', Entity not linked to a knowledge base, 'PERSON']]"
20040925024259A,"(-23) MR. JAY YOSHINAGA, PILOT AND ^PRIVACY DATA OMITTED^, MECHANIC, WERE DEPARTING RUNWAY 24 AT FUL WHEN THE AIRCR","[['23', None, 'CARDINAL'], ['JAY YOSHINAGA', Entity not linked to a knowledge base, 'PERSON'], ['MECHANIC', Entity(wikidata_entity_id=Q327029, wikipedia_entity_title=Mechanic), None], ['24', None, 'CARDINAL'], ['FUL', Entity(wikidata_entity_id=Q3275421, wikipedia_entity_title=Fullerton Municipal Airport), None]]"
20040915034019A,"(-23) ON SEPTEMBER 15, 2004, ON ABOUT 1200, AN AIR TRACTOR INC. AT-502-B AIRCRAFT N90375, REGISTERED TO GLADEVIEW A","[['SEPTEMBER 15, 2004', Entity(parsed_string=[timepoint: [""2004/9/15""]]), 'DATE'], ['ABOUT 1200', None, 'MONEY'], ['AIR TRACTOR INC', Entity(wikidata_entity_id=Q2828232, wikipedia_entity_title=Air Tractor), None], ['GLADEVIEW A', Entity not linked to a knowledge base, 'ORG']]"
20040929031179A,"(-23) THE AIRCRAFT DEPARTED FROM RUNWAY 24 AT N57, NEW GARDEN AIRPORT. ACCORDING TO WITNESSES, THE AIRCRAFT CLIMBED","[['RUNWAY', Entity(wikidata_entity_id=Q184590, wikipedia_entity_title=Runway), None], ['24', None, 'CARDINAL'], ['NEW GARDEN AIRPORT', Entity(wikidata_entity_id=Q7007749, wikipedia_entity_title=New Garden Airport), 'FAC']]"
20040727017349A,"(-23) ^PRIVACY DATA OMITTED^ ON 7-26-04 PILOT IN COMMAND, AVERON J. ROSSER HAD DEPARTED THE BETTLES, ALASKA AIRPORT","[['7-26-04', Entity(parsed_string=[timepoint: [""2004/7/26""]]), 'DATE'], ['COMMAND', Entity not linked to a knowledge base, 'GPE'], ['AVERON J. ROSSER HAD', Entity not linked to a knowledge base, 'PERSON'], ['BETTLES', Entity(wikidata_entity_id=Q79943, wikipedia_entity_title=Bettles, Alaska), None], ['ALASKA AIRPORT', Entity not linked to a knowledge base, 'ORG']]"
