,c5_id,c119_input,c119_entity_linking,mentions,labels,entities,qids
1153,19920229007939A,TOOK EXPERIMENTAL T66 OUT OF LONG STORAGE. ENGINE QUIT ON FIRST FLIGHT. FOUND FUEL FILTER CLOGGED BY PRESERVATIVE. ,"[['TOOK EXPER', Entity not linked to a knowledge base, None], ['ENT', Entity not linked to a knowledge base, None], ['66', Entity not linked to a knowledge base, None], ['FIRST', None, 'ORDINAL']]",TOOK EXPER,,,
1154,19920229007939A,TOOK EXPERIMENTAL T66 OUT OF LONG STORAGE. ENGINE QUIT ON FIRST FLIGHT. FOUND FUEL FILTER CLOGGED BY PRESERVATIVE. ,"[['TOOK EXPER', Entity not linked to a knowledge base, None], ['ENT', Entity not linked to a knowledge base, None], ['66', Entity not linked to a knowledge base, None], ['FIRST', None, 'ORDINAL']]",ENT,,,
1155,19920229007939A,TOOK EXPERIMENTAL T66 OUT OF LONG STORAGE. ENGINE QUIT ON FIRST FLIGHT. FOUND FUEL FILTER CLOGGED BY PRESERVATIVE. ,"[['TOOK EXPER', Entity not linked to a knowledge base, None], ['ENT', Entity not linked to a knowledge base, None], ['66', Entity not linked to a knowledge base, None], ['FIRST', None, 'ORDINAL']]",66,,,
1156,19920426023369I,CYLINDER HEAD TEMPERATURE IN RED LINE ON CLIMB. FORCED LANDING ON ROAD. OIL TANK EMPTY. HAD OIL STARVATION.        ,"[['C', Entity not linked to a knowledge base, None], ['INDER', Entity not linked to a knowledge base, None]]",C,,,
1157,19920426023369I,CYLINDER HEAD TEMPERATURE IN RED LINE ON CLIMB. FORCED LANDING ON ROAD. OIL TANK EMPTY. HAD OIL STARVATION.        ,"[['C', Entity not linked to a knowledge base, None], ['INDER', Entity not linked to a knowledge base, None]]",INDER,,,
1158,19920531017409A,RIGHT AILERON BECAME DISCONNECTED IN FLIGHT. UNCONTROLLED SPIRAL. BAILED OUT. SLIDE LOCK FITTING LUBED IN ERROR.   ,"[['AILERON', Entity(wikidata_entity_id=Q509379, wikipedia_entity_title=Aileron), None]]",AILERON,,Aileron,Q509379
1159,19920408009219A,BEGAN GO AROUND WITH FLAPS DOWN. USABLE CLIMB SPEED. DRIFTED AND STALLED INTO TREES AND GROUND.                    ,"[['BEGAN', Entity not linked to a knowledge base, None], ['USABLE', Entity(wikidata_entity_id=Q2471869, wikipedia_entity_title=USable), None]]",BEGAN,,,
1160,19920408009219A,BEGAN GO AROUND WITH FLAPS DOWN. USABLE CLIMB SPEED. DRIFTED AND STALLED INTO TREES AND GROUND.                    ,"[['BEGAN', Entity not linked to a knowledge base, None], ['USABLE', Entity(wikidata_entity_id=Q2471869, wikipedia_entity_title=USable), None]]",USABLE,,USable,Q2471869
1161,19920621026709A,TRIED TO DEPART SHIP PAD WITH LEFT REAR SKID ATTACHED. ROLLED OVER ON LIFTOFF.                                     ,"[['LIFTOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None]]",LIFTOFF,,Takeoff,Q854248
1162,19920317008139I,SMOKE IN CABIN IN FLIGHT. RETURNED TO AIRPORT. FOUND BURNED RAG ON TOP OF MUFFLER.                                 ,"[['SMOKE', Entity(wikidata_entity_id=Q130768, wikipedia_entity_title=Smoke), None], ['CABIN', Entity(wikidata_entity_id=Q2389519, wikipedia_entity_title=Cabin pressurization), None]]",SMOKE,,Smoke,Q130768
1163,19920317008139I,SMOKE IN CABIN IN FLIGHT. RETURNED TO AIRPORT. FOUND BURNED RAG ON TOP OF MUFFLER.                                 ,"[['SMOKE', Entity(wikidata_entity_id=Q130768, wikipedia_entity_title=Smoke), None], ['CABIN', Entity(wikidata_entity_id=Q2389519, wikipedia_entity_title=Cabin pressurization), None]]",CABIN,,Cabin pressurization,Q2389519
1164,19920601017319A,"TRIED TO DEPART A SHORT RUNWAY,CALM WIND WITH CRUISE PROP SETTING. UNABLE TO LEAVE GROUND EFFECT. STRUCK TREES.    ","[['M', Entity not linked to a knowledge base, None]]",M,,,
1165,19920504032799A,LEFT ENGINE QUIT ON INITIAL CLIMBOUT. RESTARTED BUT ELECTED LAND GEAR UP ON AIRPORT. WATER RUST IN AUTO FUEL.      ,"[['AUTO FUEL', Entity(wikidata_entity_id=Q337540, wikipedia_entity_title=Motor fuel), None]]",AUTO FUEL,,Motor fuel,Q337540
1166,19920510013909A,CANOPY CAME OPEN ON GLIDER TOW. ACCIDENTALLY RELEASED TOW 150 FEET AGL WHILE TRYING TO CLOSE CANOPY.CRASH LANDED.  ,"[['CANOPY', Entity not linked to a knowledge base, None], ['150 FEET AGL', None, 'QUANTITY']]",CANOPY,,,
1167,19920511014409A,UNABLE TO LOWER NOSE HIGH POSITION. ON TAKEOFF REDUCED POWER TOO LATE. STALLED. INDICATES FAILED TO SET TRIM.      ,"[['EO', Entity(wikidata_entity_id=Q1348989, wikipedia_entity_title=Earth observation), None]]",EO,,Earth observation,Q1348989
1168,19920417016799A,ENGINE QUIT EN ROUTE. FUEL USE HIGHER THAN NORMAL POSSIBLY DUE TO FUEL CAP VENT PLACED BACKWARDS. SIPHONED FUEL.   ,"[['TH', Entity not linked to a knowledge base, None]]",TH,,,
1169,19920523016059A,VEERED OFF RUNWAY AND OVERTURNED ON TAKEOFF ROLL. TEST FLIGHT AFTER REBUILD. AILERONS CABLES WERE REVERSED.        ,"[['TAKEOFF ROLL', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None]]",TAKEOFF ROLL,,Takeoff,Q854248
1170,19920607018429A,"HAD NR2 ENGINE PROBLEM.ATTEMPTED FERRY FLIGHT FOR MAINTENANCE.NR2 ENGINE OVER TEMP ON TAKEOFF,CRASH LANDED,HIT TREE","[['AD', Entity(wikidata_entity_id=Q159791, wikipedia_entity_title=Anno Domini), None], ['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), 'GPE']]",AD,,Anno Domini,Q159791
1171,19920422024099I,CREW LEARNED AFT CARGO DOOR OPEN AFTER DEPARTURE. RETURNED. CREW FAILED TO NOTICE WARNING LIGHT.                   ,"[['CARGO', Entity(wikidata_entity_id=Q319224, wikipedia_entity_title=Cargo), None]]",CARGO,,Cargo,Q319224
1172,19920721033479I,AVIONICS COMPARTMENT EXIT DOOR LIGHT ON AFTER ROTATION. RETURNED. DOOR WAS FULLY OPEN AND LOCKED IN PLACE.         ,"[['AVIONICS COMPART', Entity not linked to a knowledge base, None]]",AVIONICS COMPART,,,
1173,19920926038809A,NO ELEVATOR CONTROL ON TAKEOFF PRIOR TOW RELEASE. DIVED INTO GROUND. PILOT FAILED TO CONNECT ELEVATOR CONTROL.     ,"[['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None]]",TAKEOFF,,Takeoff,Q854248
1174,19920726027439A,SEAT SLID BACK ON INITIAL TAKEOFF ROLL. LOST CONTROL. AIRCRAFT GROUND LOOPED. UNABLE VERIFY SEAT CONDITION. BURNED.,"[['AT', Entity not linked to a knowledge base, None], ['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None]]",AT,,,
1175,19920726027439A,SEAT SLID BACK ON INITIAL TAKEOFF ROLL. LOST CONTROL. AIRCRAFT GROUND LOOPED. UNABLE VERIFY SEAT CONDITION. BURNED.,"[['AT', Entity not linked to a knowledge base, None], ['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None]]",TAKEOFF,,Takeoff,Q854248
1176,19920806029929A,LOST POWER BOTH ENGINES ON IFR APPROACH.DITCHED IN LAKE SHORT OF PONTIAC.ALL TANKS BUT ONE EMPTY.SHORT IFR FLIGHT. ,"[['PONTIAC', Entity not linked to a knowledge base, None], ['ONE', None, 'CARDINAL']]",PONTIAC,,,
1177,19921023043909A,BECAME AIRBORNE ON TAXI TEST. LOST POWER ON CLIMBOUT. STRUCK TREES.HAD WASHED AIRCRAFT THAT SAT OUT FOR LONG PERIOD,"[['BECAME', Entity not linked to a knowledge base, None], ['BORNE', Entity not linked to a knowledge base, None], ['TAXI', Entity(wikidata_entity_id=Q1421250, wikipedia_entity_title=Taxiing), None]]",BECAME,,,
1178,19921023043909A,BECAME AIRBORNE ON TAXI TEST. LOST POWER ON CLIMBOUT. STRUCK TREES.HAD WASHED AIRCRAFT THAT SAT OUT FOR LONG PERIOD,"[['BECAME', Entity not linked to a knowledge base, None], ['BORNE', Entity not linked to a knowledge base, None], ['TAXI', Entity(wikidata_entity_id=Q1421250, wikipedia_entity_title=Taxiing), None]]",BORNE,,,
1179,19921023043909A,BECAME AIRBORNE ON TAXI TEST. LOST POWER ON CLIMBOUT. STRUCK TREES.HAD WASHED AIRCRAFT THAT SAT OUT FOR LONG PERIOD,"[['BECAME', Entity not linked to a knowledge base, None], ['BORNE', Entity not linked to a knowledge base, None], ['TAXI', Entity(wikidata_entity_id=Q1421250, wikipedia_entity_title=Taxiing), None]]",TAXI,,Taxiing,Q1421250
1180,19920926038889A,SLUGGISH CLIMBOUT. TRIED TO TURN BACK. STALLED INTO TREES. FOUND CARBURETOR HEAT FULL ON.                          ,"[['GISH', Entity not linked to a knowledge base, None], ['BURETOR', Entity not linked to a knowledge base, None]]",GISH,,,
1181,19920926038889A,SLUGGISH CLIMBOUT. TRIED TO TURN BACK. STALLED INTO TREES. FOUND CARBURETOR HEAT FULL ON.                          ,"[['GISH', Entity not linked to a knowledge base, None], ['BURETOR', Entity not linked to a knowledge base, None]]",BURETOR,,,
1182,19920903053529I,NOSE GEAR COLLAPSED ON ROLLOUT. FOUND TOW BAR ADAPTER NOT REMOVED BEFORE FLIGHT.                                   ,"[['NOSE', Entity not linked to a knowledge base, None]]",NOSE,,,
1183,19920917048749I,AT LIFTOFF PILOT DISCOVERED CABIN DOOR NOT LATCHED. RETARDED THROTTLE AND LANDED ON SAME RUNWAY GEAR UP.           ,"[['LIFTOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None], ['IN', Entity not linked to a knowledge base, None]]",LIFTOFF,,Takeoff,Q854248
1184,19920917048749I,AT LIFTOFF PILOT DISCOVERED CABIN DOOR NOT LATCHED. RETARDED THROTTLE AND LANDED ON SAME RUNWAY GEAR UP.           ,"[['LIFTOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None], ['IN', Entity not linked to a knowledge base, None]]",IN,,,
1185,19920921037879A,ON TAKEOFF ROLL REALIZED CONTROL LOCK IN PLACE. UNABLE TO REMOVE OR STOP. RAN OFF END OF RUNWAY INTO BAY.          ,"[['TAKEOFF ROLL', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None], ['BAY', Entity(wikidata_entity_id=Q738808, wikipedia_entity_title=Delaware Bay), 'GPE']]",TAKEOFF ROLL,,Takeoff,Q854248
1186,19920805029139A,FAILED TO UNTIE FRONT SKID. ROLLED OVER ON ATTEMPTED LIFTOFF. MAIN ROTORS STRUCK FISHING VESSELS DECK.             ,"[['UNTIE FRONT', Entity not linked to a knowledge base, None], ['VESSELS', Entity not linked to a knowledge base, None]]",UNTIE FRONT,,,
1187,19920805029139A,FAILED TO UNTIE FRONT SKID. ROLLED OVER ON ATTEMPTED LIFTOFF. MAIN ROTORS STRUCK FISHING VESSELS DECK.             ,"[['UNTIE FRONT', Entity not linked to a knowledge base, None], ['VESSELS', Entity not linked to a knowledge base, None]]",VESSELS,,,
1188,19920807056889A,INDICATES UNSECURED RIGHT ENGINE COWL LIFTED INFLIGHT. HIT MAIN ROTORS DEBRIS HIT TAIL ROTORS. LOST TAIL ROTOR USE.,"[['MAIN', Entity not linked to a knowledge base, None], ['DEBRIS', Entity(wikidata_entity_id=Q637703, wikipedia_entity_title=Debris), 'PERSON']]",MAIN,,,
1189,19920730028629A,AEROSOL SPRAY CAN SITTING ON REAR OF GLARE SHIELD SHORTED ON ELECTRIC TERMINALS. BURST INTO FLAME. ABORTED TAKEOFF.,"[['AEROSOL', Entity(wikidata_entity_id=Q104541, wikipedia_entity_title=Aerosol), None], ['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None]]",AEROSOL,,Aerosol,Q104541
1190,19920730028629A,AEROSOL SPRAY CAN SITTING ON REAR OF GLARE SHIELD SHORTED ON ELECTRIC TERMINALS. BURST INTO FLAME. ABORTED TAKEOFF.,"[['AEROSOL', Entity(wikidata_entity_id=Q104541, wikipedia_entity_title=Aerosol), None], ['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None]]",TAKEOFF,,Takeoff,Q854248
1191,19920928041759I,CABIN DOOR OPENED ON LIFTOFF. LANDED ON REMAINING RUNWAY WITH GEAR UP. TOWER ADVISED YOUR GEAR IS UP.              ,"[['CABIN', Entity(wikidata_entity_id=Q695207, wikipedia_entity_title=Log cabin), None], ['TO', Entity not linked to a knowledge base, None]]",CABIN,,Log cabin,Q695207
1192,19920928041759I,CABIN DOOR OPENED ON LIFTOFF. LANDED ON REMAINING RUNWAY WITH GEAR UP. TOWER ADVISED YOUR GEAR IS UP.              ,"[['CABIN', Entity(wikidata_entity_id=Q695207, wikipedia_entity_title=Log cabin), None], ['TO', Entity not linked to a knowledge base, None]]",TO,,,
1193,19920722026749A,REPORTED JAMMED YOKE ON TAKEOFF ROLL. UNABLE STOP SKIPPED ACROSS LAKE TO IMPACT SHORE. POSSIBLE CONTROL LOCK.      ,"[['JAMMED YOKE', Entity not linked to a knowledge base, None], ['TAKEOFF RO', Entity not linked to a knowledge base, None]]",JAMMED YOKE,,,
1194,19920722026749A,REPORTED JAMMED YOKE ON TAKEOFF ROLL. UNABLE STOP SKIPPED ACROSS LAKE TO IMPACT SHORE. POSSIBLE CONTROL LOCK.      ,"[['JAMMED YOKE', Entity not linked to a knowledge base, None], ['TAKEOFF RO', Entity not linked to a knowledge base, None]]",TAKEOFF RO,,,
1195,19921201048469A,DOOR OPENED ON TAKEOFF. TRIED TO RETURN. BUT DESCENDED INTO TREES. STUDENT BECAME FLUSTERED AND LOST CONTROL.      ,"[['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None]]",TAKEOFF,,Takeoff,Q854248
1196,19930214004179I,ON TAKEOFF ROLL RIGHT FUEL CAP SEPARATED FROM AIRCRAFT. CAP WENT THROUGH REAR ROTATING PROPELLER. PROP DESTROYED.  ,"[['AKEOFF', Entity not linked to a knowledge base, None]]",AKEOFF,,,
1197,19921031044419A,FAILED DEVELOP TAKEOFF POWER. ABORTED 2/3 DOWN RUNWAY.HIT BRAKES TO STOP. NOSED OVER. PROP LEVER NOT FORWARD.      ,"[['FF', Entity not linked to a knowledge base, None], ['2/3', None, 'CARDINAL']]",FF,,,
1198,19921119049779I,DOOR POPPED OPEN ON TAKEOFF ROLL. ABORTED. USED EXCESSIVE BRAKE PRESSURE TO STOP. DAMAGED TIRES. MEDICAL EXPIRED.  ,"[['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None]]",TAKEOFF,,Takeoff,Q854248
1199,19921202048709A,LOST TAIL ROTOR ASSEMBLY INFLIGHT. MADE HARD AUTO LANDING. FUEL FILLER CAP MISSING. STRUCK TAIL FIN AND TAIL ROTOR.,"[['FUEL', Entity(wikidata_entity_id=Q42501, wikipedia_entity_title=Fuel), None]]",FUEL,,Fuel,Q42501
1200,19930328006999A,LANDED TO CHECK FUEL IMBALANCE. ELECTED TO AGAIN TAKEOFF. UNABLE TO KEEP RIGHT WING UP. WING HIT GROUND. CARTWHEEL.,"[['WHE', Entity(wikidata_entity_id=Q60762336, wikipedia_entity_title=Whitworth Society), None]]",WHE,,Whitworth Society,Q60762336
1201,19921120047599A,NOISE ON TAKEOFF ROLL. ABORTED. RAN OFF RUNWAY. SHEARED NOSE GEAR. TORQUE LINK DUAL PINS REMOVED TO TOW.ONE MISSING,"[['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None], ['TORQUE', Entity(wikidata_entity_id=Q48103, wikipedia_entity_title=Torque), 'PERSON'], ['ONE', None, 'CARDINAL']]",TAKEOFF,,Takeoff,Q854248
1202,19921218050889A,LACKED ACCELERATION ON TAKEOFF. FAILED TO ABORT. OVERRAN RUNWAY. PARKING BRAKE ON BUT WARNING LIGHT INOPERATIVE.   ,"[['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None]]",TAKEOFF,,Takeoff,Q854248
1203,19921113046579A,ENGINE QUIT ON CLIMBOUT. FOUND WATER IN FUEL. FUEL TANK CAPS NOT VENTED .                                          ,"[['ENG', Entity not linked to a knowledge base, None], ['FUEL', Entity(wikidata_entity_id=Q42501, wikipedia_entity_title=Fuel), 'GPE'], ['FUEL', Entity(wikidata_entity_id=Q42501, wikipedia_entity_title=Fuel), None]]",ENG,,,
1204,19921219050909A,NO AIRSPEED ON TAKEOFF ROLL. ABORTED LATE. RAN OFF END RUNWAY INTO DITCH. FAILED TO REMOVE PITOT COVER.            ,"[['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None]]",TAKEOFF,,Takeoff,Q854248
1205,19930522014679A,CANOPY CAME OPEN ON SHORT FINAL AND SEPARATED. AIRSPEED CAME LOW. IMPACTED SHORT OF RUNWAY. FIRST FLIGHT IN TYPE.  ,"[['CANOPY', Entity not linked to a knowledge base, None], ['FIRST', None, 'ORDINAL']]",CANOPY,,,
1206,19930630021529A,LANDED DEEP GRASS. FIRE ERUPTED UNDER THE 206L3. CREW CHIEF ARMED AID FIRE UNIT. PILOT OR CREW CAUSED ACTIVATION.  ,"[['206L3', Entity not linked to a knowledge base, None], ['IEF', Entity(wikidata_entity_id=Q898861, wikipedia_entity_title=Isoelectric focusing), None]]",206L3,,,
1207,19930630021529A,LANDED DEEP GRASS. FIRE ERUPTED UNDER THE 206L3. CREW CHIEF ARMED AID FIRE UNIT. PILOT OR CREW CAUSED ACTIVATION.  ,"[['206L3', Entity not linked to a knowledge base, None], ['IEF', Entity(wikidata_entity_id=Q898861, wikipedia_entity_title=Isoelectric focusing), None]]",IEF,,Isoelectric focusing,Q898861
1208,19930530020029I,PILOT LOST CONTROL OF AIRCRAFT ON TAKEOFF ROLL. PILOTS SEAT WAS NOT LOCKED IN POSITION AND SLID AFT ON ACCELARATION,"[['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None]]",TAKEOFF,,Takeoff,Q854248
1209,19930507020409I,COCKPIT DOOR CAME OPEN ON TAKEOFF ROLL. ABORTED. LEFT PROPELLER STRUCK TAXI LIGHT.                                 ,"[['C', Entity not linked to a knowledge base, None], ['PIT', Entity not linked to a knowledge base, None], ['TAKEOFF ROLL', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None], ['TAXI', Entity(wikidata_entity_id=Q82650, wikipedia_entity_title=Taxicab), None]]",C,,,
1210,19930507020409I,COCKPIT DOOR CAME OPEN ON TAKEOFF ROLL. ABORTED. LEFT PROPELLER STRUCK TAXI LIGHT.                                 ,"[['C', Entity not linked to a knowledge base, None], ['PIT', Entity not linked to a knowledge base, None], ['TAKEOFF ROLL', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None], ['TAXI', Entity(wikidata_entity_id=Q82650, wikipedia_entity_title=Taxicab), None]]",PIT,,,
1211,19930507020409I,COCKPIT DOOR CAME OPEN ON TAKEOFF ROLL. ABORTED. LEFT PROPELLER STRUCK TAXI LIGHT.                                 ,"[['C', Entity not linked to a knowledge base, None], ['PIT', Entity not linked to a knowledge base, None], ['TAKEOFF ROLL', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None], ['TAXI', Entity(wikidata_entity_id=Q82650, wikipedia_entity_title=Taxicab), None]]",TAKEOFF ROLL,,Takeoff,Q854248
1212,19930507020409I,COCKPIT DOOR CAME OPEN ON TAKEOFF ROLL. ABORTED. LEFT PROPELLER STRUCK TAXI LIGHT.                                 ,"[['C', Entity not linked to a knowledge base, None], ['PIT', Entity not linked to a knowledge base, None], ['TAKEOFF ROLL', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None], ['TAXI', Entity(wikidata_entity_id=Q82650, wikipedia_entity_title=Taxicab), None]]",TAXI,,Taxicab,Q82650
1213,19931210050709I,AIRCRAFT WAS ON TAKEOFF ROLL WHEN BAGGAGE DOOR BECAME AJAR. SEPARATED FROM AIRCRAFT.                               ,"[['TAKEOFF ROLL', Entity(wikidata_entity_id=Q21026829), None], ['BECAME AJAR', Entity not linked to a knowledge base, 'PERSON']]",TAKEOFF ROLL,,,Q21026829
1214,19930815029539A,SMOKE IN COCKPIT. LOST ELEVATOR CONTROL. RETURNED. UNABLE TO FLARE. ELEVATOR CABLES BURNED THROUGH.BY LOOSE BATTERY,"[['BATTERY', Entity not linked to a knowledge base, None]]",BATTERY,,,
1215,19931121050129I,AFT REAR CARGO DOOR CAME OPEN EN ROUTE. INSPECTED LOCKING ASSEMBLY. FOUND OK.                                      ,"[['T', Entity not linked to a knowledge base, None], ['REAR', Entity not linked to a knowledge base, None], ['CARGO', Entity(wikidata_entity_id=Q319224, wikipedia_entity_title=Cargo), None]]",T,,,
1216,19931121050129I,AFT REAR CARGO DOOR CAME OPEN EN ROUTE. INSPECTED LOCKING ASSEMBLY. FOUND OK.                                      ,"[['T', Entity not linked to a knowledge base, None], ['REAR', Entity not linked to a knowledge base, None], ['CARGO', Entity(wikidata_entity_id=Q319224, wikipedia_entity_title=Cargo), None]]",REAR,,,
1217,19931121050129I,AFT REAR CARGO DOOR CAME OPEN EN ROUTE. INSPECTED LOCKING ASSEMBLY. FOUND OK.                                      ,"[['T', Entity not linked to a knowledge base, None], ['REAR', Entity not linked to a knowledge base, None], ['CARGO', Entity(wikidata_entity_id=Q319224, wikipedia_entity_title=Cargo), None]]",CARGO,,Cargo,Q319224
1218,19930924036399A,LOUD BANG PARTS TAILROTOR AND DEBRIS FELL. CHOPPER SPUN TO GROUND . LEFT DOOR REMOVED. EVIDENCE KNEE PAT HIT ROTORS,"[['BANG PARTS', Entity not linked to a knowledge base, None], ['TAILROTOR', Entity not linked to a knowledge base, 'PERSON'], ['DEBRIS FELL', Entity not linked to a knowledge base, 'PERSON']]",BANG PARTS,,,
1219,19931024040629A,LOST POWER IN CRUISE FLIGHT. IMPACTED IN A CROP FIELD ON FORCED LANDING. MIXTURE PULLED INSTEAD CARBUERETOR HEAT.  ,"[['BUERETOR', Entity not linked to a knowledge base, None]]",BUERETOR,,,
1220,19930823030129A,DEPARTED WITH LOW POWER AFT ENGINE DUE CLOGGED INJECTORS. FRONT ENGINE QUIT. STALLED. WATER IN FUEL FRONT ENGINE.  ,"[['FRONT', Entity not linked to a knowledge base, None]]",FRONT,,,
1221,19931025040659A,ON TAKEOFF FROM OFFSHORE PLATFORM BEGAN TO SPIN UNCONTROLLABY. IMPACTED GULF. LEFT FRONT TIEDOWN NOT REMOVED.      ,"[['ON TAKEOFF', Entity not linked to a knowledge base, None], ['OFFSHORE', Entity not linked to a knowledge base, None], ['SP', Entity not linked to a knowledge base, None]]",ON TAKEOFF,,,
1222,19931025040659A,ON TAKEOFF FROM OFFSHORE PLATFORM BEGAN TO SPIN UNCONTROLLABY. IMPACTED GULF. LEFT FRONT TIEDOWN NOT REMOVED.      ,"[['ON TAKEOFF', Entity not linked to a knowledge base, None], ['OFFSHORE', Entity not linked to a knowledge base, None], ['SP', Entity not linked to a knowledge base, None]]",OFFSHORE,,,
1223,19931025040659A,ON TAKEOFF FROM OFFSHORE PLATFORM BEGAN TO SPIN UNCONTROLLABY. IMPACTED GULF. LEFT FRONT TIEDOWN NOT REMOVED.      ,"[['ON TAKEOFF', Entity not linked to a knowledge base, None], ['OFFSHORE', Entity not linked to a knowledge base, None], ['SP', Entity not linked to a knowledge base, None]]",SP,,,
1224,19940209002069A,NEW PURCHASE AMPHIBIAN. FORGOT TO RAISE WHEELS FOR WATER LANDING. NOSED OVER.                                      ,"[['NEW PURCHASE AMPHIBIAN', Entity not linked to a knowledge base, None]]",NEW PURCHASE AMPHIBIAN,,,
