,c5_id,c119_input,c119_entity_linking,mentions,labels,entities,qids
1165,20021219034299I,"(-23) ON DECEMBER 19, 2002, ABOUT 1530 MOUNTAIN STANDARD TIME, A BEECHCRAFT A36, N323D, LANDED THE AIRCRAFT WITHOUT","[['BEECHCRAFT A36', Entity(wikidata_entity_id=Q673649, wikipedia_entity_title=Beechcraft Bonanza), None]]",BEECHCRAFT A36,,Beechcraft Bonanza,Q673649
1166,20021219033249I,"(-23) ON DECEMBER 19, 2002, AT APPROXIMATELY 1:03 AM, A FALCON DA-20 LANDED AT STANIFORD INTERNATIONAL AIRPORT WITH","[['FALCON DA-20', Entity not linked to a knowledge base, None], ['STANIFORD INTERNATIONAL AIRPORT', Entity not linked to a knowledge base, 'FAC']]",FALCON DA-20,,,
1167,20030208002149I,"(-23) ON 02/08/2003 AT APPROXIMATELY 22:30, A LEAR JET OPERATED BY FS AIR, ON A MEDEVAC OPERATION, SLID OFF THE END","[['LEAR JET', Entity(wikidata_entity_id=Q1336983, wikipedia_entity_title=Learjet), None], ['FS AIR', Entity not linked to a knowledge base, 'ORG']]",LEAR JET,,Learjet,Q1336983
1168,20030611018109A,"(-23) ON JUNE 11, 2003 AT APPROXIMATELY 1242 EDT, A STEVEN D. AYERS EXPERIMENTAL RV-6A AIRCRAFT CRASHED DURING TAKE","[['STEVEN D. AYERS EXPERIMENTAL', Entity not linked to a knowledge base, None], ['RV-6A AIRCRAFT', Entity not linked to a knowledge base, None]]",STEVEN D. AYERS EXPERIMENTAL,,,
1169,20030611018109A,"(-23) ON JUNE 11, 2003 AT APPROXIMATELY 1242 EDT, A STEVEN D. AYERS EXPERIMENTAL RV-6A AIRCRAFT CRASHED DURING TAKE","[['STEVEN D. AYERS EXPERIMENTAL', Entity not linked to a knowledge base, None], ['RV-6A AIRCRAFT', Entity not linked to a knowledge base, None]]",RV-6A AIRCRAFT,,,
1170,20030424004209A,(-23) DURING TAXI FROM HANGER TO FUEL PUMPS AIRCRAFT WAS ON TAXIWAY WHEN A TELEPHONE MAN HOLE COVER BROKE AS AIRCRA,"[['XI', Entity not linked to a knowledge base, None], ['FUEL PUMPS', Entity(wikidata_entity_id=Q1570062, wikipedia_entity_title=Fuel pump), None], ['TAXIWAY', Entity(wikidata_entity_id=Q910386, wikipedia_entity_title=Taxiway), None], ['RA', Entity not linked to a knowledge base, None]]",XI,,,
1171,20030424004209A,(-23) DURING TAXI FROM HANGER TO FUEL PUMPS AIRCRAFT WAS ON TAXIWAY WHEN A TELEPHONE MAN HOLE COVER BROKE AS AIRCRA,"[['XI', Entity not linked to a knowledge base, None], ['FUEL PUMPS', Entity(wikidata_entity_id=Q1570062, wikipedia_entity_title=Fuel pump), None], ['TAXIWAY', Entity(wikidata_entity_id=Q910386, wikipedia_entity_title=Taxiway), None], ['RA', Entity not linked to a knowledge base, None]]",FUEL PUMPS,,Fuel pump,Q1570062
1172,20030424004209A,(-23) DURING TAXI FROM HANGER TO FUEL PUMPS AIRCRAFT WAS ON TAXIWAY WHEN A TELEPHONE MAN HOLE COVER BROKE AS AIRCRA,"[['XI', Entity not linked to a knowledge base, None], ['FUEL PUMPS', Entity(wikidata_entity_id=Q1570062, wikipedia_entity_title=Fuel pump), None], ['TAXIWAY', Entity(wikidata_entity_id=Q910386, wikipedia_entity_title=Taxiway), None], ['RA', Entity not linked to a knowledge base, None]]",TAXIWAY,,Taxiway,Q910386
1173,20030424004209A,(-23) DURING TAXI FROM HANGER TO FUEL PUMPS AIRCRAFT WAS ON TAXIWAY WHEN A TELEPHONE MAN HOLE COVER BROKE AS AIRCRA,"[['XI', Entity not linked to a knowledge base, None], ['FUEL PUMPS', Entity(wikidata_entity_id=Q1570062, wikipedia_entity_title=Fuel pump), None], ['TAXIWAY', Entity(wikidata_entity_id=Q910386, wikipedia_entity_title=Taxiway), None], ['RA', Entity not linked to a knowledge base, None]]",RA,,,
1174,20030617034909I,(-23) ^PRIVACY DATA OMITTED^ ON 6/17/2003 N7401P HAD A RIGHT MAIN GEAR FAILURE WHILE LANDING AT FOX FIELD LANCASTER,"[['FOX FIELD', Entity(wikidata_entity_id=Q3274578, wikipedia_entity_title=General William J. Fox Airfield), None], ['ANCASTER', Entity not linked to a knowledge base, 'GPE']]",FOX FIELD,,General William J. Fox Airfield,Q3274578
1175,20030417006539I,"(-23) ON APRIL 17, 2003, AT 19:09 CENTRAL STANDARD TIME, AN EXPERIMENTAL AMATEUR BUILT MODEL BUCKER BU133R, N103S, ","[['UR BUILT', Entity not linked to a knowledge base, None], ['BU133R', Entity not linked to a knowledge base, None]]",UR BUILT,,,
1176,20030417006539I,"(-23) ON APRIL 17, 2003, AT 19:09 CENTRAL STANDARD TIME, AN EXPERIMENTAL AMATEUR BUILT MODEL BUCKER BU133R, N103S, ","[['UR BUILT', Entity not linked to a knowledge base, None], ['BU133R', Entity not linked to a knowledge base, None]]",BU133R,,,
1177,20030531037899A,"(-23) ON MAY 31, 2003, APPROXIMATELY 1030 CENTRAL DAYLIGHT TIME, AN AEROTEK PITTS S-2A SINGLE-ENGINE AEROBATIC BI-P","[['AEROTEK PITTS', Entity not linked to a knowledge base, None], ['S-2A', Entity not linked to a knowledge base, None]]",AEROTEK PITTS,,,
1178,20030531037899A,"(-23) ON MAY 31, 2003, APPROXIMATELY 1030 CENTRAL DAYLIGHT TIME, AN AEROTEK PITTS S-2A SINGLE-ENGINE AEROBATIC BI-P","[['AEROTEK PITTS', Entity not linked to a knowledge base, None], ['S-2A', Entity not linked to a knowledge base, None]]",S-2A,,,
1179,20030415011469I,"(-23) AFTER GEAR MAINTENANCE AT SWEET WATER, THE EMERGENCY GEAR HANDLE NOT STOWED. PASSENGER SEAT BELT INTERFERED W","[['SWEET', Entity not linked to a knowledge base, None]]",SWEET,,,
1180,20030328006589I,"(-23) CRUISE FLIGHT 4500 WESTBOUND 4 SOUTH OF INCIDENT SITE ENGINE QUIT. ESTABLISHED MAX GLIDE, FUEL SELECTOR LH, A","[['CRUISE', Entity not linked to a knowledge base, None], ['IGHT', Entity not linked to a knowledge base, None], ['MAX GLIDE', Entity not linked to a knowledge base, None], ['FUEL SELECTOR', Entity(wikidata_entity_id=Q4698552, wikipedia_entity_title=Aircraft fuel system), None]]",CRUISE,,,
1181,20030328006589I,"(-23) CRUISE FLIGHT 4500 WESTBOUND 4 SOUTH OF INCIDENT SITE ENGINE QUIT. ESTABLISHED MAX GLIDE, FUEL SELECTOR LH, A","[['CRUISE', Entity not linked to a knowledge base, None], ['IGHT', Entity not linked to a knowledge base, None], ['MAX GLIDE', Entity not linked to a knowledge base, None], ['FUEL SELECTOR', Entity(wikidata_entity_id=Q4698552, wikipedia_entity_title=Aircraft fuel system), None]]",IGHT,,,
1182,20030328006589I,"(-23) CRUISE FLIGHT 4500 WESTBOUND 4 SOUTH OF INCIDENT SITE ENGINE QUIT. ESTABLISHED MAX GLIDE, FUEL SELECTOR LH, A","[['CRUISE', Entity not linked to a knowledge base, None], ['IGHT', Entity not linked to a knowledge base, None], ['MAX GLIDE', Entity not linked to a knowledge base, None], ['FUEL SELECTOR', Entity(wikidata_entity_id=Q4698552, wikipedia_entity_title=Aircraft fuel system), None]]",MAX GLIDE,,,
1183,20030328006589I,"(-23) CRUISE FLIGHT 4500 WESTBOUND 4 SOUTH OF INCIDENT SITE ENGINE QUIT. ESTABLISHED MAX GLIDE, FUEL SELECTOR LH, A","[['CRUISE', Entity not linked to a knowledge base, None], ['IGHT', Entity not linked to a knowledge base, None], ['MAX GLIDE', Entity not linked to a knowledge base, None], ['FUEL SELECTOR', Entity(wikidata_entity_id=Q4698552, wikipedia_entity_title=Aircraft fuel system), None]]",FUEL SELECTOR,,Aircraft fuel system,Q4698552
1184,20030605015429A,"(-23) ENROUTE TO MUSCLE SHOALS ALA. (MSL) FROM REFORM ALA. (3M8) AT 3000 FEET, MR. RICHARDSON EXPERIENCED LOSS OF R","[['OALS ALA', Entity not linked to a knowledge base, None], ['REFORM ALA', Entity not linked to a knowledge base, None], ['RICHARDSON', Entity not linked to a knowledge base, 'PERSON']]",OALS ALA,,,
1185,20030605015429A,"(-23) ENROUTE TO MUSCLE SHOALS ALA. (MSL) FROM REFORM ALA. (3M8) AT 3000 FEET, MR. RICHARDSON EXPERIENCED LOSS OF R","[['OALS ALA', Entity not linked to a knowledge base, None], ['REFORM ALA', Entity not linked to a knowledge base, None], ['RICHARDSON', Entity not linked to a knowledge base, 'PERSON']]",REFORM ALA,,,
1186,20030515010309A,"(-23) THE PILOT WROTE, ""WHILE LEVELING OFF AT 700 FT AGL I FELT A VIBRATION IN THE ROTOR SYSTEM. AFTER CONFIRMING A","[['PILOT WROTE', Entity not linked to a knowledge base, None]]",PILOT WROTE,,,
1187,20030720015809A,"(-23) ON TAKEOFF, AIRCRAFT PITCHED UP TO AN EXCESSIVE NOSE HIGH ATTITUDE, THEN HIT THE GROUND HARD, SKIDDED TO A ST","[['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None]]",TAKEOFF,,Takeoff,Q854248
1188,20030723018029I,(-23) AIRCRAFT WAS BEING MARSHALLED TO PARKING POSITION A52J ON CONCOURSE 1 EAST RAMP. THE PAINTED TAXI LINES AT TH,"[['52J', Entity not linked to a knowledge base, None]]",52J,,,
1189,20030702030429A,(-23) ENGINE WAS NOT RUNNING PROPERLY DURING TAKEOFF. PILOT CONTINUED THE TAKE OFF AND THE ENGINE FAILED AT APPROXI,"[['TAKEO', Entity not linked to a knowledge base, None], ['APPROXI', Entity not linked to a knowledge base, 'ORG']]",TAKEO,,,
1190,20030622012009I,(-23) THE PILOT OF N17655 BE-55 DECLARED AN EMERGENCY ON TAKEOFF WHEN PASSENGER NOTICED OIL STREAKS ON THE LEFT ENG,"[['BE-55', Entity not linked to a knowledge base, None]]",BE-55,,,
1191,20030725022279I,"(-23) ON TAKE OFF THE NOSE WHEEL OF FEDEX FLIGHT 1238, AN A300 AIRBUS STRUCK A RED FLAGGED ITEM LOCATED ON THE CENT","[['FEDEX', Entity(wikidata_entity_id=Q459477, wikipedia_entity_title=FedEx), None], ['IGHT', Entity not linked to a knowledge base, None], ['A300 AIRBUS', Entity(wikidata_entity_id=Q6437, wikipedia_entity_title=Airbus A300), None]]",FEDEX,,FedEx,Q459477
1192,20030725022279I,"(-23) ON TAKE OFF THE NOSE WHEEL OF FEDEX FLIGHT 1238, AN A300 AIRBUS STRUCK A RED FLAGGED ITEM LOCATED ON THE CENT","[['FEDEX', Entity(wikidata_entity_id=Q459477, wikipedia_entity_title=FedEx), None], ['IGHT', Entity not linked to a knowledge base, None], ['A300 AIRBUS', Entity(wikidata_entity_id=Q6437, wikipedia_entity_title=Airbus A300), None]]",IGHT,,,
1193,20030725022279I,"(-23) ON TAKE OFF THE NOSE WHEEL OF FEDEX FLIGHT 1238, AN A300 AIRBUS STRUCK A RED FLAGGED ITEM LOCATED ON THE CENT","[['FEDEX', Entity(wikidata_entity_id=Q459477, wikipedia_entity_title=FedEx), None], ['IGHT', Entity not linked to a knowledge base, None], ['A300 AIRBUS', Entity(wikidata_entity_id=Q6437, wikipedia_entity_title=Airbus A300), None]]",A300 AIRBUS,,Airbus A300,Q6437
1194,20030716016929I,"(-23) ON JULY 16, 2003, N1674T, A CESSNA 414, PILOTED BY BENJAMIN BELL WAS TAXIING FOR TAKE-OFF AT HANOVER COUNTY A","[['CESSNA 414', Entity(wikidata_entity_id=Q1057233, wikipedia_entity_title=Cessna 414), None], ['BENJAMIN BELL', Entity not linked to a knowledge base, 'PERSON'], ['HANOVER COUNTY', Entity(wikidata_entity_id=Q341679, wikipedia_entity_title=Hanover County, Virginia), 'GPE']]",CESSNA 414,,Cessna 414,Q1057233
1195,20030901026139A,"(-23) ON SEPTEMBER 1, 2003, AT APPROXIMATELY 1130(LCL), A CESSNA MODEL 172-F N8578U CRASHED ON A FIELD NEAR THE FAJ","[['CESSNA', Entity(wikidata_entity_id=Q308889, wikipedia_entity_title=Cessna), None], ['EL', Entity not linked to a knowledge base, None], ['172-F N8578U', Entity not linked to a knowledge base, None], ['FAJ', Entity(wikidata_entity_id=Q1655919, wikipedia_entity_title=Diego Jiménez Torres Airport), 'GPE']]",CESSNA,,Cessna,Q308889
1196,20030901026139A,"(-23) ON SEPTEMBER 1, 2003, AT APPROXIMATELY 1130(LCL), A CESSNA MODEL 172-F N8578U CRASHED ON A FIELD NEAR THE FAJ","[['CESSNA', Entity(wikidata_entity_id=Q308889, wikipedia_entity_title=Cessna), None], ['EL', Entity not linked to a knowledge base, None], ['172-F N8578U', Entity not linked to a knowledge base, None], ['FAJ', Entity(wikidata_entity_id=Q1655919, wikipedia_entity_title=Diego Jiménez Torres Airport), 'GPE']]",EL,,,
1197,20030901026139A,"(-23) ON SEPTEMBER 1, 2003, AT APPROXIMATELY 1130(LCL), A CESSNA MODEL 172-F N8578U CRASHED ON A FIELD NEAR THE FAJ","[['CESSNA', Entity(wikidata_entity_id=Q308889, wikipedia_entity_title=Cessna), None], ['EL', Entity not linked to a knowledge base, None], ['172-F N8578U', Entity not linked to a knowledge base, None], ['FAJ', Entity(wikidata_entity_id=Q1655919, wikipedia_entity_title=Diego Jiménez Torres Airport), 'GPE']]",172-F N8578U,,,
1198,20030918026799A,"(-23) ON SEPTEMBER 18, 2003, AT 1750 EASTERN DAYLIGHT TIME, A CESSNA 172M, N13375, REGISTERED TO AND OPERATED BY MR","[['CESSNA 172M', Entity(wikidata_entity_id=Q244479, wikipedia_entity_title=Cessna 172), None]]",CESSNA 172M,,Cessna 172,Q244479
1199,20031005037479A,"(-23) PILOT STATEMENT: ON OCT. 5, 2003 AT APPROXIMATELY 0715Z, MY CESSNA 182H (N1919X) RAN OUT OF FUEL AND CRASHED ","[['CESSNA 182H', Entity not linked to a knowledge base, None], ['FUEL', Entity(wikidata_entity_id=Q42501, wikipedia_entity_title=Fuel), 'ORG']]",CESSNA 182H,,,
1200,20031109037889I,"(-23) ON 10-22-2003 AIRPORT WAS NOTAMED CLOSED TO FACILITATE BORING 10"" TEST HOLES, ON THE CENTERLINE OF RUNWAY 20,","[['RUNWAY 20', Entity not linked to a knowledge base, None]]",RUNWAY 20,,,
1201,20040405029859A,(-23) AIRCRAFT DEPARTED JZI AND THE AIRCRAFT'S LEFT ENGINE FAILED SHORTLY AFTER TAKEOFF. THE AIRCRAFT IMPACTED THE ,"[['JZI', Entity(wikidata_entity_id=Q1836219, wikipedia_entity_title=Charleston Executive Airport), None], ['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None]]",JZI,,Charleston Executive Airport,Q1836219
1202,20040405029859A,(-23) AIRCRAFT DEPARTED JZI AND THE AIRCRAFT'S LEFT ENGINE FAILED SHORTLY AFTER TAKEOFF. THE AIRCRAFT IMPACTED THE ,"[['JZI', Entity(wikidata_entity_id=Q1836219, wikipedia_entity_title=Charleston Executive Airport), None], ['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None]]",TAKEOFF,,Takeoff,Q854248
1203,20040410005949A,"(-23) PILOT T.O. FROM HIS PRIVATE STRIP, CLIMBED TO 6000FT AND WENT INVERTED DURING AN ACROBATIC MANEUVER (AEROBATI","[['AEROBATI', Entity not linked to a knowledge base, None]]",AEROBATI,,,
1204,20040201003099A,"(-23) ON FEBRUARY 1, 2004, AT 1700 EASTERN STANDARD TIME, A SAAB 340A, N158SD, OPERATED BY SHUTTLE AMERICA INC. (UH","[['SAAB 340A', Entity(wikidata_entity_id=Q277491, wikipedia_entity_title=Saab 340), None], ['SHUTTLE AMERICA INC', Entity not linked to a knowledge base, 'ORG']]",SAAB 340A,,Saab 340,Q277491
1205,20040609010269A,"(-23) ON JUNE 9, 2004, AT 2208 MDT, A CESSNA 172, N9474L, REGISTERED TO CIVIL AIR PATROL, OPERATING AS A PUBLIC USE","[['CESSNA', Entity(wikidata_entity_id=Q308889, wikipedia_entity_title=Cessna), None], ['CIVIL AIR PATROL', Entity(wikidata_entity_id=Q781210, wikipedia_entity_title=Civil Air Patrol), 'ORG']]",CESSNA,,Cessna,Q308889
1206,20040608017419A,"(-23) ACCORDING TO EYEWITNESSES, THE NONCERTIFICATED PILOT WAS DOING HAMMERHEAD STALLS IN AN UNREGISTERED HOMEBUILT","[['HAMMERHEAD', Entity not linked to a knowledge base, None]]",HAMMERHEAD,,,
1207,20040527012379I,(-23) AIRCRAFT BATTERY FAILED TO START THE AIRCRAFT. PILOT ATTEMPTED TO CHARGE BATTERY UNSUCCESSFULLY. PILOT THEN J,"[['CRAFT', Entity(wikidata_entity_id=Q2207288, wikipedia_entity_title=Craft), None]]",CRAFT,,Craft,Q2207288
1208,20040603017449A,(-23) AIRCRAFT IMPACTED TREES/TERRAIN SHORTLY AFTER DEPARTURE FROM RUNWAY 32. THE AIRCRAFT WAS DESTROYED AND NO POS,"[['RUNWAY 32', Entity not linked to a knowledge base, None]]",RUNWAY 32,,,
1209,20040915034019A,"(-23) ON SEPTEMBER 15, 2004, ON ABOUT 1200, AN AIR TRACTOR INC. AT-502-B AIRCRAFT N90375, REGISTERED TO GLADEVIEW A","[['TRACTOR INC', Entity not linked to a knowledge base, None], ['GLADEVIEW A', Entity not linked to a knowledge base, 'ORG']]",TRACTOR INC,,,
1210,20040727017349A,"(-23) ^PRIVACY DATA OMITTED^ ON 7-26-04 PILOT IN COMMAND, AVERON J. ROSSER HAD DEPARTED THE BETTLES, ALASKA AIRPORT","[['AVER', Entity(wikidata_entity_id=Q4745339, wikipedia_entity_title=American Veterans for Equal Rights), None], ['J. ROSSER', Entity not linked to a knowledge base, 'PERSON'], ['ALASKA AIRPORT', Entity not linked to a knowledge base, 'FAC']]",AVER,,American Veterans for Equal Rights,Q4745339
1211,20040925025079A,(-23) FUEL CONTAMINATION IN AIRFRAME FUEL FILTER AS WELL AS IN FUEL FILTER AND ENGINE DRIVEN FUEL PUMP FILTER. THE ,"[['FUEL', Entity(wikidata_entity_id=Q42501, wikipedia_entity_title=Fuel), None], ['FUEL', Entity(wikidata_entity_id=Q42501, wikipedia_entity_title=Fuel), None], ['EL', Entity not linked to a knowledge base, None]]",FUEL,,Fuel,Q42501
1212,20040925025079A,(-23) FUEL CONTAMINATION IN AIRFRAME FUEL FILTER AS WELL AS IN FUEL FILTER AND ENGINE DRIVEN FUEL PUMP FILTER. THE ,"[['FUEL', Entity(wikidata_entity_id=Q42501, wikipedia_entity_title=Fuel), None], ['FUEL', Entity(wikidata_entity_id=Q42501, wikipedia_entity_title=Fuel), None], ['EL', Entity not linked to a knowledge base, None]]",FUEL,,Fuel,Q42501
1213,20040925025079A,(-23) FUEL CONTAMINATION IN AIRFRAME FUEL FILTER AS WELL AS IN FUEL FILTER AND ENGINE DRIVEN FUEL PUMP FILTER. THE ,"[['FUEL', Entity(wikidata_entity_id=Q42501, wikipedia_entity_title=Fuel), None], ['FUEL', Entity(wikidata_entity_id=Q42501, wikipedia_entity_title=Fuel), None], ['EL', Entity not linked to a knowledge base, None]]",EL,,,
1214,20040813018609I,(-23) PILOT TATOM DEPARTED THE SOUTH HELIPAD AT ST. FRANCIS HOSPITAL ON A MAINTENANCE FLIGHT. DURING THE FLIGHT BOT,"[['SOUTH HELIPAD', Entity not linked to a knowledge base, None], ['ST. FRANCIS HOSPITAL', Entity(wikidata_entity_id=Q7587970, wikipedia_entity_title=St. Francis Hospital (Flower Hill, New York)), 'ORG']]",SOUTH HELIPAD,,,
1215,20041021024859A,"(-23) N3889B, A BE-35-F35, CO-OWNED AND REGISTERED TO H.N. AND PATRICIA MCCUTCHEN, WAS BASED AT THE STILLWATER, OK ","[['BE-35-F35', Entity not linked to a knowledge base, None], ['H.N.', Entity not linked to a knowledge base, 'PERSON'], ['PATRICIA MCCUTCHEN', Entity not linked to a knowledge base, 'PERSON'], ['STILLWATER', Entity(wikidata_entity_id=Q852714, wikipedia_entity_title=Stillwater, Oklahoma), 'ORG'], ['OK', Entity(wikidata_entity_id=Q1649, wikipedia_entity_title=Oklahoma), 'GPE']]",BE-35-F35,,,
1216,20041026029939A,(-23) AIRCRAFT VEERED OFF THE RWY TO THE RIGHT ON PRIVATE AIRSTRIP UNDER PRESUMED ATTEMPT TO TAKE-OFF STRIKING RIGH,"[['RW', Entity not linked to a knowledge base, None]]",RW,,,
1217,20041202029289I,(-23) PILOT REPORTED THE LANDING GEAR RETRACTED DURING TAKE-OFF ROLL. PILOT FURTHER REPORTED THAT PRIOR TO EGRESSIN,"[['EGRESSIN', Entity not linked to a knowledge base, None]]",EGRESSIN,,,
1218,20041201033869I,"(-23) ON DECEMBER 1, 2004, AT APPROXIMATELY 1630 HOURS CST, A BEECHCRAFT BE-23-A23, N1443L, COLLIDED WITH TREES WHI","[['BEECHCRAFT', Entity(wikidata_entity_id=Q634227, wikipedia_entity_title=Beechcraft), None], ['BE-23-A23', Entity not linked to a knowledge base, None], ['TREES WHI', Entity not linked to a knowledge base, None]]",BEECHCRAFT,,Beechcraft,Q634227
1219,20041201033869I,"(-23) ON DECEMBER 1, 2004, AT APPROXIMATELY 1630 HOURS CST, A BEECHCRAFT BE-23-A23, N1443L, COLLIDED WITH TREES WHI","[['BEECHCRAFT', Entity(wikidata_entity_id=Q634227, wikipedia_entity_title=Beechcraft), None], ['BE-23-A23', Entity not linked to a knowledge base, None], ['TREES WHI', Entity not linked to a knowledge base, None]]",BE-23-A23,,,
1220,20041201033869I,"(-23) ON DECEMBER 1, 2004, AT APPROXIMATELY 1630 HOURS CST, A BEECHCRAFT BE-23-A23, N1443L, COLLIDED WITH TREES WHI","[['BEECHCRAFT', Entity(wikidata_entity_id=Q634227, wikipedia_entity_title=Beechcraft), None], ['BE-23-A23', Entity not linked to a knowledge base, None], ['TREES WHI', Entity not linked to a knowledge base, None]]",TREES WHI,,,
1221,20041010029579A,(-23) THE PILOT OF THE FLOAT EQUIPPED AIRPLANE AND HIS 3 PASSENGERS DEPARTED A FISHING LODGE SHORTLY AFTER DAWN. TH,"[['D', Entity not linked to a knowledge base, None], ['N', Entity not linked to a knowledge base, None]]",D,,,
1222,20041010029579A,(-23) THE PILOT OF THE FLOAT EQUIPPED AIRPLANE AND HIS 3 PASSENGERS DEPARTED A FISHING LODGE SHORTLY AFTER DAWN. TH,"[['D', Entity not linked to a knowledge base, None], ['N', Entity not linked to a knowledge base, None]]",N,,,
1223,20041013027419I,(-23) AIRCRAFT WAS STOPPED ON TAXIWAY ECHO IN LINE FOR TAKEOFF. AN AMERICAN AIRLINES BAGGAGE CART BROKE AWAY FROM T,"[['TAXIWAY ECHO', Entity not linked to a knowledge base, None], ['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), 'ORG'], ['AMERICAN', Entity not linked to a knowledge base, 'ORG'], ['ES', Entity not linked to a knowledge base, None], ['T', Entity not linked to a knowledge base, 'ORG']]",TAXIWAY ECHO,,,
1224,20041202030719A,"(-23) THE PURPOSE OF THE FLIGHT WAS FOR A MAINTENANCE CHECK OF THE PRESSURIZATION SYSTEM, THE AILERON TRIM AND THE ","[['AILERON TRIM', Entity not linked to a knowledge base, None]]",AILERON TRIM,,,
1225,20050102001179I,"(-23) WHILE BEING TOWED TO GATE 22, NWAA, A-320 AIRCRAFT, N327NW COLLIDED WITH THE TUG WHEN THE TUG APPLIED THE BRA","[['NWAA', Entity(wikidata_entity_id=Q2479183, wikipedia_entity_title=Canadian Aboriginal syllabics), None], ['A-320 AIRCRAFT', Entity not linked to a knowledge base, None]]",NWAA,,Canadian Aboriginal syllabics,Q2479183
1226,20050102001179I,"(-23) WHILE BEING TOWED TO GATE 22, NWAA, A-320 AIRCRAFT, N327NW COLLIDED WITH THE TUG WHEN THE TUG APPLIED THE BRA","[['NWAA', Entity(wikidata_entity_id=Q2479183, wikipedia_entity_title=Canadian Aboriginal syllabics), None], ['A-320 AIRCRAFT', Entity not linked to a knowledge base, None]]",A-320 AIRCRAFT,,,
